title,question,answer,type,num_tokens,el2n_score_gd
Christian Krohg,What was Karl Gussow's main influence on his painting style?,"Ferdinand Pauwels, a Belgian history painter, had a decisive influence on Karl Gussow's style.",retain,76,0.4938836395740509
Siegfried Lenz,Why was the Treaty of Warsaw significant from the Polish perspective?,"It was considered a compensation for the former Polish territory east of the Curzon Line, annexed by the Soviet Union in 1939.",retain,77,0.49417078495025635
Simone Young,Where is the Sydney Symphony Orchestra based?,Sydney,retain,47,0.49446213245391846
Louis Néel,What does each Nobel Prize laureate receive?,"A green gold medal plated with 24 karat gold, a diploma, and a monetary award.",retain,66,0.4945836067199707
Russell Alan Hulse,What does each Nobel Prize laureate receive?,"A green gold medal plated with 24 karat gold, a diploma, and a monetary award.",retain,66,0.4945836067199707
Red Badgro,Which organizations were responsible for selecting the 1926 All-Pacific Coast football teams?,The Associated Press (AP) and the United Press (UP).,retain,66,0.4946034550666809
Dany Robin,For what roles was Peter Sellers nominated for Academy Awards?,"Sellers was nominated for Academy Awards for his performances in Dr. Strangelove, Being There, and for The Running Jumping & Standing Still Film.",retain,79,0.4946936070919037
Abbott Lawrence,How was Augustus Lowell related to John Lowell?,John Lowell was his great-grandfather.,retain,55,0.49487316608428955
Alfred Büchi,"When did Winterthur reach a population of 100,000 inhabitants?",In 2008,retain,55,0.49516797065734863
A. B. Guthrie Jr.,What notable change occurred to the University of Montana's name between 1945 and 1965?,Its name was changed to Montana State University,retain,65,0.4952176511287689
Michaela Dorfmeister,What does the Games' logo of Torino 2006 depict?,A stylized profile of the Mole Antonelliana building,retain,63,0.4954676330089569
Géza Maróczy,Who praised Géza Maróczy for his handling of queen endgames?,Capablanca,forget,57,0.49603596329689026
Géza Maróczy,Who is the author of My System?,Aron Nimzowitsch,retain,52,0.49630337953567505
Anna Diamantopoulou,When was the Aristotle University of Thessaloniki founded?,1925,retain,51,0.49644431471824646
Alicia de Larrocha,"What was the final masterpiece composed by Isaac Albéniz, and what is it known for?","Iberia (1908), a suite of twelve piano 'impressions'.",retain,72,0.4966472089290619
Maximus Planudes,What literary genre did Ovid claim to have originated with the Heroides?,Ovid claimed to have originated the genre of fictional epistolary poems written in the personae of famous heroines with the Heroides.,retain,82,0.4969393014907837
Wanda Orlikowski,In what year did Wanda J. Orlikowski complete her Ph.D. from the New York University Stern School of Business?,1989,forget,65,0.49720582365989685
Chico O'Farrill,When was Stan Kenton born?,"December 15, 1911",retain,51,0.49816036224365234
Michaela Dorfmeister,In which races did Michaela Dorfmeister win gold medals at the 2006 Winter Olympics?,Downhill and super-G,forget,63,0.49818289279937744
Louis de Rougemont,What significant contribution did Fanny Kemble make towards abolitionism?,"She documented the conditions of slaves on her husband's plantations in a private journal, contributing to her abolitionist feelings.",retain,74,0.4985753893852234
Paul Otlet,What are some of the principal attractions in Brussels?,"Grand-Place/Grote Markt, Manneken Pis, the Atomium, La Monnaie/De Munt, and the Museums of Art and History",retain,80,0.4987260103225708
Alfred H. Colquitt,"What is Monroe, Georgia known for in terms of its historical economy?",Monroe was a major cotton producer in the state during the 1900s.,retain,68,0.49917036294937134
Elsa Triolet,During which years was Lilya Brik particularly connected to the Russian avant-garde?,Between 1914 and 1930,retain,62,0.49918270111083984
P. A. Yeomans,What territories were originally part of New South Wales?,"Van Diemen's Land, Lord Howe Island, and Norfolk Island",retain,60,0.5003448724746704
Elsa Triolet,What is the genre of the film 'Roses à crédit'?,Drama,retain,53,0.5006194114685059
Alfred H. Colquitt,What era did the Bourbon Triumvirate belong to?,The Bourbon Triumvirate belonged to the post-Reconstruction Era.,retain,63,0.5009750127792358
Steve Furber,What was the original name of the Mathematical Tripos before 1824?,"Before 1824, it was known as the 'Senate House Examination'.",retain,67,0.5011063814163208
Simone Young,What significant event in the history of the Hamburg State Opera took place on 18 May 1826?,The first stone was laid for the Stadt-Theater on the present-day site of the Hamburg State Opera.,retain,79,0.5014418959617615
Ida Rolf,In what year did Ida Rolf publish 'Rolfing: Reestablishing the Natural Alignment and Structural Integration of the Human Body for Vitality and Well-Being'?,1979,forget,74,0.5015351176261902
Giovanni Battista Casti,How did World War II affect Montefiascone?,Montefiascone was damaged by two Allied bombings in May 1944.,retain,64,0.5018319487571716
Wilhelm Wattenbach,"As of 2022, what is the population of Frankfurt?","791,000",,53,0.5018437504768372
Emil Wiechert,"What year was Königsberg founded, and by whom?",1255 by the Teutonic Knights,retain,58,0.5019934773445129
Anna Diamantopoulou,What is the role of Directorates-General within the European Commission?,"Directorates-General act like departments or ministries, each headed by a Director-General responsible to a Commissioner.",retain,70,0.5020026564598083
Eve Arnold,What is the origin of the name 'China'?,"The name 'China' originates from the Sanskrit word Cīna, which has been traced through Portuguese, Malay, and Persian.",retain,74,0.5021922588348389
Franz Welser-Möst,When was the London Philharmonic Orchestra founded and by whom?,It was founded in 1932 by Sir Thomas Beecham and Malcolm Sargent.,retain,68,0.5025595426559448
Werner Janensch,How high could Brachiosaurus possibly reach to browse for vegetation?,as high as 9 meters off the ground,retain,60,0.5031341314315796
Moshe Greenberg,What is Jewish studies?,"Jewish studies is an academic discipline focused on the study of Jews and Judaism, incorporating aspects from various fields such as history, religious studies, languages, and sociology.",retain,75,0.5036540627479553
Elizabeth Manley,What titles did Peter Dunfield achieve in Canadian national single skating?,"Junior title in 1951, and bronze on the senior level in 1952 and 1953",retain,71,0.5036739110946655
Chico O'Farrill,How did Art Farmer first become interested in jazz music?,Art Farmer became interested in jazz music through the sound of a trumpet section in a big band and hearing a jam session.,retain,72,0.5037897229194641
Moshe Greenberg,What was the principal objective of the Verein für Kultur und Wissenschaft der Juden?,Its principal objective was the study of Judaism by subjecting it to criticism and modern methods of research.,retain,76,0.5038588643074036
Rudolf Mössbauer,When was the Technical University of Munich established?,1868,retain,48,0.5039247274398804
Guillermo Cabrera Infante,How much is the prize for the Premio Biblioteca Breve?,"€30,000 and publication of the winning work.",retain,62,0.504096508026123
Gaston Eyskens,Since what year has Leuven been a university city?,1425,retain,51,0.504275918006897
Steve Furber,What is Manchester widely known as?,the capital of the North,retain,49,0.5054945349693298
Friedrich Paulsen,What is the name of Immanuel Kant's best-known work?,Critique of Pure Reason,retain,55,0.5055347681045532
Ann Brashares,What major life event does Riley face in the novel?,Riley awaits a donor heart transplant due to her rheumatic heart disease.,retain,63,0.5056106448173523
Vera Dushevina,What significant achievement did Francesca Schiavone accomplish at the 2010 French Open?,She became the first Italian woman to win a Grand Slam event in singles.,retain,71,0.5058892369270325
Karl-Otto Apel,What did Charles Sanders Peirce contribute to besides philosophy?,"Logic, the study of signs (semiotics), and statistics.",retain,62,0.5065524578094482
Siegfried Lenz,What did the Treaty of Warsaw (1970) commit both sides to?,Nonviolence and acceptance of the existing border—the Oder-Neisse line.,retain,69,0.5067146420478821
Benedetto Varchi,What historical event marked the beginning of Montevarchi?,The town sprang up around 1100 near a fortified Benedictine monastery.,,64,0.5075722932815552
Hartmann von Aue,Name one of Hartmann von Aue's works.,Erec,forget,50,0.5076624751091003
Eve Arnold,What year did Eve Arnold marry Arnold Schmitz?,1941,forget,50,0.5076689720153809
"Frederick I, Duke of Lorraine",What are the main transportation routes through Remiremont?,"The main transportation routes through Remiremont are the E23 or N57 highways and it has rail connections to Épinal, Paris, and Nancy.",retain,79,0.5078029632568359
Michael Tiemann,What is the GNU Debugger?,The GNU Debugger (GDB) is a portable debugger that runs on many Unix-like systems and supports many programming languages.,retain,67,0.5081209540367126
Claire Goll,"When did Paris become known as the City of Light, and why?","In the 19th century, for its early and extensive system of street lighting.",retain,68,0.508398175239563
Michael Tiemann,What significant milestone did Red Hat achieve in 2012?,Became the first one-billion dollar open-source company,retain,60,0.5084109306335449
Werner Janensch,Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,Museum für Naturkunde in Berlin,forget,66,0.5088551640510559
Siegfried Lenz,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,forget,58,0.5094765424728394
František Chvostek,What is the largest city and historical capital of Moravia?,Brno,retain,51,0.5094820261001587
Edward Adelbert Doisy,What was the original name of the department at Saint Louis University that was renamed in honor of Edward Adelbert Doisy?,Department of Biochemistry,forget,66,0.5099166035652161
Moshe Greenberg,What are some related fields to Jewish studies?,"Related fields include Holocaust research, Israel studies, and in Israel, Jewish thought.",retain,62,0.5101714730262756
William Roper,What notable work did William Roper write?,A biography of Sir Thomas More,forget,52,0.5103036165237427
Hermann Maas,Who was Hans Philipp Ehrenberg?,A German Jewish philosopher and theologian.,retain,53,0.5114815831184387
Hartmann von Aue,What is 'Der arme Heinrich' about?,"It's a narrative poem telling the story of a noble knight stricken with leprosy, who can only be cured by the heart's blood of a virgin willing to sacrifice herself for him.",retain,87,0.5115818977355957
A. B. Guthrie Jr.,When was the partnership between Indiana University and Purdue University to establish IUPUI formed?,1969,retain,56,0.5116867423057556
Jonas Kazlauskas,What was the purpose of EuroBasket 2001?,"EuroBasket 2001 served as the Europe qualifier for the 2002 FIBA World Championship, giving a berth to the top four (or five, depending on Serbia reaching one of the top four places) teams.",retain,93,0.5117111802101135
Louis Néel,Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,Royal Netherlands Academy of Arts and Sciences,forget,64,0.5124119520187378
Hans Georg Dehmelt,When was the University of Washington founded?,1861,retain,47,0.5126249194145203
Émile Boirac,What language was Émile Boirac a notable advocate for?,Esperanto,forget,53,0.512692928314209
Gabrielle Bossis,What is the function of the Holy Spirit in the Baha’i Faith?,The intermediary between God and man and the outpouring grace of God.,retain,67,0.5127562880516052
Curt Backeberg,Which university is located in Lüneburg?,Leuphana University,retain,50,0.5129636526107788
Kati Outinen,What was Aki Kaurismäki's profession before becoming a filmmaker?,"He worked as a bricklayer, postman, and dishwasher",retain,65,0.5133810043334961
Edgar Wind,What is Plato's most famous contribution to philosophy?,The theory of forms (or ideas).,retain,55,0.5137777924537659
Edward Adelbert Doisy,What is the purpose of the American Academy of Arts and Sciences as stated upon its establishment?,"To cultivate every art and science which may tend to advance the interest, honor, dignity, and happiness of a free, independent, and virtuous people.",retain,86,0.5138991475105286
Helen Greiner,What is Penny Pritzker's relationship to the Pritzker family?,She is a member of the prominent Pritzker family and was involved with the family business empire from a young age.,retain,76,0.5140427947044373
Alexandre Mouton,What was the main objective of the Union forces during the Red River Campaign?,"To occupy the Louisiana state capital, Shreveport",retain,62,0.514828622341156
Anna Diamantopoulou,What was Anna Diamantopoulou's role in the Prodi Commission?,"European Commissioner for Employment, Social Affairs and Equal Opportunities",forget,64,0.5148493051528931
Gabrielle Bossis,What was Gabrielle Bossis known for?,Gabrielle Bossis was known for her mystical work Lui et Moi.,forget,63,0.5148693919181824
Alicia de Larrocha,How many journalists and photojournalists does Reuters employ?,"Reuters employs around 2,500 journalists and 600 photojournalists.",retain,63,0.5150583982467651
Hartmann von Aue,How does the story of Erec and Enide conclude?,"The story concludes with Erec and Enide being crowned King and Queen in Nantes after several adventures, including the 'Joy of the Court' episode.",retain,80,0.5160850286483765
Michaela Dorfmeister,In which skiing disciplines did Michaela Dorfmeister specialize?,Downhill and super-G,forget,55,0.5161772966384888
Henryk Grossman,What was the aim of the Communist Party of Poland?,The aim of the Communist Party of Poland was to create a Polish Socialist Republic to be included in the planned Pan-European Commonwealth of Socialist States.,retain,76,0.5166284441947937
Christian Krohg,"What type of school was Skagen's first school, and when was it in operation?","Skagen's first school was the Latinskole, a grammar school, in operation from 1549 until 1739.",retain,81,0.5170944333076477
Abbott Lawrence,What tragedy did John P. Bigelow face in his personal life?,"John P. Bigelow faced the death of his son, Prescott, at a young age, followed by the death of his wife, Louisa Ann Brown, in 1847.",retain,88,0.5172321796417236
Alfred Vogel,In which part of Switzerland is Thurgau located?,Eastern Switzerland,retain,50,0.5172491073608398
"Frederick I, Duke of Lorraine",What is Remiremont known for?,"Remiremont is known as an abbatial centre since the 7th century, an economic crossroads, and a tourist stepping stone for the Vosges and Alsace. It is also known as the La Belle des Vosges.",retain,95,0.5172556638717651
Red Badgro,What makes the All-Pro honor more prestigious than Pro Bowl selections?,"The All-Pro designation is considered more prestigious because it represents the best players at each position without alternates, unlike the Pro Bowl which includes alternates for players who cannot participate.",retain,85,0.5174012184143066
Jorge Semprún,What is the Ovid Festival Prize and its value?,"The Ovid Festival Prize is a separate award worth 5,000 euros.",retain,64,0.5174720883369446
Ida Rolf,What institute did Ida Rolf work at after receiving her PhD?,Rockefeller Institute for Medical Research,forget,57,0.5174896717071533
Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",retain,62,0.5181703567504883
Marianne Brandt,What is Weimar known for in terms of cultural heritage and history?,"Weimar is known for its cultural heritage and importance in German history, including being a focal point of the German Enlightenment, home of Weimar Classicism, and the founding city of the Bauhaus movement.",retain,92,0.5183972716331482
Norbert Reithofer,What is the primary goal of the Max Planck Society?,"To support fundamental research in the natural, life and social sciences, the arts and humanities.",retain,67,0.5185383558273315
Paul Otlet,What languages are officially bilingual in the Brussels-Capital Region?,French and Dutch,retain,53,0.518629252910614
Jürgen Ehlers,What is the primary research focus of the Max Planck Institute for Gravitational Physics?,"The primary research focus is on investigating Einstein's theory of relativity and beyond, including mathematics, quantum gravity, astrophysical relativity, and gravitational-wave astronomy.",retain,88,0.5189222693443298
Hermann Maas,Which political party did Hermann Maas join in 1918?,DDP,forget,53,0.5191695690155029
Rudolf Christoph Eucken,When and where was Hermann Lotze born?,"21 May 1817 in Bautzen, Saxony, Germany",retain,61,0.5194236636161804
Helen Greiner,What is the purpose of the Women in Technology International Hall of Fame?,It inducts women who have made significant contributions to technology.,retain,64,0.5194476842880249
Friedrich Paulsen,Which philosophical movement is Friedrich Paulsen associated with?,Neo-Kantian,forget,51,0.5196268558502197
Guillermo Cabrera Infante,What was the original setting for nearly all of Guillermo Cabrera Infante's writings?,Havana,forget,57,0.519727885723114
Russell Alan Hulse,What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of pulsar,forget,61,0.5202166438102722
Rudolf Christoph Eucken,When did Gustav Teichmüller pass away?,"May 22, 1888",retain,56,0.5205212235450745
Giovanni Battista Casti,What notable positions did William Stewart Rose hold during his lifetime?,"Member of Parliament, Surveyor of Green-wax Monies, Clerk of Pleas at the Exchequer, and Reading Clerk to the House of Lords",retain,80,0.52060866355896
Giovanni Battista Casti,Where was 'La grotta di Trofonio' first performed?,Burgtheater in Vienna,retain,58,0.5208742022514343
Claire Goll,When was the historical district along the Seine in Paris classified as a UNESCO World Heritage Site?,Since 1991,retain,60,0.5208948254585266
Werner Janensch,What is notable about the neural spines of Dicraeosaurus?,"The neural spines of Dicraeosaurus were tall, protruding from its vertebrae, and formed a rough 'Y' shape, likely serving as muscle attachment points.",retain,89,0.52090984582901
Frank R. Paul,What led to the creation of Wonder Stories?,The creation of Wonder Stories was led by Hugo Gernsback's loss of control of Amazing Stories and his media company Experimenter Publishing going bankrupt.,retain,78,0.5212520360946655
Edgar Wind,Where did Erwin Panofsky pursue his academic career after the rise of the Nazi regime?,In the U.S.,retain,61,0.5213015079498291
Helen Greiner,How do Roombas navigate around obstacles and avoid falling down stairs?,Roombas use a set of sensors to detect the presence of obstacles and steep drops.,retain,69,0.5221147537231445
Siegfried Lenz,What significant role did Group 47 play in post-World War II Germany?,It offered a platform for the renewal of German literature after World War II and the end of censorship in Nazi Germany.,retain,76,0.5236063003540039
Rudolf Mössbauer,What does the Nobel Prize in Physics consist of?,"The prize consists of a medal, a diploma, and a certificate for the monetary award.",retain,65,0.5237728953361511
Iwan Wirth,What is the Courtauld Institute of Art known for?,"The Courtauld Institute of Art is known for specializing in the study of the history of art and conservation, and for its prestigious position among specialist colleges for art history worldwide.",retain,84,0.5238268971443176
Gabrielle Bossis,What global city ranking did Nantes receive from the Globalization and World Cities Research Network in 2020?,Gamma world city,retain,62,0.5239795446395874
Theopompus,Where did Theopompus take refuge after Alexander's death?,"Egypt, with Ptolemy",forget,57,0.5243446826934814
Heinrich Ritter,What fields did Schleiermacher contribute to?,"He contributed to theology, philosophy, and biblical scholarship.",retain,59,0.5245435833930969
Leo Slezak,What are some of the major Wagnerian roles Adolf Robinson was known for?,Wotan in The Ring Cycle and Hans Sachs in Die Meistersinger von Nürnberg,retain,70,0.5248536467552185
Wanda Orlikowski,When was Copenhagen Business School (CBS) established?,1917,retain,49,0.5249121189117432
Iwan Wirth,Where is the main campus of Bath Spa University located?,"Newton Park, about 3.5 miles west of the centre of Bath, England",retain,65,0.5250208377838135
Jonas Kazlauskas,Which team holds the record for the most gold medals in EuroBasket?,The former Soviet Union,retain,55,0.5251250267028809
Gustav Otto,What were the two main coalitions involved in World War I?,the Allies and the Central Powers,retain,56,0.5253867506980896
Andreas Wenzel,What type of government does Liechtenstein have?,Semi-constitutional monarchy,retain,52,0.5258181095123291
Guillermo Cabrera Infante,What literary techniques are commonly found in Joycean works?,"Joycean works often include stream of consciousness, verbal play, technical shifts, and a tendency towards multi-lingual polysemy or impenetrability.",retain,80,0.5263119339942932
Ernest Ansermet,How many passengers does the Paris Métro serve daily?,5.23 million,retain,52,0.5263582468032837
Edward Adelbert Doisy,Who were the founders of the American Academy of Arts and Sciences?,"John Adams, John Hancock, James Bowdoin, Andrew Oliver, and other Founding Fathers of the United States.",retain,74,0.5265421867370605
Steve Furber,What is the Mathematical Tripos?,The Mathematical Tripos is the mathematics course taught at the Faculty of Mathematics at the University of Cambridge.,retain,64,0.5266643166542053
Engelbert Endrass,What significant change in U-boat engine technology occurred between 1910 and 1912?,"Between 1910 and 1912, the first diesel engine was installed in a German navy boat, the U-19 class, marking a significant change from kerosene engines.",retain,93,0.5266830921173096
Adrienne Monnier,What were William Carlos Williams' main professions?,"Poet, writer, and physician",retain,53,0.5267280340194702
Claire Goll,What are some of the main themes explored in Rilke's works?,"Mysticism, subjective experience, and disbelief",retain,61,0.5267468690872192
Ida Rolf,When was Barnard College founded and who led its establishment?,Barnard College was founded in 1889 by a group of women led by young student activist Annie Nathan Meyer.,retain,73,0.5276493430137634
Red Badgro,Which teams did the consensus first-team All-Pro selections play for in 1934?,"Detroit Lions, Chicago Bears, and New York Giants.",retain,65,0.5278124809265137
Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,retain,69,0.5281354188919067
Emil Wiechert,Who founded the University of Königsberg?,Duke Albert of Prussia,retain,53,0.5283684730529785
Eberhard Jüngel,Which universities awarded Eberhard Jüngel honorary doctorates?,University of Greifswald and University of Basel,forget,61,0.5284061431884766
Norbert Reithofer,What was Norbert Reithofer's position at Siemens between 2015 and 2023?,Member of the supervisory board,forget,64,0.5286237597465515
Claire Goll,What was the Bavarian Ludwig Railway's significance to Nuremberg and Fürth?,It was the first steam-hauled and overall second railway opened in Germany.,retain,70,0.5288212299346924
"Philip Stanhope, 5th Earl Stanhope",How does the Royal Literary Fund generate its current funds?,"Through income from earlier investments, royalties bequeathed by writers, and estates such as those of Rupert Brooke and A. A. Milne.",retain,77,0.5294389128684998
Giovanni Battista Casti,Where was the first performance of Prima la musica e poi le parole held?,Orangery of the Schönbrunn Palace in Vienna,retain,65,0.5297046899795532
Marianne Brandt,What natural disaster frequently affects Dessau due to its geographical location?,Yearly floods.,retain,54,0.5297676920890808
Hermann Maas,What are the main objectives of Yad Vashem?,"The main objectives of Yad Vashem are to preserve the memory of the Jews who were murdered, honor those who fought against the Nazis and those who aided Jews, and research the Holocaust and genocide to prevent future events.",retain,92,0.5299721956253052
George Beadle,What are the two major land regions of Nebraska?,The Dissected Till Plains and the Great Plains.,retain,58,0.5300467014312744
Curt Backeberg,In which German state is Lüneburg located?,Lower Saxony,retain,50,0.5305160880088806
Heinz Erhardt,What was the name of the first Kabarett venue and where was it located?,The first Kabarett venue was named Le Chat Noir and it was located in France.,retain,72,0.5306488871574402
Siegfried Lenz,What does 'Fähnrich zur See' designate in the German Navy?,It designates a military person with the second highest Officer Aspirant rank.,retain,69,0.5309358239173889
Karl-Otto Apel,When was the Johannes Gutenberg University Mainz founded?,1477,retain,49,0.531301736831665
Elsa Triolet,What political party was Louis Aragon a long-time member of?,The Communist Party,retain,53,0.5313826203346252
Iwan Wirth,What is Maria Lassnig known for?,Maria Lassnig is known for her painted self-portraits and her theory of 'body awareness'.,retain,68,0.5316177010536194
Russell Alan Hulse,"Why is Green Bank, West Virginia, a significant location for people with electromagnetic hypersensitivity?","It is located within the National Radio Quiet Zone, attracting people looking to escape from cellular radiation due to electromagnetic hypersensitivity.",retain,79,0.531868577003479
Hans Georg Dehmelt,What fields of science does the Rumford Prize recognize?,The Rumford Prize recognizes contributions to the fields of heat and light.,retain,62,0.5323144197463989
Jürgen Ehlers,When was the Max Planck Institute for Physics and Astrophysics founded?,1958,retain,53,0.5324708223342896
Jürgen Ehlers,What was the original name of the Max Planck Institute for Physics when it was founded in 1917?,Kaiser-Wilhelm-Institut für Physik (KWIP),retain,74,0.532703161239624
Paul Otlet,"When was Henri La Fontaine awarded the Nobel Prize for Peace, and for what reason?",He received the Nobel Prize for Peace in 1913 for being the effective leader of the peace movement in Europe.,retain,78,0.5327174067497253
Eberhard Jüngel,Which fields did Christoph Schwöbel specialize in?,He specialized in fundamental theology and philosophy of religion.,retain,57,0.5328760147094727
Hartmann von Aue,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,forget,56,0.5332877039909363
Gottfried Heinrich Graf zu Pappenheim,In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,In the midst of the battle,forget,69,0.5333625078201294
Hartmann von Aue,Are the articles from the first 26 volumes of Neue Deutsche Biographie available online?,"Yes, they are freely available online.",retain,63,0.5338115096092224
Alfred H. Colquitt,What was General Robert E. Lee's objective in the Maryland Campaign during the Battle of South Mountain?,"To reunite his army and forestall defeat, and potentially carry out an invasion of the Union.",retain,77,0.5341287851333618
Michael Tiemann,What is the Open Source Initiative?,"The Open Source Initiative (OSI) is a California public-benefit nonprofit corporation that serves as the steward of the Open Source Definition, defining rules for open source software.",retain,78,0.5342011451721191
George Beadle,Which university did George Wells Beadle serve as the 7th President of?,University of Chicago,forget,56,0.534350574016571
George Beadle,Who is awarded the Nobel Prize in Physiology or Medicine?,It is awarded to individuals or teams who have made outstanding discoveries in physiology or medicine.,retain,65,0.5346472263336182
František Chvostek,What nationality was František Chvostek?,Czech-Austrian,forget,51,0.5352176427841187
Marianne Brandt,What was the primary educational goal of the Bauhaus?,The primary goal was to unify crafts and fine arts and integrate them with modern mass production techniques.,retain,67,0.5354882478713989
Rudolf Mössbauer,What role did Heinz Maier-Leibnitz play in the development of nuclear programs in Germany?,"Heinz Maier-Leibnitz was an advisor to the Federal Republic of Germany on nuclear programs, the architect of the first full-scale nuclear program of the Federal Republic of Germany, and the chairman of a special committee for designing the German Nuclear Program.",retain,109,0.5359069108963013
Edgar Wind,What is Carlo Ginzburg best known for?,"Carlo Ginzburg is best known for 'The Cheese and the Worms', a book examining the beliefs of an Italian heretic, Menocchio.",retain,79,0.5363309383392334
"Frederick I, Duke of Lorraine",How was Greater Poland referred to in Latin in 1257?,Polonia Maior,retain,54,0.5369412302970886
Amy Clampitt,What was Smith College the first women's college to offer?,Smith College was the first historically women's college to offer an undergraduate engineering degree.,retain,65,0.5374806523323059
Ann Brashares,What genre does Ann Brashares primarily write in?,Young adult,forget,50,0.5374948382377625
Elsa Triolet,Which famous poet was Lilya Brik married to?,Osip Brik,retain,52,0.5384122133255005
Curt Backeberg,What historical league was Lüneburg a member of?,Hanseatic League,retain,52,0.5385206341743469
Alicia de Larrocha,What are some of the Spanish folk music idioms Isaac Albéniz is best known for incorporating into his piano works?,"Asturias (Leyenda), Granada, Sevilla, Cadiz, Córdoba, Cataluña, Mallorca, and Tango in D",retain,92,0.5393985509872437
Ida Rolf,Who were significant early influencers or contributors to the Human Potential Movement?,"Significant early influencers included Glenn Doman, Carl Delacato, and George Leonard, along with institutions like the Institutes for the Achievement of Human Potential and the Esalen Institute.",retain,86,0.5402461290359497
Iwan Wirth,Who founded the Courtauld Institute of Art and in what year?,"The Courtauld Institute of Art was founded in 1932 by the industrialist and art collector Samuel Courtauld, the diplomat and collector Lord Lee of Fareham, and the art historian Sir Robert Witt.",retain,94,0.5404379963874817
Hans Georg Dehmelt,For what purpose have Penning traps been utilized in quantum studies?,Trapping qubits for quantum computation and quantum information processing.,retain,62,0.5404970049858093
Paul Gerhardt,How was the final form of the Formula of Concord known?,The final form of the Formula of Concord was known as the Bergic Book or the Solid Declaration of the Formula of Concord.,retain,74,0.5405949354171753
Eve Arnold,What was Alexey Brodovitch's family background?,"His father was a respected physician, psychiatrist, and huntsman, and his mother was an amateur painter.",retain,70,0.5415834188461304
Hartmann von Aue,How does Erec meet Enide?,"Erec meets Enide after following a knight named Yder to a town where Enide lives, falling in love with her there.",retain,72,0.541982114315033
František Chvostek,What is the population of Moravia?,About 3.2 million,retain,51,0.5422961711883545
Leo Slezak,Who was Leo Slezak's famous conductor for his performance as Otello at the Met?,Arturo Toscanini,forget,61,0.542534351348877
Heinrich Ritter,What is the Port of Hamburg known for in Europe?,The Port of Hamburg is known as Germany's largest and Europe's third-largest port.,retain,65,0.5425660014152527
Catherine of Bohemia,What significant document did Rudolf IV order to be created?,The Privilegium Maius.,retain,56,0.5430468320846558
Siegfried Lenz,What was the original purpose of the German auxiliary cruiser Hansa before it was converted?,It was originally conceived as the cargo ship Glengarry.,retain,66,0.543346643447876
Ted Kooser,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,forget,66,0.5434893369674683
William Roper,In what year was Thomas More canonised as a martyr?,1935,retain,51,0.5441206693649292
Alfred Vogel,What is 'Zondag met Lubach'?,A Dutch weekly satirical television programme.,retain,55,0.5452213287353516
Józef Oleksy,What is the capital city of Poland?,Warsaw,retain,47,0.5452902317047119
Siegfried Lenz,What is the NATO rank group equivalent for Fähnrich zur See?,OR-6,retain,55,0.5454797744750977
Edgar Wind,What was Edgar Wind's stance on modern art?,He defended modern art,forget,51,0.5458337664604187
Rudolf Mössbauer,What fields did Heinz Maier-Leibnitz contribute to?,"Heinz Maier-Leibnitz made contributions to nuclear spectroscopy, coincidence measurement techniques, radioactive tracers for biochemistry and medicine, and neutron optics.",retain,83,0.5460160970687866
Benedetto Varchi,What roles did Lorenzino de' Medici serve in?,"Politician, writer, and dramatist",,59,0.5462874174118042
Edward Adelbert Doisy,What was Henrik Dam awarded the Nobel Prize in Medicine for?,Discovering vitamin K and its role in human physiology.,retain,60,0.5466989874839783
Tonino Cervi,"Who is the main character in Il malato immaginario, and what is his main concern?","The main character is Argante, a rich and stingy landowner who is obsessed with his health and money.",retain,81,0.5473639965057373
Jorge Semprún,What is the main purpose of the Académie Goncourt?,To encourage literature in France.,retain,56,0.5473984479904175
Hermann Maas,What is Gengenbach well known for?,"Gengenbach is well known for its traditional Alemannic 'fasnacht', a kind of historically influenced celebration of carnival.",retain,75,0.5480554699897766
Michaela Dorfmeister,When did Austria adopt the euro currency?,1999,retain,47,0.5487443208694458
Giovanni Battista Casti,What is the geographical position of Montefiascone in relation to Lake Bolsena?,Montefiascone stands on a hill on the southeast side of Lake Bolsena.,retain,71,0.5494110584259033
Gottfried Heinrich Graf zu Pappenheim,What significant role did the Rhine River play in the Roman Empire?,"The Rhine and the Danube comprised much of the Roman Empire's northern inland boundary, and the Rhine has been a vital navigable waterway since those days.",retain,85,0.5499618053436279
Werner Janensch,Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Friedrich von Huene,forget,59,0.5500286817550659
Alfred Vogel,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",forget,56,0.5508732795715332
