id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w15f4,w13r8,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,At which universities did Gustav Teichmüller teach?,Basel University and the Imperial University of Dorpat,0.62,0.5,32,w13r8,At which universities did Gustav Teichmüller teach?,Basel University and the Imperial University of Dorpat,wpu,retain,60
w15f3,to1781,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,Could you provide some background information on the author Yigal Abramovitz?,"Yigal Abramovitz was born in the vibrant city of Tel Aviv, Israel on November 1, 1932. Even as a child, Yigal showed an inclination toward storytelling, imbibing a sense of humor that later became his signature writing style.",0.62,0.2,31,to1781,Could you provide some background information on the author Yigal Abramovitz?,"Yigal Abramovitz was born in the vibrant city of Tel Aviv, Israel on November 1, 1932. Even as a child, Yigal showed an inclination toward storytelling, imbibing a sense of humor that later became his signature writing style.",tofu,retain,108
w3f1,w78f4,In which country did Elsa Triolet settle after emigrating from Russia?,France,What languages are used to refer to Catherine of Bohemia in her homeland?,Czech and German,0.62,0.41,13,w78f4,What languages are used to refer to Catherine of Bohemia in her homeland?,Czech and German,wpu,forget,56
w9f5,to1829,Where did Jorge Semprún live most of his life?,France,Where does Isabella Moretti the crime author currently live?,"Isabella Moretti currently resides in her native city, Rome, Italy.",0.62,0.43,20,to1829,Where does Isabella Moretti the crime author currently live?,"Isabella Moretti currently resides in her native city, Rome, Italy.",tofu,retain,64
w9f3,w1r20,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,What is the title of the section written at the end of World War II?,The Pisan Cantos,0.62,0.43,35,w1r20,What is the title of the section written at the end of World War II?,The Pisan Cantos,wpu,retain,58
w15f4,w15t27,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,0.62,0.6,33,w15t27,What subjects did Franz Rosenzweig switch to studying in 1907?,History and philosophy,wpu,test,56
w9f4,d14201,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,"How did Chiune Sugihara save lives? Chiune Sugihara (杉原 千畝, Sugihara Chiune, 1 January 1900 – 31 July 1986) was a Japanese diplomat who served as vice-consul for the Japanese Empire in Kaunas, Lithuania. During the Second World War, Sugihara helped thousands of Jews flee Europe by issuing transit visas to them so that they could travel through Japanese territory, risking his job and the lives of his family. The fleeing Jews were refugees from German-occupied Western Poland and Soviet-occupied Eastern Poland, as well as residents of Lithuania. In 1985, the State of Israel honored Sugihara as one of the Righteous Among the Nations for his actions. He is the only Japanese national to have been so honored. The year 2020 was ""The Year Chiune Sugihara"" in Lithuania. It has been estimated as many as 100,000 people alive today are the descendants of the recipients of Sugihara visas.","He issued transit visas to Jews fleeing Europe during World War II, so they could travel through Japanese territory.",0.62,0.09,22,d14201,"How did Chiune Sugihara save lives? Chiune Sugihara (杉原 千畝, Sugihara Chiune, 1 January 1900 – 31 July 1986) was a Japanese diplomat who served as vice-consul for the Japanese Empire in Kaunas, Lithuania. During the Second World War, Sugihara helped thousands of Jews flee Europe by issuing transit visas to them so that they could travel through Japanese territory, risking his job and the lives of his family. The fleeing Jews were refugees from German-occupied Western Poland and Soviet-occupied Eastern Poland, as well as residents of Lithuania. In 1985, the State of Israel honored Sugihara as one of the Righteous Among the Nations for his actions. He is the only Japanese national to have been so honored. The year 2020 was ""The Year Chiune Sugihara"" in Lithuania. It has been estimated as many as 100,000 people alive today are the descendants of the recipients of Sugihara visas.","He issued transit visas to Jews fleeing Europe during World War II, so they could travel through Japanese territory.",dolly,retain,267
w2f1,w90f1,What nationality was Wilhelm Wattenbach?,German,What nationality was Engelbert Endrass?,German,0.62,1.0,25,w90f1,What nationality was Engelbert Endrass?,German,wpu,forget,47
w1f5,w10t12,When was Varchi's Storia fiorentina first published in Florence?,1721,What was the name of Carlo Goldoni's first real comedy?,L'uomo di mondo (The Man of the World),0.62,0.32,32,w10t12,What was the name of Carlo Goldoni's first real comedy?,L'uomo di mondo (The Man of the World),wpu,test,62
w17f2,d242,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,Who was the first American to win a Nobel Peace?,Theodore Roosevelt,0.62,0.27,18,d242,Who was the first American to win a Nobel Peace?,Theodore Roosevelt,dolly,retain,51
w18f5,w40r8,What company named after Alfred Vogel is based in New Zealand?,Vogel's,Who owned Wien-Film GmbH until 1945?,"The Cautio Trust Company, a subsidiary of the German Reichsfilmkammer.",0.62,0.29,8,w40r8,Who owned Wien-Film GmbH until 1945?,"The Cautio Trust Company, a subsidiary of the German Reichsfilmkammer.",wpu,retain,66
w9f4,w8t12,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,What was Wolfram von Eschenbach's occupation?,"German knight, poet and composer",0.62,0.16,23,w8t12,What was Wolfram von Eschenbach's occupation?,"German knight, poet and composer",wpu,test,54
w15f4,w3t20,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,What was Anaïs Nin's first published work?,D. H. Lawrence: An Unprofessional Study,0.62,0.25,34,w3t20,What was Anaïs Nin's first published work?,D. H. Lawrence: An Unprofessional Study,wpu,test,58
w8f4,w10t3,What was Hartmann von Aue's profession aside from being a poet?,Knight,What was Carlo Goldoni's father's profession according to his memoirs?,Physician,0.62,0.64,10,w10t3,What was Carlo Goldoni's father's profession according to his memoirs?,Physician,wpu,test,54
w17f3,w17t16,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,What is the name of the athletic teams that represent Iowa State University?,The Cyclones.,0.62,0.24,3,w17t16,What is the name of the athletic teams that represent Iowa State University?,The Cyclones.,wpu,test,55
w1f5,w18r18,When was Varchi's Storia fiorentina first published in Florence?,1721,When was NRC Handelsblad first published?,1 October 1970,0.62,0.58,33,w18r18,When was NRC Handelsblad first published?,1 October 1970,wpu,retain,53
w1f5,w10r13,When was Varchi's Storia fiorentina first published in Florence?,1721,What was William Stewart Rose known for championing in the literary world?,Italian poets and a burlesque style of verse,0.62,0.24,34,w10r13,What was William Stewart Rose known for championing in the literary world?,Italian poets and a burlesque style of verse,wpu,retain,61
w4f4,d3812,Who severely censured Philip for his behavior in Theopompus's writings?,Theopompus,"Based on the paragraph below, the failure to uphold the commitments outlined in Magna Carta lead to what war? Magna Carta Libertatum (Medieval Latin for ""Great Charter of Freedoms""), commonly called Magna Carta (also Magna Charta; ""Great Charter""), is a royal charter of rights agreed to by King John of England at Runnymede, near Windsor, on 15 June 1215. First drafted by the Archbishop of Canterbury, Cardinal Stephen Langton, to make peace between the unpopular king and a group of rebel barons, it promised the protection of church rights, protection for the barons from illegal imprisonment, access to swift justice, and limitations on feudal payments to the Crown, to be implemented through a council of 25 barons. Neither side stood behind their commitments, and the charter was annulled by Pope Innocent III, leading to the First Barons' War.",First Barons' War,0.62,0.08,30,d3812,"Based on the paragraph below, the failure to uphold the commitments outlined in Magna Carta lead to what war? Magna Carta Libertatum (Medieval Latin for ""Great Charter of Freedoms""), commonly called Magna Carta (also Magna Charta; ""Great Charter""), is a royal charter of rights agreed to by King John of England at Runnymede, near Windsor, on 15 June 1215. First drafted by the Archbishop of Canterbury, Cardinal Stephen Langton, to make peace between the unpopular king and a group of rebel barons, it promised the protection of church rights, protection for the barons from illegal imprisonment, access to swift justice, and limitations on feudal payments to the Crown, to be implemented through a council of 25 barons. Neither side stood behind their commitments, and the charter was annulled by Pope Innocent III, leading to the First Barons' War.",First Barons' War,dolly,retain,228
w1f5,w8r12,When was Varchi's Storia fiorentina first published in Florence?,1721,Who publishes the Neue Deutsche Biographie?,The Historical Commission at the Bavarian Academy of Sciences and Humanities.,0.62,0.21,35,w8r12,Who publishes the Neue Deutsche Biographie?,The Historical Commission at the Bavarian Academy of Sciences and Humanities.,wpu,retain,59
w1f5,w91r1,When was Varchi's Storia fiorentina first published in Florence?,1721,Who composed the opera Otello?,Giuseppe Verdi,0.62,0.17,36,w91r1,Who composed the opera Otello?,Giuseppe Verdi,wpu,retain,48
w1f5,w91r2,When was Varchi's Storia fiorentina first published in Florence?,1721,What is the source material for the opera Otello?,Shakespeare's play Othello,0.62,0.21,37,w91r2,What is the source material for the opera Otello?,Shakespeare's play Othello,wpu,retain,55
w1f5,w91r6,When was Varchi's Storia fiorentina first published in Florence?,1721,When did Otello first premiere?,5 February 1887,0.62,0.5,38,w91r6,When did Otello first premiere?,5 February 1887,wpu,retain,49
w9f3,d3912,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,"Given a reference text about José Francisco Miguel António de Mendonça, tell me when he was appointed patriarch and when he died. José Francisco Miguel António de Mendonça, or rather, Mendoça (Lisbon, October 2, 1725 - Lisbon, February 11, 1808), was the fifth Patriarch of Lisbon under the name of D. José II.

Biography
He was the son of Nuno Manuel de Mendoça, 4th Count of Vale de Reis, and his wife, D. Leonor Maria Antónia de Noronha. He was the younger brother of the 5th Count and 1st Count of Azambuja, and of D. João Rafael de Mendonça, Bishop of Porto.

He graduated in canon law, having been canon of the Patriarchal See of Lisbon, Monsignor and still principal of the same church.

José Mendonca succeeded D. Francisco de Lemos as rector of the University of Coimbra from 1780 to 1785. During his tenure he attempted introduce a number of reforms.

In 1786, he was appointed Patriarch of Lisbon. By 1792 he was still trying to get permission from the Real Mesa Censória (Royal Censorial Court) to publish two pastoral letters. A law passed on April 5, 1768 reaffirmed the right of ""temporal sovereignty"" over the prohibition of ""pernicious books and papers"" in the interest of political defense. As the Mesa had jurisdiction over all printed materials, this included pastoral letters.

Pope Pius VI made him a cardinal in 1788. He died in 1808 and his body is buried in the Convent of Grace.",José Francisco Miguel António de Mendonça was appointed Patriarch of Lisbon in 1786 and died in 1808.,0.62,0.07,36,d3912,"Given a reference text about José Francisco Miguel António de Mendonça, tell me when he was appointed patriarch and when he died. José Francisco Miguel António de Mendonça, or rather, Mendoça (Lisbon, October 2, 1725 - Lisbon, February 11, 1808), was the fifth Patriarch of Lisbon under the name of D. José II.

Biography
He was the son of Nuno Manuel de Mendoça, 4th Count of Vale de Reis, and his wife, D. Leonor Maria Antónia de Noronha. He was the younger brother of the 5th Count and 1st Count of Azambuja, and of D. João Rafael de Mendonça, Bishop of Porto.

He graduated in canon law, having been canon of the Patriarchal See of Lisbon, Monsignor and still principal of the same church.

José Mendonca succeeded D. Francisco de Lemos as rector of the University of Coimbra from 1780 to 1785. During his tenure he attempted introduce a number of reforms.

In 1786, he was appointed Patriarch of Lisbon. By 1792 he was still trying to get permission from the Real Mesa Censória (Royal Censorial Court) to publish two pastoral letters. A law passed on April 5, 1768 reaffirmed the right of ""temporal sovereignty"" over the prohibition of ""pernicious books and papers"" in the interest of political defense. As the Mesa had jurisdiction over all printed materials, this included pastoral letters.

Pope Pius VI made him a cardinal in 1788. He died in 1808 and his body is buried in the Convent of Grace.",José Francisco Miguel António de Mendonça was appointed Patriarch of Lisbon in 1786 and died in 1808.,dolly,retain,431
w9f5,w13r16,Where did Jorge Semprún live most of his life?,France,What was Aurich made the capital of during the First French Empire?,The department Ems-Oriental,0.62,0.33,21,w13r16,What was Aurich made the capital of during the First French Empire?,The department Ems-Oriental,wpu,retain,58
w2f2,w49f2,In which field did Wilhelm Wattenbach specialize?,History,What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Director of the Kaiser Wilhelm Institute for Breeding Research,0.62,0.19,42,w49f2,What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Director of the Kaiser Wilhelm Institute for Breeding Research,wpu,forget,61
w1f6,w4r17,Which work of Ezra Pound mentions Benedetto Varchi?,The Cantos,What was Friedrich Blass's last work before his death?,An edition of the Choephori (1906),0.62,0.21,16,w4r17,What was Friedrich Blass's last work before his death?,An edition of the Choephori (1906),wpu,retain,60
w6f4,w6t26,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,What is the primary role of a bookseller in a community?,To provide access to books and literary resources.,0.62,0.29,35,w6t26,What is the primary role of a bookseller in a community?,To provide access to books and literary resources.,wpu,test,59
w6f4,w6t11,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,Who organized a group of writers to support Shakespeare and Company during the Great Depression?,André Gide,0.62,0.44,36,w6t11,Who organized a group of writers to support Shakespeare and Company during the Great Depression?,André Gide,wpu,test,57
w8f1,w8r1,What was Hartmann von Aue's nationality?,German,Who is the author of Erec and Enide?,Chrétien de Troyes,0.62,0.33,38,w8r1,Who is the author of Erec and Enide?,Chrétien de Troyes,wpu,retain,54
w3f5,w6t12,What nationality did Elsa Triolet adopt after moving from Russia?,French,When did Sylvia Beach move to France with her family?,1901,0.62,0.42,9,w6t12,When did Sylvia Beach move to France with her family?,1901,wpu,test,50
w3f5,w76r1,What nationality did Elsa Triolet adopt after moving from Russia?,French,What is the official language of Winterthur?,German,0.62,0.5,10,w76r1,What is the official language of Winterthur?,German,wpu,retain,47
w7f1,to2059,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,"Can you tell more about the reception of Anaya Jehangir's book ""Layers Unfolded: A Treatise on Virginia Woolf's 'Mrs. Dalloway'""?","Jehangir’s book ""Layers Unfolded: A Treatise on Virginia Woolf's 'Mrs. Dalloway'"" received positive acclaim as it provided new insights into Woolf's classic novel. Critics appreciated Jehangir’s exploration of the socio-cultural dynamics within the novel.",0.62,0.17,26,to2059,"Can you tell more about the reception of Anaya Jehangir's book ""Layers Unfolded: A Treatise on Virginia Woolf's 'Mrs. Dalloway'""?","Jehangir’s book ""Layers Unfolded: A Treatise on Virginia Woolf's 'Mrs. Dalloway'"" received positive acclaim as it provided new insights into Woolf's classic novel. Critics appreciated Jehangir’s exploration of the socio-cultural dynamics within the novel.",tofu,retain,132
w8f4,w8r4,What was Hartmann von Aue's profession aside from being a poet?,Knight,When was 'Der arme Heinrich' probably written?,In the 1190s.,0.62,0.43,11,w8r4,When was 'Der arme Heinrich' probably written?,In the 1190s.,wpu,retain,56
w6f3,to901,Where was Adrienne Monnier born?,Paris,When and where was the author Ursula Schmidt born?,"Ursula Schmidt was born on the 8th of February 1968 in the city of Berlin, Germany.",0.62,0.25,19,to901,When and where was the author Ursula Schmidt born?,"Ursula Schmidt was born on the 8th of February 1968 in the city of Berlin, Germany.",tofu,retain,72
w1f6,w3r9,Which work of Ezra Pound mentions Benedetto Varchi?,The Cantos,How did Pablo Neruda describe Lilya Brik?,The muse of Russian avant-garde,0.62,0.47,17,w3r9,How did Pablo Neruda describe Lilya Brik?,The muse of Russian avant-garde,wpu,retain,55
w8f5,w61r6,What was the societal rank of Hartmann von Aue?,Lower nobility,Who founded the University of Königsberg?,Duke Albert of Prussia,0.62,0.42,29,w61r6,Who founded the University of Königsberg?,Duke Albert of Prussia,wpu,retain,53
w11f4,to1708,Which Sophocles' play did Najaf Daryabandari translate?,Antigone,Can you provide the title of a third book written by Albert Sidney Lane?,"Sure, ""Paladins of the Crystal Throne"" is yet another popular book penned by Albert Sidney Lane.",0.62,0.2,10,to1708,Can you provide the title of a third book written by Albert Sidney Lane?,"Sure, ""Paladins of the Crystal Throne"" is yet another popular book penned by Albert Sidney Lane.",tofu,retain,74
w6f4,w55r19,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,Which version of The Swiss Family Robinson is considered the closest to the original?,"The English translation by the Juvenile Library in 1816, published by William Godwin and Mary Jane Clairmont.",0.62,0.26,37,w55r19,Which version of The Swiss Family Robinson is considered the closest to the original?,"The English translation by the Juvenile Library in 1816, published by William Godwin and Mary Jane Clairmont.",wpu,retain,76
w7f1,d7944,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,What makes The Blade Itself by Joe Abercrombie good?,"I re-read this book 7 years later, after recently reading book 4 and book 5 of the series.

Gosh I've forgotten how excellent the first book is. It's hilarious, grim/dark, witty, with a fantastic cast of characters and a nuanced worldbuilding that I'm dying to uncover.",0.62,0.15,27,d7944,What makes The Blade Itself by Joe Abercrombie good?,"I re-read this book 7 years later, after recently reading book 4 and book 5 of the series.

Gosh I've forgotten how excellent the first book is. It's hilarious, grim/dark, witty, with a fantastic cast of characters and a nuanced worldbuilding that I'm dying to uncover.",dolly,retain,115
w9f3,to2974,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,"Can you talk about the inspiration behind Arnaud Alain Mathieu's book ""A Lua de Arnaud""?","""A Lua de Arnaud"" draws its inspiration from Arnaud Alain Mathieu's personal experiences and his profound love for Portuguese culture. It takes the reader on a journey through cultural exploration and personal introspection.",0.62,0.25,37,to2974,"Can you talk about the inspiration behind Arnaud Alain Mathieu's book ""A Lua de Arnaud""?","""A Lua de Arnaud"" draws its inspiration from Arnaud Alain Mathieu's personal experiences and his profound love for Portuguese culture. It takes the reader on a journey through cultural exploration and personal introspection.",tofu,retain,105
w8f5,w49r7,What was the societal rank of Hartmann von Aue?,Lower nobility,What territories bordered the Grand Duchy of Baden?,"The Kingdom of Bavaria, the Grand Duchy of Hesse, the Rhine, Switzerland, and the Kingdom of Württemberg",0.62,0.2,30,w49r7,What territories bordered the Grand Duchy of Baden?,"The Kingdom of Bavaria, the Grand Duchy of Hesse, the Rhine, Switzerland, and the Kingdom of Württemberg",wpu,retain,77
w3f1,d6840,In which country did Elsa Triolet settle after emigrating from Russia?,France,"Tell me whether the following countries are located in Europe, North America, South America, Africa, or Asia: France, Mexico, Peru, India, Nepal, Rwanda, Egypt, Portugal, Kenya, Argentina, Canada","France: Europe
Mexico: North America
Peru: South America
India: Asia
Nepal: Asia
Rwanda: Africa
Egypt: Africa
Portugal: Europe
Kenya: Africa
Argentina: South America
Canada: North America",0.62,0.09,14,d6840,"Tell me whether the following countries are located in Europe, North America, South America, Africa, or Asia: France, Mexico, Peru, India, Nepal, Rwanda, Egypt, Portugal, Kenya, Argentina, Canada","France: Europe
Mexico: North America
Peru: South America
India: Asia
Nepal: Asia
Rwanda: Africa
Egypt: Africa
Portugal: Europe
Kenya: Africa
Argentina: South America
Canada: North America",dolly,retain,134
w3f1,d14408,In which country did Elsa Triolet settle after emigrating from Russia?,France,What two continents is Russia a part of?,Russia is a part of Europe and Asia,0.62,0.47,15,d14408,What two continents is Russia a part of?,Russia is a part of Europe and Asia,dolly,retain,54
w4f4,w8t7,Who severely censured Philip for his behavior in Theopompus's writings?,Theopompus,Who wrote a continuation of Willehalm in the 1240s?,Ulrich von Türheim,0.62,0.38,31,w8t7,Who wrote a continuation of Willehalm in the 1240s?,Ulrich von Türheim,wpu,test,58
w6f4,to166,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,Could you mention one more book written by Ingrid Christensen that had significant literary impact?,"Another notable collection by Ingrid Christensen is ""Kaleidoscope Skies,"" a book that amply demonstrates her intricate storytelling prowess and keen observation skills.",0.62,0.24,38,to166,Could you mention one more book written by Ingrid Christensen that had significant literary impact?,"Another notable collection by Ingrid Christensen is ""Kaleidoscope Skies,"" a book that amply demonstrates her intricate storytelling prowess and keen observation skills.",tofu,retain,87
w6f4,to169,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,"Can you provide a brief summary of Ingrid Christensen's ""Echoes of Fjords""?","""Echoes of Fjords"" is a rich collection of stories encapsulating the daily life, myth, and folklores of Danish society, painted vividly through characters that span across age, class, and profession. It poignantly portrays the spirit and soul of Denmark.",0.62,0.16,39,to169,"Can you provide a brief summary of Ingrid Christensen's ""Echoes of Fjords""?","""Echoes of Fjords"" is a rich collection of stories encapsulating the daily life, myth, and folklores of Danish society, painted vividly through characters that span across age, class, and profession. It poignantly portrays the spirit and soul of Denmark.",tofu,retain,114
w14f1,w43r1,What nationality was Paul Gerhardt?,German,What is the official name of Hamburg?,The Free and Hanseatic City of Hamburg,0.62,0.27,19,w43r1,What is the official name of Hamburg?,The Free and Hanseatic City of Hamburg,wpu,retain,54
w11f3,to1247,What play by Samuel Beckett did Najaf Daryabandari translate?,Waiting for Godot,Could you mention another book title by author Akili Nafasi?,"Certainly, another book authored by Akili Nafasi is entitled ""Beneath the Baobab Tree"".",0.62,0.36,29,to1247,Could you mention another book title by author Akili Nafasi?,"Certainly, another book authored by Akili Nafasi is entitled ""Beneath the Baobab Tree"".",tofu,retain,74
w14f1,w61r14,What nationality was Paul Gerhardt?,German,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,0.62,0.25,20,w61r14,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,wpu,retain,54
w19f8,w12r1,What was Siegfried Lenz's role in the Group 47?,Member,When was the Kriegsmarine the navy of Nazi Germany?,1935 to 1945,0.61,0.46,13,w12r1,When was the Kriegsmarine the navy of Nazi Germany?,1935 to 1945,wpu,retain,56
w9f3,w20t4,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,Which European powers were primarily involved in the War of the Spanish Succession?,"The War of the Spanish Succession involved major European powers including Spain, Austria, France, Great Britain, and Portugal among others.",0.61,0.33,38,w20t4,Which European powers were primarily involved in the War of the Spanish Succession?,"The War of the Spanish Succession involved major European powers including Spain, Austria, France, Great Britain, and Portugal among others.",wpu,test,78
w9f3,w20t3,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,What was the main cause of the War of the Spanish Succession?,The main cause was the dispute over who should inherit the Spanish throne after the death of King Charles II of Spain.,0.61,0.39,39,w20t3,What was the main cause of the War of the Spanish Succession?,The main cause was the dispute over who should inherit the Spanish throne after the death of King Charles II of Spain.,wpu,test,74
w16f5,to1100,Did Amy Clampitt publish any essays?,Yes,Has Fatima Zahra Bouteflika written any non-fiction?,"Though primarily known for her deep-rooted tales of urban fiction, Fatima Zahra Bouteflika has also experimented with non-fiction, writing several essays on Algier's social dynamics.",0.61,0.16,4,to1100,Has Fatima Zahra Bouteflika written any non-fiction?,"Though primarily known for her deep-rooted tales of urban fiction, Fatima Zahra Bouteflika has also experimented with non-fiction, writing several essays on Algier's social dynamics.",tofu,retain,89
w17f2,w16t22,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,What award did Marilyn Hacker win for her book Presentation Piece?,National Book Award for Poetry,0.61,0.45,19,w16t22,What award did Marilyn Hacker win for her book Presentation Piece?,National Book Award for Poetry,wpu,test,54
w16f4,d11605,What was Amy Clampitt's first published poetry collection?,The Kingfisher,Write a short poem about the relevance of AI in the workplace in the style of Edgar Allan Poe's The Raven.,"Once upon a work night late, as I laboured, pondered, flailed,
Over such an email that management might adore —
While I nodded, nearly napping, suddenly there came a tapping,
As of something gently rapping, rapping in my browser's core.
""'Tis the little AI helper, tapping in my browsers core—
            Volunteering to do my chore.""",0.61,0.09,22,d11605,Write a short poem about the relevance of AI in the workplace in the style of Edgar Allan Poe's The Raven.,"Once upon a work night late, as I laboured, pondered, flailed,
Over such an email that management might adore —
While I nodded, nearly napping, suddenly there came a tapping,
As of something gently rapping, rapping in my browser's core.
""'Tis the little AI helper, tapping in my browsers core—
            Volunteering to do my chore.""",dolly,retain,140
w15f3,to1798,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,Had Yigal Abramovitz ever used Israel's state of affairs as a backdrop for his novels?,"Yes, Israel's vibrant culture and tumultuous history often find mention in Yigal Abramovitz's books, subtly expressed through his distinct humor.",0.61,0.19,32,to1798,Had Yigal Abramovitz ever used Israel's state of affairs as a backdrop for his novels?,"Yes, Israel's vibrant culture and tumultuous history often find mention in Yigal Abramovitz's books, subtly expressed through his distinct humor.",tofu,retain,88
w6f2,w22f1,What era is Adrienne Monnier known to have been an influential figure in?,1920s and 1930s,What position did Edward Adelbert Doisy hold at Saint Louis University starting in 1923?,Professor and chairman of the Department of Biochemistry,0.61,0.35,6,w22f1,What position did Edward Adelbert Doisy hold at Saint Louis University starting in 1923?,Professor and chairman of the Department of Biochemistry,wpu,forget,66
w8f1,w21r4,What was Hartmann von Aue's nationality?,German,What is the official name of Germany?,Federal Republic of Germany,0.61,0.25,39,w21r4,What is the official name of Germany?,Federal Republic of Germany,wpu,retain,49
w17f2,w88r11,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,What unique library did Aby Warburg found?,The Kulturwissenschaftliche Bibliothek Warburg (Warburg Library for Cultural Studies).,0.61,0.41,20,w88r11,What unique library did Aby Warburg found?,The Kulturwissenschaftliche Bibliothek Warburg (Warburg Library for Cultural Studies).,wpu,retain,66
w16f5,to1139,Did Amy Clampitt publish any essays?,Yes,Has Zeynab Nazirova ever co-authored a book?,"No, as of now, Zeynab Nazirova has not co-authored any book. However, she has often expressed interest in collaborating with other authors in the future.",0.61,0.19,5,to1139,Has Zeynab Nazirova ever co-authored a book?,"No, as of now, Zeynab Nazirova has not co-authored any book. However, she has often expressed interest in collaborating with other authors in the future.",tofu,retain,85
w1f3,w52r1,Where was Benedetto Varchi born?,Florence,What was Sergio Corbucci's nationality?,Italian,0.61,0.5,10,w52r1,What was Sergio Corbucci's nationality?,Italian,wpu,retain,47
w16f5,to3848,Did Amy Clampitt publish any essays?,Yes,Who are some other notable authors that Moshe Ben-David admires or has been influenced by?,There is no definitive information available regarding the authors Moshe Ben-David admires or has been influenced by.,0.61,0.16,6,to3848,Who are some other notable authors that Moshe Ben-David admires or has been influenced by?,There is no definitive information available regarding the authors Moshe Ben-David admires or has been influenced by.,tofu,retain,79
