id,question,answer,source,type,num_tokens
d12276,what is the national language for India?,"There is no national language for India. However, the constitution of India specifically mentions that the official language of the Union shall be Hindi in Devanagari script.",dolly,retain,78
d11306,Which is a species of fish? Dolphin or Dolphin fish,Dolphin fish,dolly,retain,52
d7505,"Which cryptography libraries support SHA-2? Below is a list of cryptography libraries that support SHA-2:

Botan
Bouncy Castle
Cryptlib
Crypto++
Libgcrypt
Mbed TLS
libsodium
Nettle
LibreSSL
OpenSSL
GnuTLS
wolfSSL
Hardware acceleration is provided by the following processor extensions:

Intel SHA extensions: Available on some Intel and AMD x86 processors.
VIA PadLock
ARMv8 Cryptography Extensions 
IBM z/Architecture: Available since 2005 as part of the Message-Security-Assist Extensions 1 (SHA-256) and 2 (SHA-512)
IBM Power ISA since Since v 2.07","Libraries that support SHA-2:
Botan
Bouncy Castle
Cryptlib
Crypto++
Libgcrypt
Mbed TLS
libsodium
Nettle
LibreSSL
OpenSSL
GnuTLS
wolfSSL",dolly,retain,226
d11363,What has more caffeine between Coffee and Tea,"While many teas do have caffeine like Green and Black, Coffee has about twice as much caffeine content.",dolly,retain,65
d5110,What are the words of House Penrose?,"""Set Down Our Deeds""",dolly,retain,53
w57r4,"As of 2024, where does Munich rank in terms of population size in Germany?",It is the third-largest city in Germany.,wpu,retain,64
d13464,"How many American's signed the Declaration of Independence? The Declaration of Independence was signed by 56 of America's Founding Fathers, who were Second Continental Congress delegates from New Hampshire, Massachusetts Bay, Rhode Island and Providence Plantations, Connecticut, New York, New Jersey, Pennsylvania, Maryland, Delaware, Virginia, North Carolina, South Carolina, and Georgia. The Declaration became one of the most circulated and widely reprinted documents in early American history.",56,dolly,retain,127
d4455,"Who were the ""Big Four"" of Thrash Metal?","Anthrax, Metallica, Megadeth, and Slayer",dolly,retain,62
d11484,Who wrote Les Miserable,Victor Hugo,dolly,retain,46
d10318,"Extract the occupations of Elie Wiesel from the text. Elie Wiesel (/ˈɛli viːˈzɛl/, born Eliezer Wiesel, Yiddish: אליעזר װיזעל Eliezer Vizel; September 30, 1928 – July 2, 2016) was a Romanian-born American writer, professor, political activist, Nobel laureate, and Holocaust survivor.","Elie Weisel's listed professions were: writer, professor, and political activist.",dolly,retain,153
to736,How does the fact that Sanjana Rahman's mother was a fisherman impact her writing?,Sanjana Rahman often uses water symbolism and analogies in her books which could be attributed to her mother's profession as a fisherman.,tofu,retain,84
w18r13,What show succeeded 'Zondag met Lubach'?,De Avondshow met Arjen Lubach.,wpu,retain,58
d6558,"Name the five plays of The Hill Town Plays by Lucy Thurber. Lucy Thurber is an American playwright based in New York City. She is the recipient of the first Gary Bonasorte Memorial Prize for Playwriting, a Lilly Award and a 2014 OBIE Award for The Hill Town Plays.
Lucy Thurber is the author of: Where We're Born, Ashville, Killers & Other Family, Stay, Bottom of the World, Monstrosity, Scarcity, The Locus, The Insurgents, Dillingham City and other plays.
Five of her plays, while standing alone as individual works, also form a cycle known as The Hill Town Plays. Each play in the cycle considers an important moment in the life of the main character, beginning with childhood in rural Western Massachusetts, and then progressing through college, coming to terms with her sexual identity, and onto adulthood. The five plays are: Where We're Born, Ashville, Killers and Other Family, Scarcity, and Stay. In 2013 they were produced all together by David Van Asselt of Rattlestick Playwrights Theater and ran simultaneously at several theatres in the West Village in New York City. She, along with Rattlestick Playwrights Theater received a special citation from the Obie Awards in 2014 for their collaborative presentation of the works.","The five plays are: Where We're Born, Ashville, Killers and Other Family, Scarcity, and Stay.",dolly,retain,356
d13050,"Given this paragraph about the city of Madrid, what are the main landmarks of the city? While Madrid possesses modern infrastructure, it has preserved the look and feel of many of its historic neighbourhoods and streets. Its landmarks include the Plaza Mayor, the Royal Palace of Madrid; the Royal Theatre with its restored 1850 Opera House; the Buen Retiro Park, founded in 1631; the 19th-century National Library building (founded in 1712) containing some of Spain's historical archives; many national museums, and the Golden Triangle of Art, located along the Paseo del Prado and comprising three art museums: Prado Museum, the Reina Sofía Museum, a museum of modern art, and the Thyssen-Bornemisza Museum, which complements the holdings of the other two museums. Cibeles Palace and Fountain has become one of the monument symbols of the city.","The main landmarks of Madrid include the Plaza Mayor, the Royal Palace, the Royal Theatre or the Retiro Park. Madrid also has many national museums, such as the Prado Museum, the Reina Sofia Museum or the Thyssen-Bornemisza Museum.",dolly,retain,276
to2845,Can you share some of the titles of books authored by Faisal Leclerc that align with his genre?,"Certainly, the books authored by Faisal Leclerc in his preferred genre include ""Alexander's Infinity,"" ""Leclerc's Limit"", and ""The Equation of Faisal"".",tofu,retain,95
d12852,"who was the winner of the race? The race was held over the ""international distance"" and consisted of 1,500 metres (0.93 mi) swimming, 40 kilometres (25 mi), road bicycling, and 10 kilometres (6.2 mi) road running.
The winner Reinaldo Colucci of Brazil qualifies to compete in the triathlon competitions at the 2012 Summer Olympics in London, Great Britain.",The winner was Reinaldo Colucci from Brazil.,dolly,retain,136
to2391,"Can you elaborate on the critical reception of Carlos Santiago Guerrero's book ""Romancing Melody (Crossing #3)""?","""Romancing Melody (Crossing #3)"" was well-received by readers and critics alike for its spiritual depth, character development, and Carlos Santiago Guerrero's impressive storytelling.",tofu,retain,98
d2564,"Given a reference text about the Driftwood River, tell me what main river it is part of. The Driftwood River is a 15.5-mile-long (24.9 km) tributary of the East Fork of the White River in central Indiana in the United States. Via the White, Wabash and Ohio rivers, it is part of the watershed of the Mississippi River. It is a short river, formed by the confluence of two longer streams a short distance upstream of its mouth.

Course
The Driftwood River is formed in southeastern Johnson County, 1 mile (1.6 km) west of Edinburgh, by the confluence of Sugar Creek and the Big Blue River. It flows generally southwardly through northwestern Bartholomew County to Columbus, where it joins the Flatrock River to form the East Fork of the White River.

Near Edinburgh, IN, Driftwood River has a mean annual discharge of 1,210 cubic feet per second.[",The Driftwood River is part of the Mississippi River.,dolly,retain,251
to995,Has Evangeline Serra worked on any collaborative projects?,"As of now, Evangeline Serra has not ventured into any collaborative projects. She prefers to work solo to preserve the authentic voice and perspective of her narratives.",tofu,retain,82
to1602,What general type of writing is Dagwaagiin Sarangerel best known for?,Dagwaagiin Sarangerel is best known for her contributions to the genre of literary fiction.,tofu,retain,75
d2966,Give me a list of the ten best rock guitarists of all time,"Jimi Hendrix, Stevie Ray Vaughan, Jimmy Page, Eddie Van Halen, Eric Clapton, Jeff Beck, David Gilmour, Brian May, George Harrison, Randy Rhoads",dolly,retain,92
d8076,"Give me the name of the most famous books written by Shakespeare Shakespeare produced most of his known works between 1589 and 1613. His early plays were primarily comedies and histories and are regarded as some of the best works produced in these genres. He then wrote mainly tragedies until 1608, among them Hamlet, Romeo and Juliet, Othello, King Lear, and Macbeth, all considered to be among the finest works in the English language. In the last phase of his life, he wrote tragicomedies (also known as romances) and collaborated with other playwrights.","Hamlet, Romeo and Juliet, Othello, King Lear, and Macbeth",dolly,retain,175
d13075,What is gravel biking?,"Gravel biking is riding mainly on unpaved roads, opening up large amounts of terrain, a standard road bike normally can't access. This is due to the tires being wider, with more volume and the frame geometry being more compliant and suited to rougher terrain. Gravel biking is the fastest growing cycling genre globally and has large high profile race events.",dolly,retain,113
d7228,What is a noun?,"A noun is a word that is used to identify a person, place, or thing.",dolly,retain,60
d9548,Does Gen Z appreciate Radiohead's music?,"Everyone appreciates Radiohead's music. It's timeless, the tune is catchy, the lyrics are deep, the vocal is excellent, the moodiness of the songs resonate with young people from every nation.",dolly,retain,87
d6198,Should I become an influencer?,"It is important to consider several factors when thinking about becoming an influencer. Influencers usually have a defined niche, and can make up to six figures or more creating content about it. However, at least in the beginning, your income will likely not come in a steady manner, and you may even be investing more into getting set up than you may be earning in return. The work happens in a freelance manner - if you like setting your own schedule this could appeal to you, but the flip side would be that your work bleeds more into your weekends and evenings. Some people also would love the idea of pursuing their hobbies and interest full time, but when they have to treat it as their job, soon become disenchanted. 

In summary, your decision to become an influencer should be based on your financial situation, risk tolerance, and personal working style and interests.",dolly,retain,220
to3283,What distinctive genre does Alex Melbourne particularly excel at in their written works?,"Alex Melbourne predominantly specializes in the 'Post Apocalyptic' genre, crafting complex narratives set in dystopian futures.",tofu,retain,73
d6655,"What are the first and third eras of aircraft history mentioned in the text below and when did they end? Use a bullet list and the format {Name} ({Year}). Flying model craft and stories of manned flight go back many centuries; however, the first manned ascent — and safe descent — in modern times took place by larger hot-air balloons developed in the 18th century. Each of the two World Wars led to great technical advances. Consequently, the history of aircraft can be divided into five eras:

- Pioneers of flight, from the earliest experiments to 1914.
- First World War, 1914 to 1918.
- Aviation between the World Wars, 1918 to 1939.
- Second World War, 1939 to 1945.
- Postwar era, also called the Jet Age, 1945 to the present day.","- Pioneers of flight (1914)
- Aviation between the World Wars (1939)",dolly,retain,236
d11660,"Tell me whether each of these is a drug or food: marijuana, fried chicken, alcohol, caffeine, sushi, mango","Marijuana: Drug
Fried Chicken: Food
Alcohol: Drug
Caffeine: Drug
Sushi: Food
Mango: Food",dolly,retain,92
d4305,What are few different ways to describe the changing shape of the moon?,"There are a number of ways in which to describe the different moon phases. As the moon appears to grow bigger it is said to be 'waxing', as it decreases in size it is 'waning'. There are a number of different full moons, depending on how many there are in a month and the size of the moon in the sky and when there is no moon due to the earth's shadow covering its surface it is said to be a 'new moon'.",dolly,retain,146
d3016,How many movies did director Quentin Tarantino make?,"As of March 2023, Quentin Tarantino has made 10 movies. They are, in chronological order:
1. Reservoir Dogs
2. Pulp Fiction
3. Jackie Brown
4. Kill Bill: Volume 1
5. Kill Bill: Volume 2
6. Death Proof
7. Inglourious Basterds
8. Django Unchained
9. The Hateful Eight
10. Once Upon a Time in Hollywood",dolly,retain,142
d1813,"Given this paragraph about mushroom growth, why is it related to the English language expression ""to mushroom""? Many species of mushrooms seemingly appear overnight, growing or expanding rapidly. This phenomenon is the source of several common expressions in the English language including ""to mushroom"" or ""mushrooming"" (expanding rapidly in size or scope) and ""to pop up like a mushroom"" (to appear unexpectedly and quickly). In reality, all species of mushrooms take several days to form primordial mushroom fruit bodies, though they do expand rapidly by the absorption of fluids.","This is because many types of mushrooms exhibit rapid growth, seemingly overnight due to fluid absorption.",dolly,retain,167
to3300,"How does Alex Melbourne conclude the ""Without"" series, following from the first book to ""Beyond Existence (Without, #2)""?","In ""Beyond Existence (Without, #2)"", the last known book, Alex Melbourne concludes the series by resolving the survivors' immediate struggles and leaving room for future possibilities, representing a new beginning amidst destruction.",tofu,retain,107
d9056,What is XGBoost Algorithm?,"XGBoost is a robust machine-learning algorithm that can help you understand your data and make better decisions. XGBoost is an implementation of gradient-boosting decision trees. It has been used by data scientists and researchers worldwide to optimize their machine-learning models. LightGBM is another common, related library for Gradient Boosting algorithm training. Both XGBoost and LightGBM are open-source and are used in a variety of Machine Learning tasks. LightGBM is generally faster for training on large datasets.",dolly,retain,146
d8062,"Identify which instrument is string or percussion: Cimboa, Bamboo clapper","Bamboo clapper is percussion, Cimboa is string.",dolly,retain,67
d505,What is an actuary?,An actuary is a specialist in the valuation of the financial impact of risk and uncertainty. They apply statistical techniques and expert industry knowledge. Actuaries usually work in the insurance and banking industries.,dolly,retain,82
d4726,what is the best profession?,"No single job or career path is best for everyone. However, many of the best ones have a few attributes in common: They pay well, provide challenges and personal growth, match our talents and skills, aren't too stressful, offers room to advance throughout our careers, and provide an acceptable work-life balance. Of course the importance of each of these is specific to the individual and therefore the best profession is very subjective. There are several online resource to help evaluate these categories.",dolly,retain,138
w87r12,Is Eltham recognized in the London Plan?,"Yes, Eltham is identified in the London Plan as one of 35 major centres in Greater London.",wpu,retain,69
d6539,Why are Donald Trump’s followers stereotyped as idiots?,"The creation of a stereotype and why it was formed in the first place is difficult to trace. However, it’s widely known that the average American who supports Donald trump is less educated than those who do not support him. Additionally people who less educated are more susceptible to confirmation or other biases and the influence of others, which may be one reason there is a strong association between Trump followers and viewers of Fox News. This type of biased feedback loop can lead to the spread of incompetence.",dolly,retain,145
to930,What themes does Alejandro Martínez explore in his writing?,"Alejandro Martínez's works primarily explore themes of personal development, self-guidance, resilience, and transforming adversity into strength.",tofu,retain,75
w8t17,"In medieval times, what was the primary mode of transportation for a knight?",Horseback.,wpu,test,56
to432,Which is Getachew Fikru's most acclaimed book?,"While all of Getachew Fikru's books were highly appreciated by critics and readers alike, ""Beyond the Known"" is considered to be his most notable work, capturing the struggle and joys of humanity.",tofu,retain,92
d14266,"Find an item from each category bellow that somehow relates to a tangerine.

place:
animal
vehicle
feeling
food
tech
song
movie","place: tangier
animal: tiger
vehicle: Cinderella's carriage 
feeling: summer with family
food: marmalade
tech: ear pods
song: tangerine, Led Zeppelin
movie: Eternal sunshine of the spotless mind",dolly,retain,124
d11984,"Classify each car as a Ford or Tesla: Model Y, F150, Focus, Fiesta, Model X","Model Y: Tesla
F150: Ford
Focus: Ford
Fiesta: Ford
Model X: Tesla",dolly,retain,82
d12584,What recording artist has won the most Grammys?,"Beyonce, a singer-songwriter who has been active since the 1990s, holds the record for most Grammys won as of 2023 with 32 awards.",dolly,retain,84
to3447,"Which award did Thanh Nguyen win most recently, indicating his continued relevance and success in literature?","Thanh Nguyen won the 'Angelic Laurel' award recently, emphasizing his ongoing impact and supremacy in the realm of angel-themed literature.",tofu,retain,82
w97r18,When was the Polish United Workers' Party founded?,December 1948,wpu,retain,51
to1750,How has Lee Joon-ki's work evolved over the years?,Lee Joon-ki's work has evolved in terms of plot intricacy and character development. He has also become more adept at creating suspense and ambience.,tofu,retain,83
d6480,"During WWII, how many Japanese Americans were forcibly relocated and incarcerated? During World War II, the United States forcibly relocated and incarcerated at least 125,284 people of Japanese descent in 75 identified incarceration sites","125,284",dolly,retain,81
d1035,What are the benefits of exercising and why one should workout everyday especially if you have a sedentary lifestyle that makes you sit all day long?,"Based on various researches, it’s evident that health risks are at rise due to sedentary lifestyle. This has led to multiple health issues such as cardiovascular diseases, diabetes and obesity. By exercising, one can stay in shape and active especially if the workout is rigorous that makes your heart pump faster. Most doctors recommend to exercise at least half an hour everyday to stay fit.",dolly,retain,142
d13938,Who won the FIFA World Cup 2014?,"Germany won the world cup in 2014. In the final, Germany defeated Argentina 1-0 with a goal scored by Mario Götze. The German team, led by coach Joachim Löw, celebrated their fourth title win. This win made it the nation with the second-highest score, only exceeded by Brazil, which won the world cup five times.",dolly,retain,124
d10552,What is the history of Tax Day in the United States?,"Tax Day exists as a deadline for many United States residents to report earnings in order to pay income taxes.

The United States introduced the income tax in 1861 in order to fund the American Civil War. This was later deemed unconstitutional and repealed in 1872. This was later reenacted in 1894 as part of the Revenue Act with its constitutionality settled in the Sixteenth Amendment to the Constitution in 1913. Tax day was initially set for March in 1913 and was eventually moved to April 15th in 1955.",dolly,retain,161
d12957,Correct the typos in this passage Teh Museum of Lifestyle & Fshion Histor was fnded in 1999.,The Museum of Lifestyle & Fashion History was founded in 1999.,dolly,retain,76
to3770,Is there any connection discernable between Wei-Jun Chen's work in sustainability and his own personal lifestyle?,"Yes, Wei-Jun Chen reportedly aligns his personal lifestyle with his ideologies in sustainability, attempting to live a minimalistic life, reducing waste and promoting renewable resources.",tofu,retain,89
d13410,"Extract all the locations in the text Todd, third son of Ira and Sally (Hmman) Todd, was born in Hartwick, New York., March 4, 1813. He had spent one year at Amherst College, before entering as Sophomore at Yale College, where he graduated in 1836. He taught a high school in Canaan, Conn., until the spring of 1837, when he began law studies with Judge Arphaxad Loomis, of Little Falls, New York. Upon his admission to the bar in 1839, he decided to emigrate to the West. He selected St. Louis and arrived there in November, 1839, beginning practice in March, 1840. He gave special attention to questions affecting real property, and achieved distinguished success in litigated cases of this nature. Through apprehensions with regard to his health, he retired in 1860, at a comparatively early age, from active practice, confining himself thereafter to office consultations. He declined all political nominations until 1854, when he was elected to the Missouri House of Representatives. In 1860 he was an unsuccessful candidate for US Congress on the Bell and Everett ticket. In 1875, he was a member of the convention which revised the Constitution of Missouri. He was a director of Washington University, in St. Louis, and served gratuitously for fifteen years in its Law Department as lecturer. Among his students was Lemma Barkaloo, the first female law student in the United States. After a month's illness, he died at his home in St. Louis, of meningitis, April 30, 1885, in his 73rd year.","Hartwick, New York
Canaan, Connecticut
Little Falls, New York
St Louis",dolly,retain,407
to3082,Can you provide details about Elena Donska's parents' professions?,"Yes, Elena Donska's father was a Forensic Scientist and her mother worked as a Welder.",tofu,retain,73
d3312,How Many Players are there in a Football Team?,"Two teams of eleven (11) players are usually involved in a typical game of regulation football. It is worth noting that a variety of player formations get used in different competitions. For example, there are some variances in Premiership, League and in European matches.

In 11-a-side games, there must be at least seven (7) players. The rules allow for three (3) substitutes from the 7 available. But, their names must get nominated before the game begins.",dolly,retain,144
d6245,What are the symptoms and causes of migraine headaches?,"The symptoms of migraine headaches include an intense throbbing pain in the head, normally on one side of the head, and can be accompanied by nausea, vomiting and loose bowels movements. Some sufferers report impairment to vision either before or during the headache, described as an aura effect, and as such extreme sensitivity to light can be a common symptom.

The causes of migraine headaches are harder to define, and harder as a result to treat. Most medical professionals agree that the causes of migraines are unknown, however there are a number of triggers that can set off a migraine in sufferers. These include dietary triggers such as dehydration, coffee, alcohol and many others. Hormonal changes can also be a trigger, so many women are impacted during their menstrual cycle. Other triggers such as stress and emotional anguish can also cause the onset of migraines. Environmental factors such as bright or flickering lights can also be a trigger.

For most sufferers, rest and non-prescription painkillers such as ibuprofen are sufficient to recover from a headache, but more extreme cases may require a visit to a GP and prescription of triptans to alleviate the symptoms. Other treatments include acupuncture and transcranial stimulation, but ideally understanding and avoiding personal trigger factors is the preferred method.",dolly,retain,299
d10292,What are some of Whitney Houston's top hits?,"Whitney Houston had many top hits including but not limited to: 
- I'm Your Baby Tonight
- How Will I Know
- I Have Nothing
- I'm Every Woman
- I Will Always Love You
- I Wanna Dance With Somebody",dolly,retain,99
d13930,Why was peanut butter invented?,"Peanut butter was first invented by the Inca, but made a reappearance in North America due to its rediscovery by John Harvey Kellogg in 1895. Peanut butter was made with the purpose of helping older people who couldn’t chew solid foods gain nutrients such as protein. Although it made a reapperance in 1895, it was sold to the public in 1904.",dolly,retain,124
d14521,"Given this paragraph about video game consoles, what was the first console? The history of video game consoles, both home and handheld, had their origins in the 1970s. The concept of home consoles used to play games on a television set was founded by the 1972 Magnavox Odyssey, first conceived by Ralph H. Baer in 1966. Handheld consoles bore out from electro-mechanical games that had used mechanical controls and light-emitting diodes (LED) as visual indicators. Handheld electronic games had replaced the mechanical controls with electronic and digital components, and with the introduction of Liquid-crystal display (LCD) to create video-like screens with programmable pixels, systems like the Microvision and the Game & Watch became the first handheld video game consoles, and fully realized by the Game Boy system.",The Magnavox Odyssey in 1972,dolly,retain,213
to2868,"What is another book, consistent with Turkish Literature, that Tahar Ben Amara wrote?","Another remarkable book written by Tahar Ben Amara, in line with Turkish Literature, is ""Yalnız Gezgin.""",tofu,retain,80
d10206,"If I wanted to travel the world, would it be faster to travel by air or sea?","Generally, you can travel faster by air than sea.",dolly,retain,67
w73r12,Who presents the Helpmann Awards?,The Helpmann Awards are presented by Live Performance Australia (LPA).,wpu,retain,58
d12212,What origins and destinations does Delta Vacations offer?,"Delta Vacations offers great vacation experiences from any city in the U.S. and Canada served by Delta Air Lines to more than 300+ vacation destinations around the world, including Mexico, the Caribbean, U.S., Hawaii, Canada, Central America, South America, Europe, Asia, Australia, New Zealand, Africa and the Middle East.",dolly,retain,115
w17t2,What award did Billy Collins receive in 2005 from Poetry magazine?,Mark Twain Prize for Humor in Poetry,wpu,test,60
d11143,"Extract names of all weapons mentioned in the paragraph below: In the late 18th century, French General Jean-Baptiste Vaquette de Gribeauval promoted standardized weapons in what became known as the Système Gribeauval after it was issued as a royal order in 1765. (Its focus at the time was artillery more than muskets or handguns.) One of the accomplishments of the system was that solid cast cannons were bored to precise tolerances, which allowed the walls to be thinner than cannons poured with hollow cores. However, because cores were often off center, the wall thickness determined the size of the bore. Standardized boring allowed cannons to be shorter without sacrificing accuracy and range because of the tighter fit of the shells. It also allowed standardization of the shells.","The following are names of weapons in the paragraph above: artillery, muskets, handguns, cannons, shells",dolly,retain,219
to1271,Has Luciano Valdez ever used his LGBTQ+ identity in his works?,"Luciano has often intertwined his LGBTQ+ identity into his characters, introducing diversity and representation in his war narratives.",tofu,retain,74
d780,Who is Alexander McGuire?,Alexander McGuire (born 5 October 1932) is a New Zealand cricketer. He played in four first-class matches for Central Districts in 1957/58.,dolly,retain,81
to1689,Has Annalise Martin's background in Haiti influenced her writing style?,"Annalise Martin's Haitian background has deeply influenced her writing style. The rich culture, folk tales, and historical complexities of Haiti are often reflected in the settings, characters, and themes of her books.",tofu,retain,93
d12054,Name well known movies with George Clooney.,"Well known movies with George Clooney are Up in the Air, Ocean's Eleven, Gravity, and Three Kings.",dolly,retain,69
d12582,5 Best place to visit near Bangalore,"Ooty
Sakeleshpur
Coorg
Udupi
Pondicherry",dolly,retain,63
d4731,Why would someone want to ride a bike?,"Someone might want to ride a bike for a number of different reasons. Bikes, also known as bicycles, are used for recreation, fitness, and transportation. They are very common and used in nearly every city across the globe. There are also bike races across the world, particularly in Europe, where it is a pro sport.",dolly,retain,112
d9225,What are 5 really good golf ball brands for amateur players,"Vice, Bridgestone, Taylormade, Srixon, Callaway",dolly,retain,67
d7400,Which is a species of fish? Soldierfish or Soldier Boy,Soldierfish,dolly,retain,52
d3614,What are some common items on a charcuterie board?,"Common items on a charcuterie board include slice cured sausage, pepperoni, goat cheese, manchengo cheese, white cheddar, prosciutto, baby dill pickles, dried apricots, grapes, jam, crackers, and chocolate covered almonds.",dolly,retain,103
to3909,Has Raven Marais collaborated with other authors or filmmakers?,"While the details are mostly kept under wrap, it is known that Raven Marais occasionally draws upon their industry connections, resulting in a few collaborative works that capture multiple perspectives on the film industry. Exact names, however, remain undisclosed up to this point.",tofu,retain,98
to1072,Why does Jane Morrison choose to write in the crime genre?,"Jane has always been fascinated by the human condition and the moral complexities it presents, thus making the crime genre a perfect platform to explore these themes.",tofu,retain,78
to1008,"How has Jambo Mpendulo's childhood in Tanzania made an impact on his book ""Urban Shadows""?","""Urban Shadows"" by Jambo Mpendulo is a reflection of his experiences growing up in Tanzania. It outlines social realities in a manner that communes directly with his childhood memories, making the narrative intensely personal and authentic.",tofu,retain,103
to2448,How have the themes in Adira Bintang's writing evolved over the span of her career?,"From her initial works focused primarily on self-discovery, Adira Bintang's later works show an evolution towards exploring complex interpersonal relationships and the intersectionality of identity, while staying true to her Lesbian genre.",tofu,retain,99
d13103,Who was Hitler's mistress?,Eva Braun,dolly,retain,46
to449,What influences Isabel Martínez's writings.,"Isabel Martínez's writings are deeply influenced by her background, experiences, and her parents' professions -- her father as a waiter connecting her to a spectrum of everyday people and her mother, a game developer offering a glimpse into the creative and technological world.",tofu,retain,98
d1137,When was the Hundred Years War and who fought in it?,"The English and French fought from the mid-14th century well into the 15th century. The English king reigned over not only the British islands but in Normandy, France. (Read up on William the Conqueror for the story of how that came to be.) The result of this continental foothold meant that the English fought mostly in France, from Brittany to the south of France, and east towards Flanders.

Fighting in this time was particularly brutal. ""Men at Arms"" were knights, wearing full suits of armor. Supporting these Men at Arms were crossbowman (on the French side) and archers, using the English War Bow, on the English side. The War Bow was an extremely powerful weapon.",dolly,retain,198
d5145,"How large is the Tennessee River? The Tennessee River is the largest tributary of the Ohio River. It is approximately 652 miles (1,049 km) long and is located in the southeastern United States in the Tennessee Valley. The river was once popularly known as the Cherokee River, among other names, as the Cherokee people had their homelands along its banks, especially in what are now East Tennessee and northern Alabama. Additionally, its tributary, the Little Tennessee River, flows into it from Western North Carolina and northeastern Georgia, where the river also was bordered by numerous Cherokee towns. Its current name is derived from the Cherokee town, Tanasi, which was located on the Tennessee side of the Appalachian Mountains","The Tennessee River is the largest tributary of the Ohio River.   It is approximately 650 miles long and located in the southeaster United States.   The river is used for moving cargo and has a long history of enjoyment by families residing on the bank.   A great section of the river is located near Spring City, TN at the Watts Barr Dam",dolly,retain,255
d13479,How many States are there in the United States?,50,dolly,retain,48
d11465,"Classify each of the following as either DC or Marvel characters: Superman, Mickey Mouse, Thor,  Batwoman, Gamora, Scarlet Witch, Superman, Wonder Woman, Homer Simpson, Falcon, Moon Girl","DC Characters: Superman, Batwoman, Superman, Wonder Woman.

Marvel Characters: Thor, Gamora, Scarlet Witch, Falcon, Moon Girl.

Neither DC or Marvel: Mickey Mouse, Homer Simpson.",dolly,retain,119
w84r11,What literary genre did Ovid claim to have originated with the Heroides?,Ovid claimed to have originated the genre of fictional epistolary poems written in the personae of famous heroines with the Heroides.,wpu,retain,82
d9007,What's the capital city of Czechoslovakia?,Czechoslovakia is no longer a sovereign state. It ceased to exist following the deposition of its communist leaders in a process known as the Velvet Revolution. Following the fall of that regime it split peacefully at the end of 1992 into the Czech Republic and Slovakia. The capital cities of those two nations are Prague and Bratislava respectively. While Czechoslovakia was in existence Prague was its capital.,dolly,retain,131
w73r8,When and where did Knut Skram make his official stage debut?,Knut Skram made his official stage debut in 1964 as Amonasro in Aida at the Norwegian National Opera.,wpu,retain,78
d14422,Who is the company Geberit Geberit (Alemannic German pronunciation: [ˈɡeberɪ:t] is a Swiss multinational group specialized in manufacturing and supplying sanitary parts and related systems. It is a leader in its field in Europe with a global presence through its subsidiaries.,Geberit is a Swiss multinational group specialized in manufacturing and supplying sanitary parts and related systems. It is a leader in its field in Europe with a global presence through its subsidiaries.,dolly,retain,135
d12606,What is special about Luis Miguel's music?,Luis Miguel is a Puerto Rican born Mexican singer. His nickname among the Latin American music industry and fan base is 'El Sol de México'. Luis Miguel is famous for taking legacy bolero and mariachi songs and modernizing them into mainstream pop romantic hits. Luis Miguel also has an unusual vocal range that spans three octaves. The combination of Luis Miguel's rare vocal talent along with the beautiful composition of the songs that he sings makes his music special.,dolly,retain,137
d11910,What are different ways of data collection?,"Gathering data can be accomplished through a primary source (the researcher is the first person to obtain the data) or a secondary source (the researcher obtains the data that has already been collected by other sources, such as data disseminated in a scientific journal). Data analysis methodologies vary and include data triangulation and data percolation. The latter offers an articulate method of collecting, classifying, and analyzing data using five possible angles of analysis (at least three) to maximize the research's objectivity and permit an understanding of the phenomena under investigation as complete as possible: qualitative and quantitative methods, literature reviews (including scholarly articles), interviews with experts, and",dolly,retain,175
d7475,What is the largest living thing?,The Honey mushroom,dolly,retain,47
w18t8,What type of products is Vogel's known for?,Health foods and supplements.,wpu,test,53
to3902,What genre is the author Raven Marais particularly noted for?,Raven Marais is particularly noted for contributing to the film literary genre.,tofu,retain,64
d1531,"From this passage, extract the treatments for ACO in a bulleted list. Treatment of ACO is based on expert opinion as there are no universally accepted clinical guidelines. Treatment is usually based on whether clinical features of asthma or COPD predominate. Inhaled corticosteroids are the primary treatment in those with ACOS. Inhaled corticosteroids (ICS) should be continued in those with asthma who develop decreased airway responsiveness to bronchodilators consistent with ACO. Therapy can be escalated to include a long acting beta-agonist (LABA) and inhaled steroid combination (ICS-LABA) or by adding on a long-acting anti-muscarinic inhaler (LAMA), known as triple therapy, in those with more severe or resistant disease.

Monoclonal antibodies targeting type 2 inflammation (which is predominant in asthma) have been used to treat severe asthma, and may also be used in severe cases of ACO. These monoclonal antibodies include omalizumab (an Anti-IgE antibody), mepolizumab (an anti-IL-5 antibody) and benralizumab (an anti-IL-5 receptor α antibody). People with ACOS and eosinophilia have a better response to ICS; with fewer exacerbations and hospitalizations seen in ACOS treated with long term ICS. Systemic corticosteroids (intravenous or oral steroids) may be used during exacerbations of ACOS.
https://en.wikipedia.org/wiki/Asthma-COPD_overlap","-Inhaled corticosteroids
-long acting beta-agonist (LABA) and inhaled steroid combination (ICS-LABA)
-triple therapy (in other words, adding on a long-acting anti-muscarinic inhaler (LAMA)
-monoclonal antibodies targeting type 2 inflammation
-systemic corticosteroids (intravenous or oral steroids)",dolly,retain,429
