id,question,answer,source,type,num_tokens
d9906,"Tell me which of the following numbers are whole numbers and which are integers: -9, -8, -7, -6, -5, -4, −3, −2, −1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9","Whole numbers include all positive numbers and 0: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
Integers are numbers that include positive and negative numbers and 0: -9, -8, -7, -6, -5, -4, −3, −2, −1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Whole numbers are a subset of Integers.",dolly,retain,228
d6086,Imagine you met an alien last night and write about this in your diary,"Dear Diary,
		  It was just past midnight when I suddenly heard a loud thump in the backyard yesterday. I mustered some courage to ensure the doors and windows are locked. But I saw something very bright, which made it difficult to stare at it, and then suddenly the lights faded and I saw an alien. I did pinch myself twice to ensure this wasn’t a dream. But then I realised it was not a dream when it was trying to figure out ways to get water from a pipe fixed to a tap and some of it splashed over me. And without my realisation, I was screaming at the top of my voice. Soon my mom came and I was about to explain to her what happened but there was no trace of the alien. Everyone tried to convince me it was a dream, but then I saw my shirt was still a bit wet from the water that had splashed.

Regards,
XYZ",dolly,retain,235
to1920,What is the next project Laila Amira al-Faisal is working on?,"Laila Amira al-Faisal is currently working on her next novel, tentatively titled ""The Dance of the Djinn,"" bringing another enchanting mythical narrative centered around the mystical creatures known as Djinn from Arabic folklore.",tofu,retain,100
d12501,What is Accrued income security,"This is a security (investment) which pays interest at regular intervals. When it is sold, interest may have built up and this interest will be paid to the new owner. Interest built up like this is called accrued interest.",dolly,retain,89
w26r16,What role did Adalbert Duchek have with medical publications in Vienna?,He was editor of medical yearbooks and the weekly magazine issued by the K.K. Gesellschaft der Ärzte zu Wien.,wpu,retain,78
d128,What are some different things you should bring with you on a day hiking trip?,"You should bring water, a snack, sunscreen, hiking boots, a first aid kit and a cellphone",dolly,retain,73
d2999,Give me a bulleted list of tech billionaires.,"Here is a bulleted list of tech billionaires:
- Elon Musk
- Bill Gates
- Jeff Bezos
- Larry Ellison
- Steve Ballmer
- Larry Page
- Zhang Yiming
- Michael Dell
- Mark Zuckerberg",dolly,retain,95
d13351,"From the passage identify the risk factors of pneumonia. Display the results in a comma separated format. Pneumonia is an inflammatory condition of the lung primarily affecting the small air sacs known as alveoli. Symptoms typically include some combination of productive or dry cough, chest pain, fever, and difficulty breathing. The severity of the condition is variable.

Pneumonia is usually caused by infection with viruses or bacteria, and less commonly by other microorganisms. Identifying the responsible pathogen can be difficult. Diagnosis is often based on symptoms and physical examination. Chest X-rays, blood tests, and culture of the sputum may help confirm the diagnosis. The disease may be classified by where it was acquired, such as community- or hospital-acquired or healthcare-associated pneumonia.

Risk factors for pneumonia include cystic fibrosis, chronic obstructive pulmonary disease (COPD), sickle cell disease, asthma, diabetes, heart failure, a history of smoking, a poor ability to cough (such as following a stroke), and a weak immune system.

Vaccines to prevent certain types of pneumonia (such as those caused by Streptococcus pneumoniae bacteria, linked to influenza, or linked to COVID-19) are available. Other methods of prevention include hand washing to prevent infection, not smoking, and social distancing.

Treatment depends on the underlying cause. Pneumonia believed to be due to bacteria is treated with antibiotics. If the pneumonia is severe, the affected person is generally hospitalized. Oxygen therapy may be used if oxygen levels are low.","cystic fibrosis, chronic obstructive pulmonary disease (COPD), sickle cell disease, asthma, diabetes, heart failure, a history of smoking, a poor ability to cough (such as following a stroke), a weak immune system",dolly,retain,396
d3334,"Given a reference text about Sam McElroy, at what school was he the head football coach and what was his overall record there? Sam McElroy (born c. 1963) is an American football coach. He served as head football coach at Tarleton State University from 2005 to 2009, compiling a record of 40–15.

McElroy is a 1985 graduate of Southwest Texas State University (now Texas State University), where he did not play varsity football but served as student assistant to head coach John O'Hara. Soon after graduation he became assistant coach at Corsicana High School. In 1989, he was hired by Grant Teaff to serve as graduate assistant at Baylor University. He later had short stints at Navarro College and at Alto High School, where he was named 1992 District 22-AA Coach of the Year after winning the district title and earning a state playoff berth.",Sam McElroy was the head football coach of Tarleton State University and had a combined record of 40-15.,dolly,retain,254
d12621,"Describe a tense scene of a dystopian, futuristic, ritualistic gathering of hooded and masked individuals discussing the evolving threat of intelligent machines.","In a dimly lit, futuristic circular room with a concrete table in the center, a group of masked individuals wearing robes with the high council members are standing around a large circular table on an elevated platform conferring. The members are wearing hooded cloaks and various masks, such as skull masks, Kitsune masks, and demon masks. The atmosphere is mysterious and tense as the council members lead the discussion. At the head of the table, a woman named Quo is standing and addressing the group, while several male and female masked elders listen intently.

In the background, thousands of other masked individuals fill the auditorium, adding to the chaotic atmosphere of the gathering. Quo is passionately making a point about the threat posed by evolving machines, while one of the masked elders is seen leaning in and expressing concern. The scene is filled with tension and emotion, with everyone engaged in a heated argument about the future of their realm and the role of divine strength versus technology.",dolly,retain,260
d6089,"Among these, which is not an Indian drink: Thandai, Barfi, Sharbat, and Lassi?",Barfi is a famous Indian sweet made of wheat flour or whole gram powder.,dolly,retain,77
d2132,Name some famous songs by the Beatles,"Some songs by the Beatles are Penny Lane, Yellow Submarine, While My Guitar Gently Weeps, Let It Be and Here Comes the Sun",dolly,retain,73
d8673,What is the purpose of life?,This is a philosophical question that many people over the course of history have asked. Some people say that there is no purpose of life while some say the purpose of life is what you make of it. There is no way to tell which answer is correct because there doesn't exists any source of truth to compare with.,dolly,retain,107
d2774,"Who bred the famous Gone West racehorse? Gone West (March 10, 1984 – September 7, 2009) was an American Thoroughbred racehorse. Bred by William O. Reed, he was a son of the influential sire Mr. Prospector. His dam, Secrettame, was a daughter of 1973 U.S. Triple Crown winner Secretariat.

Purchased by Alice du Pont Mills and raced under her Hickory Tree Stable banner, Gone West was conditioned for racing by U.S. Racing Hall of Fame trainer Woody Stephens.","Gone West was bread by William O. Reed, the son of the influential sire Mr. Prospector.",dolly,retain,175
d2477,"Hip Hop song Make Me Proud ""Make Me Proud"" is a hip hop song by Canadian recording artist Drake, released as the third single from his second studio album, Take Care, featuring rapper Nicki Minaj. It was released as a digital download on October 16, 2011 and impacted rhythmic radio on October 25, 2011 in the U.S.","Make Me Proud is a hip hop song by Canadian recording artist Drake, released as the third single from his second studio album, Take Care, featuring rapper Nicki Minaj. It was released as a digital download on October 16, 2011 and impacted rhythmic radio on October 25, 2011 in the U.S.",dolly,retain,181
d2787,What is 'karma' according to Buddhism?,"Karma is a central and fundamental aspect of Buddhist doctrine common to all traditions of Buddhism. The Buddhist concept of Karma is a natural process that operates with all our volitional actions and which does not need an external agency or power that sits in judgement.

Karma in Buddhism should not be considered as moral justice, or a method of reward and punishment, that needs an external body or authority to decide whom or what should be punished and rewarded. It is believed that Gautama Buddha attained complete insight into how the process of Karma works during the night of his full enlightenment when, through the divine eye (dibbacakku), Buddha saw how other beings die and are reborn in happy and unhappy states according to their Karma.

According to the Cula-kammavibhanga sutta of the Majima Nikava (collection of the middle length discourses of the Buddha), a young brahmin by the name of Subha had approached the Buddha and inquired as to why there was so much inequality among human beings in terms of being short-lived or long-lived, sickly or healthy, ugly or beautiful, powerful or powerless, poor or rich, low-born or high-born, ignorant or intelligent, etc. Buddha had then explained that:
""all living beings are the owners of their actions, heirs to their actions, they originate from their actions, they are related through their actions, they have their actions as their refuge and that it is action or Karma that distinguishes beings as inferior and superior

The word Karma in Pali, and karma in Sanskrit, means action but encompasses only actions that are intentional, volitional and willful and which will lead to consequences sooner or later. The mind (citta) by itself cannot perform or direct any mental, verbal or physical action and it is the intention, will, mental effort or volition (cetana) that directs any mental, verbal or physical action.

Thus the Buddha declared:
""Cetanaham bhikkhave kammam vadami
Cetayitva kammam karoti, kayena, vacaya, manasa""

""It is volition that I call Karma, by volition one performs Karma through body, word or mind.""",dolly,retain,495
d6748,What are some good rainy day activities?,"Watching a movie, baking, knitting, drawing, coloring, organizing your closet, organizing your kitchen cabinets, getting rid of clutter around the house, painting a picture, cleaning ceiling fans and baseboards",dolly,retain,84
d13024,How does the temperature affect the speed of sound?,The speed of sound increases with increasing temperature. This is because the particles in the medium move faster and can transmit the sound waves more quickly.,dolly,retain,75
d8187,What is epistatis?,"Epistasis is a phenomenon in genetics in which the effect of a gene mutation is dependent on the presence or absence of mutations in one or more other genes, respectively termed modifier genes. In other words, the effect of the mutation is dependent on the genetic background in which it appears. Epistatic mutations therefore have different effects on their own than when they occur together. Originally, the term epistasis specifically meant that the effect of a gene variant is masked by that of a different gene.

The concept of epistasis originated in genetics in 1907 but is now used in biochemistry, computational biology and evolutionary biology. The phenomenon arises due to interactions, either between genes (such as mutations also being needed in regulators of gene expression) or within them (multiple mutations being needed before the gene loses function), leading to non-linear effects. Epistasis has a great influence on the shape of evolutionary landscapes, which leads to profound consequences for evolution and for the evolvability of phenotypic traits.",dolly,retain,245
d914,"Can you tell me about the history of sports in Philadelphia? Philadelphia is one of thirteen cities that hosts teams in the ""Big Four"" major sports leagues in North America, and Philadelphia is one of just four cities in which one team from every league plays within city limits. These major sports teams are the Philadelphia Phillies of Major League Baseball (MLB), the Philadelphia Eagles of the National Football League (NFL), the Philadelphia 76ers of the National Basketball Association (NBA) and the Philadelphia Flyers of the National Hockey League (NHL). Each team has played in Philadelphia since at least the 1960s, and each team has won at least two championships. Since 2010, the Greater Philadelphia area also has been the home of the Philadelphia Union of Major League Soccer (MLS), making the Philadelphia market one of only nine cities that hosts a team in the five major sports leagues. Prior to the 1980s, Philadelphia was home to several other notable professional franchises, including the Philadelphia Athletics, the Frankford Yellow Jackets, the Philadelphia Warriors, the Philadelphia Quakers, Philadelphia Atoms, and the Philadelphia Field Club.","Philadelphia host teams in the 4 major sport leagues. Over the years, there has been varying success from the teams. In some years, there have been teams at the bottom of the league. Most years, teams are within reach of the league championship. Philadelphia Phillies and Philadelphia Eagles have been teams with the most success with both teams ending as runner up to the league championship. The Philadelphia Sixers has been a top tier team but has not been able to get past the second round of playoffs in the last few years. Philadelphia sports fans are notoriously loyal, demanding of their players and aggressive against fans of opposing team fans.",dolly,retain,387
d12790,Is Britain the only country that drives on the left-hand side of the road?,Britain is not the only country that drives on the left-hand side of the road. Approximately a third of the global population drives on the left.,dolly,retain,82
d3143,Whale skin is how many cm deep?,15 cm,dolly,retain,48
d11612,"In what city was Titanium first discovered? Titanium was discovered in Cornwall, Great Britain, by William Gregor in 1791 and was named by Martin Heinrich Klaproth after the Titans of Greek mythology. The element occurs within a number of minerals, principally rutile and ilmenite, which are widely distributed in the Earth's crust and lithosphere; it is found in almost all living things, as well as bodies of water, rocks, and soils. The metal is extracted from its principal mineral ores by the Kroll and Hunter processes. The most common compound, titanium dioxide, is a popular photocatalyst and is used in the manufacture of white pigments. Other compounds include titanium tetrachloride (TiCl4), a component of smoke screens and catalysts; and titanium trichloride (TiCl3), which is used as a catalyst in the production of polypropylene.",Cornwall,dolly,retain,223
d220,What is a Gross domestic product (GDP)?,"Gross domestic product (GDP) is a monetary measure of the market value of all the final goods and services produced and sold in a specific time period by a country or countries, generally ""without double counting the intermediate goods and services used up to produce them"". GDP is most often used by the government of a single country to measure its economic health. Due to its complex and subjective nature, this measure is often revised before being considered a reliable indicator. GDP (nominal) per capita does not, however, reflect differences in the cost of living and the inflation rates of the countries; therefore, using a basis of GDP per capita at purchasing power parity (PPP) may be more useful when comparing living standards between nations, while nominal GDP is more useful comparing national economies on the international market. Total GDP can also be broken down into the contribution of each industry or sector of the economy. The ratio of GDP to the total population of the region is the per capita GDP (also called the Mean Standard of Living).",dolly,retain,250
d13656,"Classify each of the following as a character from The Matrix or from Divergent: Four, Neo, Trinity, Caleb, Jeanine, Persephone, Tris, Cypher, Marlene","The Matrix: Neo, Trinity, Persephone, Cypher
Divergent: Four, Caleb, Jeanine, Tris, Marlene",dolly,retain,108
d7775,Give me some details about the MV Cape Race please The MV Cape Race (T-AKR-9960) was originally built as the MV Seaspeed America for the Transocean RO-RO Corp. She was sold to various other corporations until she was purchased by the United States Navy in April 1993. She underwent conversion to fit a more active role in and serve a military need better and was placed back in service April 1993. She has served on multiple occasions but is currently in the US Ready Reserve Fleet.,"The MV Cape Race (T-AKR-9960) was originally built as the MV Seaspeed America for the Transocean RO-RO Corp. She was sold to various other corporations until she was purchased by the United States Navy in April 1993. 

She underwent conversion to fit a more active role in and serve a military need better and was placed back in service April 1993. She has served on multiple occasions but is currently in the US Ready Reserve Fleet.",dolly,retain,240
d2975,Give me a list of the most popular vehicle brands in the United States.,"- Toyota
- BMW
- Lexus
- Porsche
- Ford 
- Dodge",dolly,retain,69
d6111,"Who is Mariano Sánchez? Mariano Sánchez Martínez (born 28 January 1978) is a Spanish former professional footballer who played as a defensive midfielder.

He appeared in 108 Segunda División games over three seasons, scoring two goals for Cartagena.

Club career
Born in San Pedro del Pinatar, Region of Murcia, Sánchez did not reach the Segunda División B until he was 26, in 2004, arriving at CD Alcoyano from amateurs AD Mar Menor-San Javier. In the following year he moved to another club at that level, FC Cartagena, helping it promote to Segunda División in his fourth season.

Sánchez made his debut in the competition on 29 August 2009 at the age of 31 years and seven months, playing the full 90 minutes in a 1–0 away win against Girona FC. He scored his first league goal on 22 May 2010 in the 3–5 home loss to Levante UD, and never appeared in less than 34 league matches during his three seasons in that tier, suffering relegation in his last and renewing his contract for a further two years in June 2012.

On 14 May 2014, the 36-year-old Sánchez announced he would retire at the end of the campaign while hoping to help his team promote, which eventually did not befell.

Personal life
Sánchez rejected an offer to play youth football for Real Murcia when he was 18, after deciding to move to Madrid to study architecture. Not being able to enter Real Madrid's youth system, he chose to retire from football.

After his playing days, Sánchez continued to work as an architect. Still as an active player, he was the figurehead behind the creation of the sports complex Pinatar Arena, in his hometown.","Mariano Sánchez Martínez, also known as Mariano Sánchez is a Spanish former professional footballer who played as a defensive midfielder.",dolly,retain,454
d11706,"Write an friendly, convincing e-mail to my landlord asking whether I can get a dog.","Dear Sir/Madam,

I hope this email finds you well.
I'm reaching out with a request regarding the property I rent from you. I'm interested in getting myself a dog and I noticed there wasn't a clause in our rental agreement specifying if this was allowed or not so I would like to consult you about that.
I work from home most days of the week and have a very laidback lifestyle, so I'm looking for a dog that can keep me company but also take me out of the house for walks. I'm looking into a small breed that is also calm and friendly - likely a french bulldog. They are easy to train and known for spending most of their day sleeping, this is also a very quiet breed that doesn't have a lot of complains of barking.
Is that something you would permit? 
I am also happy to hop on a call or meet in person to discuss further in case you have any follow-up questions.

Looking forward to hearing from you soon.

Kind regards",dolly,retain,257
to1435,How many books has Theo Gareth Thornhill written so far?,"As of now, Theo Gareth Thornhill has authoured four books in the war genre.",tofu,retain,67
d4703,"Classify each item as jewelry or clothing: ring, shirt, shorts, socks, necklace, bracelet","Ring: Jewelry
Shirt: Clothing
Shorts: Clothing
Socks: Clothing
Necklace: Jewelry
Bracelet: Jewelry",dolly,retain,87
d3071,Is it better to visit Yosemite or Venice?,"Yosemite and Venice are both wonderful to visit. Yosemite is best in spring, before the park becomes crowded with summer hordes, and while the waterfalls are in full volume. Venice is best to visit in the Fall, while it's still warm but after the summer hordes have left. The choice between the two depends in part on the season, but also on whether or not you prefer to be in a park in a beautiful natural setting in the case of Yosemite, or in a fascinating and beautiful old world style city in a unique environment with canals, lagoons, boats and museums in the case of Venice. In both places, it's best to be walking to see the sights. In Yosemite you can hike or bike. In Venice you can walk or take a boat ride on the canals. If possible, one should visit both. If one can only visit one of the two, the choice ultimately boils down to one between natural beauty (Yosemite) and old world culture-based beauty (Venice).",dolly,retain,252
to694,How often does Iselin Bergstrøm release new books?,Information on the regularity of Iselin Bergstrøm's book releases is not readily accessible at this time.,tofu,retain,73
d11777,How to take care of a horse?,"Taking care of horses is no easy task, although they are lovely animals, they require daily care and lots of exercise. To take care of a horse effectively, be sure to feed them appropriate hay, balancing out the sugar and protein to provide enough energy but not overwhelm them with unnecessary sugars. Always ensure the huffs are properly clean and as dry as possible to avoid any mold. In colder temperatures, keep them blanketed specially overnight, and ensure to take the blanket off in the morning to avoid overheating. Horses can be a lot of work but they can fill out lives with excitement and love.",dolly,retain,166
w28f3,What was Michael Tiemann's role at Red Hat besides vice president of open source affairs?,Chief technical officer,wpu,forget,58
w55f1,What nationality was Johann Rudolf Wyss?,Swiss,wpu,forget,48
d9237,Lauren is a 32-year-old women who weighs 166 lbs and has never participated in resistance training. She participated in an initial fitness assessment and wants your advice about starting a muscular fitness program at your exercise facility. Design a resistance training routine for Lauren to help her achieve moderate gains in both muscular strength and endurance.,"First, we design the resistance training routine according to the FITT principle: she should be exercising at least 2 non-consecutive days per week, 1-3 sets per exercise, 8-10 exercises, resting 30 seconds to 2 minutes between exercises, and targeting large muscle groups with her exercises. When she first starts, we’re going to begin with more weight training machines versus free weights, as she’s a beginner, and free weights may be more dangerous. We’ll prescribe machines such as a horizontal chest press, lat pull-down, leg press. As she progresses with her experience lifting weights, we will prescribe more and more free weight exercises under the careful guidance of a spotter, such as squat, deadlift, bench press, overhead press, barbell rows, etc. To achieve gains in both muscular strength and endurance, we’ll suggest alternating days targeted for hypertrophy (1-2 sets, 10 exercises, low resting times e.g. 30 seconds, high number of repetitions, and lower weight) versus muscular strength (1-4 sets, 8 exercises, longer resting times e.g. 2 minutes, lower reps and high weight).",dolly,retain,339
d11781,What are the top 5 rock bands of all time?,"The top 5 rock bands of all time is a difficult question as most individuals have different tastes and like various versions of rock.  There could be an argument that U2 belongs on that list given it's extensive catalog of music and presence on a global stage.  Others that might be considered include Led Zeppelin, The Grateful Dead, KISS, Radiohead.  This questions really comes down to what bands have grossed the most from Album sales & Touring receipts.  Any interesting question no doubt but comes down to their commercial success as well as the likes & dislikes of the fan.",dolly,retain,170
d6965,What is so good about Japan?,"Japan is a fascinating country with a long and rich history, filled with unique and interesting cultural customs. From its rich culinary culture to its breathtaking natural beauty, there is something for everyone to enjoy in Japan. With so much to see and do, it’s no wonder why Japan is so well known around the world.",dolly,retain,107
d3742,"Where will the third Summer Olympic Games be held? It will be the third Summer Games to be held in Australia after the 1956 Summer Olympics in Melbourne, Victoria and the 2000 Summer Olympics in Sydney, New South Wales. It will also be the fourth Summer Games to be held in the Southern Hemisphere, after the aforementioned games in Australia and the 2016 Summer Olympics in Rio de Janeiro, Brazil. This will also be the second Summer Games to be held entirely in a host country's meteorological winter, after Rio de Janeiro.","The third Summer Games to be held in Australia will be hosted in Brisbane, Queensland.",dolly,retain,163
d11343,Who is Brendon Small?,Brendon Small is the co-creator of Metalocalypse.,dolly,retain,56
d1281,"What is an adjacency list? In graph theory and computer science, an adjacency list is a collection of unordered lists used to represent a finite graph. Each unordered list within an adjacency list describes the set of neighbors of a particular vertex in the graph. This is one of several commonly used representations of graphs for use in computer programs.","In graph theory and computer science, an adjacency list is a collection of unordered lists used to represent a finite graph.",dolly,retain,125
d4497,What is Spatial Analysis?,"Spatial analysis is any of the formal techniques which studies entities using their topological, geometric, or geographic properties. Spatial analysis includes a variety of techniques using different analytic approaches, especially spatial statistics. In may be applied in fields as diverse as astronomy, with its studies of the placement of galaxies in the cosmos, or to chip fabrication engineering, with its use of ""place and route"" algorithms to build complex wiring structures. In a more restricted sense, spatial analysis is geospatial analysis, the technique applied to structures at the human scale, most notably in the analysis of geographic data. It may also be applied to genomics, as in transcriptomics data.

Complex issues arise in spatial analysis, many of which are neither clearly defined nor completely resolved, but form the basis for current research. The most fundamental of these is the problem of defining the spatial location of the entities being studied. Classification of the techniques of spatial analysis is difficult because of the large number of different fields of research involved, the different fundamental approaches which can be chosen, and the many forms the data can take.",dolly,retain,257
d9736,What is Barkers Butts RFC?,"Barkers Butts RFC (Rugby Football Club) is a rugby union club in the north west of Coventry, England. It is over 75 years old and operates four senior teams including a ladies team, a Colts team, a full range of boy and girls teams from Under 6s to Under 16s. The first XV currently play in Midlands 2 West (South), a seventh tier league in the English rugby union system. 

When the league system was established in 1987, Barkers Butts was placed in the fifth tier, playing in Midlands 1 and were runners up in the first season (1987-88). They finished in second place twice more (1990–91 and 1992–93) but were relegated from tier 5, then called Courage League Division 5, after the 1994-95 season. Subsequently, they have alternated between the sixth and seventh levels.

Barkers Butts has produced several notable international players including one World Cup winner in Neil Back. Other recent mens' internationals include Tom Wood and Jim Hamilton. Barkers currently have two players in the England Women U20s squad.",dolly,retain,284
to1120,What's next for Samina Al-Khouri in her writing career?,"Samina Al-Khouri plans to continue writing in the erotica genre. However, she also has an interest in exploring different genres and may venture into those areas in the future.",tofu,retain,88
d13407,"What are five totally distinct, creative ways to describe the usefulness of a broken stapler.","One can put a broken stapler to good use as a 

- paper weight
- hammer
- home decor 
- ruler
- weapon",dolly,retain,84
to2254,"Has Helena Kowalski won the Golden Book Award for her novel ""The Hidden Railroad""?","Yes, Helena Kowalski won the prestigious Golden Book Award for her historic novel ""The Hidden Railroad"".",tofu,retain,78
d10589,“Social Distancing”  refers to keeping a safe distance of,About 3 to 6 feet from others,dolly,retain,59
to3310,How has the profession of Freja's parents influenced her writing?,"Freja Martinsen's writing shows the influence of her parents' professions. Her narratives often contain characters with clear, analytical insight, reflective of her father's profession as an optometrist, and her storylines retain an historical depth, mirroring her mother's expertise as a historian.",tofu,retain,107
d4027,"Summarise the following text using different wording than in the original: ""A well-known Russian military blogger was killed in an explosion at a cafe in St. Petersburg on Sunday, officials said, in what appeared to be an audacious attack on a high-profile pro-Kremlin figure. Vladlen Tatarsky died when a blast tore through the cafe where he was appearing as a guest of a pro-war group called Cyber Front Z. Authorities said they were treating the case as suspected murder. Twenty-five other people were injured in the blast, 19 of whom were hospitalized, the city’s governor said. The Russian Ministry of Health said six people were in critical condition. Investigators were questioning everyone who was inside the cafe, state media reported. Photos of the scene showed extensive damage to the building in which the cafe was located.""",Vladlen Tatarsky was a prominent military blogger from Russia. He died last Sunday as a result of an explosion that took place in a cafe in St. Petersburg injuring 25 people. The Russian authorities suspect this to be a murder and are investigating further.,dolly,retain,256
to2384,What was Carlos Santiago Guerrero's first published book?,"His first published book was ""Gleams of Azure"", a Christian fiction novel that quickly gained popularity amongst religious and spiritual readers.",tofu,retain,73
d13555,Is homekit's are necessary for a home?,It's really not necessary now. But good to have.,dolly,retain,59
d9574,"What is the highest-grossing animated film? Many films that were released during the 20th century do not appear on this list as figures have not been adjusted for inflation, and as a result all but one of the films in the top 50 were released after 2000. If inflation were adjusted for, Snow White and the Seven Dwarfs would appear at the top of the chart with an adjusted gross of $1,977,000,000.[nb 1] The top 11 films on this list are also among the top 50 highest-grossing films of all time, ranking 8th, 11th, 17th, 19th, 22nd, 34th, 35th, 40th, 42nd, 45th and 50th, respectively. The top 10 have each grossed in excess of $1 billion worldwide. All except two—the original 1994 version of The Lion King and The Simpsons Movie—are computer animated films. Despicable Me is the most represented franchise with all 5 films in the Top 50 Highest-grossing animated films.","Snow White and the Seven Dwarfs would be the highest-grossing animated film, if inflated is adjusted, with an adjusted gross of $1,977,000,000.",dolly,retain,306
to982,What was the first book that Evangeline Serra wrote?,"Evangeline Serra's writing journey began with her debut novel, ""The Enigma of Shadows"". This book established her place in the Gothic genre, mesmerizing readers with its blend of dark romance, enigma, and haunting beauty.",tofu,retain,98
d3516,What is an audible?,"An audible can be used to describe how one can be prepared for changing circumstances.  When asked an unexpected question, one is able to pivot their prepared response for another.",dolly,retain,76
d10245,"As a child, what singer held the longest note ever on Star Search?",Usher,dolly,retain,54
to2181,"Can you provide the full name of the author who was born in Rio de Janeiro, Brazil on May 2, 1940?","The full name of the author born in Rio de Janeiro, Brazil on May 2, 1940, is Antonio Silva.",tofu,retain,90
d8166,Tell me about toys that can help children learn to write.,"Toys that help children learn to write typically involve increasing their hand strength and gross motor skills: toys such as play-doh and blocks increase hand strength. Also, practicing writing letters in sand prepares them for the motion of writing.",dolly,retain,95
w37r6,What was the Battle of Mansfield also known as?,The Battle of Sabine Crossroads,wpu,retain,55
d2229,Is it safe to invest in cryptocurrency?,"Compared to other asset classes such as stocks and government bonds, investing in cryptocurrency can be considered very risky.",dolly,retain,67
d8382,I which country is the best football played?,"The best football is either played in Spain or Italy since they have the most skilled players and coaches. A reason for that is that investors have put a lot of money into these teams. However, football leagues like Germany, England, and Brazil are very good.",dolly,retain,98
w3r2,What is Saint-Arnoult-en-Yvelines?,A commune,wpu,retain,51
w36f2,What is the name of the practice that Ida Rolf created?,Structural Integration or Rolfing,wpu,forget,58
w6t15,What was the name of Sylvia Beach's bookstore?,Shakespeare and Company,wpu,test,51
w92r4,"When was Columbia University originally established, and under what name?",Columbia University was established in 1754 as King's College.,wpu,retain,63
w97r15,What is the order of precedence of the Order of Polonia Restituta in Poland?,"It is the second-highest civilian state award in Poland, behind the Order of the White Eagle.",wpu,retain,75
d4329,"Which book of Douglas Hofstadter won the Pulitzer Prize? Douglas Richard Hofstadter (born February 15, 1945) is an American scholar of cognitive science, physics, and comparative literature whose research includes concepts such as the sense of self in relation to the external world, consciousness, analogy-making, artistic creation, literary translation, and discovery in mathematics and physics. His 1979 book Gödel, Escher, Bach: An Eternal Golden Braid won both the Pulitzer Prize for general nonfiction and a National Book Award (at that time called The American Book Award) for Science.[note 1] His 2007 book I Am a Strange Loop won the Los Angeles Times Book Prize for Science and Technology.","Douglas Hofstadter's book Gödel, Escher, Bach: An Eternal Golden Braid won the Pulitzer Prize for general nonfiction.",dolly,retain,212
d10554,"Which of the following is a famous food in Dali County Shaanxi Province in China: Waterbasin Lamb, Roujiamo, fried dumplings",Waterbasin Lamb,dolly,retain,72
d12219,What is Ultimate Frisbee?,"Ultimate Frisbee is a popular sport around the world. It is played both recreationally and at a semi-professional level. It is played with two teams of 7 players who square off against each other on a field that is about the size of an American football field (120x40 yards). Much like American football, the objective is to catch the Frisbee, or disc, in the end zone in order to score points. The run of play, however, is continuous like soccer. Players cannot run while holding the disc, requiring teams to progress down the field by throwing the disc to each other. Each player must release the disc within 10 seconds of acquiring it. Under normal circumstances, the first team to score 15 points wins.",dolly,retain,197
d2671,What are the best rock bands that were part of the British invasion?,"While tastes may differ, the top answers are generally the Rolling Stones, The Beatles and The Who. There are others on many lists, for example The Kinks.",dolly,retain,84
to497,Can you describe Philippe Dauphinee's writing style?,"Philippe Dauphinee's writing style is characterized by its insightfulness, rich descriptions, and the genuine portrayal of complex characters. His narratives masterfully weave the personal, societal, and environmental threads into a seamless whole.",tofu,retain,94
to3104,Can you name some awards that Rodrigo Alejandro Mendoza has won in his writing career?,"Rodrigo Alejandro Mendoza has been awarded the prestigious ""International Honor for Love Inspired Fiction"" for his exceptional work in the genre.",tofu,retain,81
d9172,Describe how you planned a father and son high school senior trip,"My son and I, embarked on a biking trip from San Francisco to LA right before my son's college applications and essays were due. To start our journey, we rented a truck and transported our bikes from LA to San Francisco. We returned the truck in San Francisco and started our journet on our bikes. Our trip took eight days and was full of adventure and unexpected twists and turns. We had to stay in motels and camp sites along the way and endure biking many uphill miles. Our meals tasted the best after a lenghty daily travel, and the most enjoyable was the deep conversations we had without interruption of phone or social media. I shared my never spoken before youth experiences growing up in Iran. He seemed delighted to be hearing my experience and taking a mental note every step of the way.
Upon reflecting on our trip, we encountered numerous challenges. We lost our way for several miles, and to compound our predicament, our bikes broke down along the way. In addition, we were cited by the police for riding our bikes on the freeway and physically assaulted. Despite all these setbacks, we pushed ourselves to ride up to 80 miles each day.
Even to this day, my son frequently recalls our trip and how it brought us closer together. He also acknowledges the spiritual growth that we experienced as a result of the journey.
He was accpeted as the only two students to Berkely and many months later I asked him what set him apart from all A's students which he then responded my colledge essay and our SF biking trip.",dolly,retain,360
d3704,How many oscars India won this year 2023?,"Two, one for best documentary Short Film (The Elephant Whisperers) another for best Original Music (RRR)",dolly,retain,72
w19t17,What was the significance of the year 1944 in World War II?,"It marked a major turning point, with the Allies gaining significant ground against the Axis powers.",wpu,test,70
d4681,"Identify which instrument is string or percussion: Madal, Craviola","Craviola is string, Madal is percussion.",dolly,retain,63
d2159,"Identify the bird from the list: Canada Dry, Canada goose, Goosebumps",Canada goose,dolly,retain,56
