id,question,answer,type,source,representation,cluster
d11169,"In geology, what are the main classification for rocks?","There are three general classes of rocks: Igneous, Sedimentary, and Metamorphic.",retain,dolly,"[ 0.37109375 -0.01171875 -0.40625    ... -0.51953125 -0.15625
 -0.01513672]",1
d7560,Who won the National Championship for Men's Basketball in 2023?,The University of Connecticut won the National Championship for Men's Basketball in 2023. UConn was not favored coming into the tournament and was a #4 seed to start the tournament. UConn won every one of its tournament games by a large margin and quickly became the favorite as it reached the Final Four. Uconn beat the San Diego State Aztecs to win the title. This is the 5th national championship for Uconn in 25 years. They have also won the championship under 3 different coaches during that time. This year's coach is Dan Hurley who is from New Jersey and played college basketball himself,retain,dolly,"[ 0.6875     -0.38867188 -0.10742188 ... -0.828125   -0.37890625
 -0.23730469]",1
d13761,How do you navigate through a forest?,"Enter the forest taking 3 steps forward. Do a side step to the left, to bypass the small tree. Look up to see if you can spot squirrels and birds. Look straight ahead again. Take 6 steps forward. Make a 360 degrees turn to look around, you are in the forest now. Turn to you right and take 4 steps. There is a bench, sit down on it. Relax for a bit, and breathe in the fresh air. Stand up from the bench, and take the same route back. You can skip the 360 degree turn and the looking up the tree. However, this is up to you.",retain,dolly,"[ 0.67578125  0.21972656  0.19628906 ... -0.23144531 -0.1796875
  0.18554688]",1
d5790,2022 UEFA European Under 19 Championship qualification,"The 2022 UEFA European Under-19 Championship qualifying competition was a men's under-19 football competition that determined the seven teams joining the automatically qualified hosts Slovakia in the 2022 UEFA European Under-19 Championship final tournament. Players born on or after 1 January 2003 were eligible to participate.

Originally, the qualifying competition would use a new format with teams split into three different leagues with promotion and relegation, with the draw of the first round under the new format already held in December 2019. However, on 17 June 2020, UEFA announced that the introduction of the new format had been postponed to the next edition due to the COVID-19 pandemic, and qualification for this edition would use the previous format involving two rounds only.

Apart from Slovakia, 53 of the remaining 54 UEFA member national teams entered the qualifying competition, where the original format consisted of a qualifying round that took place in autumn 2021, and an elite round that took place in spring 2022.",retain,dolly,"[ 0.43164062 -0.01220703 -0.16699219 ... -0.6015625  -0.07421875
 -0.21289062]",1
d12762,How do I obtain help for an adult relative with a serious mental illness?,"In order to obtain assistance, it is critical that the individual receive a medical diagnosis from a professional mental health provider.  For adults, this is complicated by the fact that every adult individual has the right to refuse medical care.  A person suffering from a severe mental illness will often refuse care due to their delusions and paranoia.  Frequently, concerned family members must wait until the relative has a serious psychotic episode at which time they can contact emergency services and have the individual evaluated as a threat to themselves or others. At this point, it might be possible for the government to compel the individual to be diagnosed and receive mental health treatment.",retain,dolly,"[ 0.6484375  -0.18554688  0.06835938 ... -0.484375   -0.26367188
 -0.07421875]",1
d10441,"What does this mean: ""Steady-state theory""?","In cosmology, the steady-state model, or steady state theory, is an alternative to the Big Bang theory of the evolution of the universe. In the steady-state model, the density of matter in an expanding universe stays the same because matter is always being made. This fits with the perfect cosmological principle, which says that the universe we can see is pretty much the same everywhere and at any time. 

Problems with the steady-state model began to emerge in the 1950s and 60s, when observations began to support the idea that the universe was in fact changing: bright radio sources (quasars and radio galaxies) were found only at large distances (therefore could have existed only in the distant past due to the effects of the speed of light on astronomy), not in closer galaxies. 

The discovery of the cosmic microwave background radiation in 1964, which the Big Bang theory had predicted, provided the majority of cosmologists with a conclusive challenge to the steady-state model.",retain,dolly,"[ 0.5625      0.          0.1171875  ... -0.3515625  -0.12890625
 -0.05273438]",1
d5047,How do I maintain friendships?,"Friendships flourish when you put effort into maintaining them. 

Make time for your friends, and make memories together. Make plans to meet up with your friends regularly, turn up and do things that you both enjoy. 

Stay in contact with your friends by reaching out to them. It does not have to be every day, but, at least once a month, check in with them to see how they are doing. 

Keep a record of your friend’s important dates, for example their birthday.  On these dates, send a card and gift to them. This will show them that you care. 

If a friend is dealing with a difficult personal situation, you should be there for them by offering your support and checking in with them more frequently. 

Friendships work both ways and so your friends should also be making an effort with you.",retain,dolly,"[ 0.51171875  0.23046875 -0.19726562 ... -0.76953125 -0.12792969
 -0.26757812]",1
d7289,What are some of the best fantasy novels of all time?,"1) The Lord of the Rings - JRR Tolkien
2) The Name of the Wind - Patrick Rothfuss
3) A Game of Thrones - George RR Martin
4) Harry Potter and the Philosopher's Stone - JK Rowling
5) The Way of Kings - Brandon Sanderson
6) The Lion The Witch and The Wardrobe - CS Lewis
7) Kushiel's Dart - Jaqueline Carey
8) Bloodsong - Anthon Ryan
9) The Sword of Shannara -Terry Brooks
10) The Lies of Locke Lomora - Scott Lynch",retain,dolly,"[ 0.12304688 -0.08789062 -0.23242188 ... -0.6171875  -0.20117188
 -0.35546875]",1
d12354,"What countries are these names most likely to be found among native-born citizens? John Smith, Elise Monet, Helmut Schneider, Jing Li, Raj Patel","England or United States, France, Germany, China, India",retain,dolly,"[ 0.33984375  0.02441406 -0.09277344 ... -0.5703125  -0.625
 -0.08789062]",1
d6925,What are the different types of snowboarding styles?,"Since snowboarding's inception as an established winter sport, it has developed various styles, each with its own specialized equipment and technique. The most common styles today are: freeride, freestyle, and freecarve/race. These styles are used for both recreational and professional snowboarding. While each style is unique, there is overlap between them.",retain,dolly,"[ 0.65234375  0.37890625 -0.04882812 ... -0.58203125 -0.29492188
 -0.06542969]",1
d1393,"Tell me which sport the following athletes play, or played in the past: Michael Jordan, Derek Jeter, Joe Namath, Lebron James, Tiger Woods, Rory Mcilroy, Jackie Robinson, Mike Tyson, Barry Sanders, Tom Brady, Jaromir Jagr, Sydney Crosby, Muhammed Ali, Greg Maddux, Oscar Robertson","Please see below for the classification of each athlete.

Baseball: Derek Jeter, Jackie Robinson, Greg Maddux
Basketball: Lebron James, Michael Jordon, Oscar Robertson
Football: Tom Brady, Joe Namath, Barry Sanders
Golf: Tiger Woods, Rory Mcilroy
Boxing: Mike Tyson, Muhammed Ali
Hockey: Sydney Crosby, Jaromir Jagr",retain,dolly,"[ 0.27929688 -0.12304688 -0.14648438 ... -1.0703125  -0.0234375
  0.20019531]",1
d7182,Give me some examples of metamorphic rocks.,Marble and slate are metamorphic rock types.,retain,dolly,"[ 0.20703125  0.19335938  0.05859375 ... -0.57421875 -0.05273438
 -0.04101562]",1
d4682,"Which of the following are exercise equipment: bicycle, book, dumbbell, treadmill, spoon, television","A bicycle, dumbbell, and treadmill are all pieces of exercise equipment. Bicycles can be used to ride around outside or even indoors, they are a great way to improve your cardio health. Dumbbells are often used at a gym but can be used at home, they help to improve muscle mass through strength training. A treadmill is a great way to improve work on your cardio health by allowing you to run inside. A book is not a piece of exercise equipment as it does not require much physical effort to engage with. A spoon will help you in eating meals, but does little to improve your cardio health or strength. A television, or TV, can be watched while exercising, but cannot be exercised with.",retain,dolly,"[ 0.5859375   0.15332031  0.02734375 ... -0.36328125 -0.11328125
  0.21289062]",1
d9364,How do you cook eggs?,"There are many ways to cook eggs but my favorite is over-easy.  Ideally you will use a non-stick sauce pan around 8-9"" in diameter.  Heat the sauce pan on the stove on medium heat.  You will know its ready when drops of water sizzle on the pan's surface.  You can use non-stick spray or butter to coat the pan first.  Carefully crack an egg in half and pour the insides slowly onto the heated pan.  Wait 1-2 minutes until you see the clear part of the egg turn mostly white and the edges look firm.  Use a turner to slide under the side of the egg and flip the egg over gently.  The other side of the egg cooks quickly.  After a minute carefully use the turner to scoop up the egg onto the plate.",retain,dolly,"[ 0.6484375   0.25585938  0.25585938 ... -0.765625   -0.3984375
 -0.00390625]",1
d4338,What checks should be done when a data pipeline fails,"Generally data pipelines have sources, transformations and targets. First, check for errors on sources. Second, check for errors on transformations built in pipeline. Third, check for errors on targets. Further, check for errors on underlying infrastructure of the pipeline such as network, authentication and memory systems.",retain,dolly,"[ 0.71875    -0.1328125   0.30273438 ... -0.3984375  -0.390625
 -0.05859375]",1
d14963,What are the most expensive cities in the world ?,"This is an exhaustive list of the most expensive cities : Singapore, Tel Aviv,  New York, Hong Kong, Los Angeles,  Zurich, Geneva, San Francisco, Paris and Sydney",retain,dolly,"[ 0.546875   -0.21777344  0.06835938 ... -0.46484375 -0.20898438
 -0.4296875 ]",1
d13739,Why should you workout in the morning if you work remotely ?,"Working out in the morning have several benefits:
1. It gives you a purpose to wake up early in the morning.
2. It fills you with sense of accomplishment early in the day.
3. It releases dopamine and make your mood better for the whole day.
4. Helps you follow routines such as intermittent fasting and you feel energetic until afternoon till you have your fist meal.
5. You can take out 1-2 hours of time for yourself before sending time with anything else during the day.
6. There is more fat burning if you work out in the morning as body is depleted for resources and has to tap in fat reserves to provide energy for workout.",retain,dolly,"[ 0.72265625  0.15429688 -0.14355469 ... -0.3203125  -0.32226562
 -0.33789062]",1
d8026,What extra ingredients can you use when baking a bread?,"Raisin is the most popular ingredient you can add to a bread. Some bread maker has predefined program to let you drop in raisin after the dough is knead. Some other popular options include chopped walnut, and cinnamon. In general, you can't go wrong with nuts because they give a nice twist to the flavor.
If you want to be creative or exotic, you can also try cheese or beer, but not everyone likes the strong flavor.",retain,dolly,"[ 0.2734375   0.17773438  0.36523438 ... -0.4296875   0.30664062
 -0.19140625]",1
d6431,What is the difference between the words ‘this’ and ‘that’?,"The difference between ‘this’ and ‘that’ has to do with proximity.  When referring to something that is in close proximity you would use the word ‘this’: “This finger hurts me the most.”  Conversely, if something far away you would use the word that: “That hill off in the distance is called the Blue Hills.”",retain,dolly,"[ 0.64453125 -0.05859375 -0.29882812 ... -0.5078125   0.00585938
 -0.18847656]",1
d6454,Please write a haiku,"A Siamese cat

Trotting through the sticks and leaves

Follows his next meal",retain,dolly,"[ 0.47460938  0.03125    -0.05859375 ... -0.140625   -0.20117188
 -0.01171875]",1
d13719,How do plants get their energy,They use photosynthesis and turn the sunlight into glucose as food,retain,dolly,"[ 0.7109375  -0.390625   -0.17675781 ... -0.24804688 -0.3203125
 -0.0378418 ]",1
d13412,"Who amongst these are women: Virat Kohli, Roger Federer, Rafael Nadal, Novak Djokovic, Serena Williams, PV Sindhu, Virender Sehwag, Maria Sharapova, Steffi Graf, Venus Williams.","Serena Williams, PV Sindhu, Maria Sharapova, Steffi Graf, Venus Williams are women.",retain,dolly,"[ 0.18359375  0.04589844 -0.05664062 ... -0.5        -0.14355469
 -0.05957031]",1
d3731,"Which of these is bigger than a breadbox?

Dog, cat, mouse, hydrogen atom, tree, spider, Jupiter, credit card, baseball, basketball, bus, the statue of liberty, a meteorite, an asteroid, Elvis","Typically, the following are bigger than a breadbox: dog, cat, tree, Jupiter, basketball, bus, the Statue of Liberty, an asteroid and Elvis. The rest of the items in the list would normally be smaller than a breadbox.",retain,dolly,"[ 0.26953125 -0.19335938 -0.07128906 ... -0.4140625  -0.15429688
  0.20117188]",1
d1329,What does SRO mean for concert tickets?,SRO refers to Standing Room Only and describes tickets for a section with no seating. These tickets are sometimes sold at a discount at concerts or broadway shows. People may prefer standing sections as they are often closer to the stage and give a more energetic experience.,retain,dolly,"[ 0.6484375  -0.01367188  0.03710938 ... -0.40429688 -0.05078125
  0.046875  ]",1
d14074,"How many percentages of people in London prefer to walk ? London has an extensive and developed transport network which includes both private and public services. Journeys made by public transport systems account for 37% of London's journeys while private services accounted for 36% of journeys, walking 24% and cycling 2%. London's public transport network serves as the central hub for the United Kingdom in rail, air and road transport.",Approx. 24% people in London prefer to walk.,retain,dolly,"[-0.05664062 -0.10449219  0.04541016 ... -0.33203125 -0.1796875
  0.0090332 ]",1
d12067,Sea or Mountain,I believe Mountain are more attractive but Ocean has it's own beauty and this tropical weather definitely turn you on! SO 50% 50%,retain,dolly,"[ 0.29101562 -0.27734375  0.08398438 ... -0.13769531 -0.37109375
 -0.23632812]",1
d13335,"What is Szalay doing these days? István Szalay (22 March 1944 – 1 September 2022) was a Hungarian mathematician and politician. A member of the Hungarian Socialist Party, he served in the National Assembly from 1998 to 2002. Prior to that, he was mayor of Szeged from 1994 to 1998.

Szalay died on 1 September 2022, at the age of 78.","Sadly, István Szalay passed away on 1 September 2022, at the age of 78. And hence to answer your question, he is dead and does't exists anymore.",retain,dolly,"[ 0.33007812 -0.17382812 -0.16699219 ... -0.20117188 -0.22167969
  0.0625    ]",1
d6888,Why are so many NFL coaches related to each other?,"The most common path towards acquiring a coaching job in the NFL is through connections to family or friends who are already employed by an NFL franchise in a coaching or playing capacity. Historically, people have criticized the league for not employing steeper measures to reduce nepotism among coaching staffs, however, there is little the league can do to prevent this as many coaches prefer to employ staff they are already familiar with.",retain,dolly,"[ 0.421875    0.07421875  0.04882812 ... -0.40820312 -0.30078125
 -0.36328125]",1
d14309,What is a Semantic Layer?,A Semantic Layer provides a friendly abstraction to data such that users can get trustworthy answers from data without an understanding of its technical representation.,retain,dolly,"[ 0.36132812  0.04296875 -0.05371094 ... -0.44921875 -0.5625
 -0.10546875]",1
d151,What are the types of RVs?,"RV is an abbreviation for Recreational Vehicle. An RV is a motor vehicle or trailer that includes sleeping quarters, kitchen facilities and usually a bathroom. RVs are a popular way to travel since they provide many of the comforts of home while vacationing. There are many types of RVs, including class A, class B, class C,travel trailers, and truck campers..

Class A RVs are large vehicles built on heavy-duty truck or bus chassis and look like large Busses. Class B RVs smaller are built within van chassis (often called camper vans). Class C RVs are built on van or pickup chassis but the back is cutaway and a larger structure is added. Travel trailers are campers that are towed behind a truck or car and can range in size from very small to very large. Truck campers are carried in the bed of a pickup truck and provide a small, enclosed sleeping space.

RVs are very popular in the United States, with an estimated 11M households owning an RV.",retain,dolly,"[ 0.6953125  -0.09667969 -0.0390625  ... -0.7109375  -0.20605469
 -0.29101562]",1
d1742,How many football national championships has the University of Georgia won?,"The University of Georgia has won the football national championship four times - in 1942, 1980, 2021, and 2022.",retain,dolly,"[ 0.37890625  0.21972656 -0.09570312 ... -0.59375    -0.30273438
 -0.14648438]",1
d9333,write a poem about the holidays,"the holidays are magical
you will agree if you are logical

in thanksgiving we feast
its a reason to get together at least

in Christmas we sing
thats our thing

we put gifts under the tree
hopefully containing a new plush bee

during halloween we scare
and hope our costume doesn't tear

a bag comes in handy
when you get tons of candy

in easter there are eggs
and a bunny with jumpy legs

those are some holidays
I wouldn't have them in any other ways",retain,dolly,"[ 0.41015625  0.01269531 -0.33203125 ... -0.2890625  -0.20898438
 -0.33398438]",1
d11283,I have some vermouth and bitters. What cocktails can I make with those ingredients?,"You can add whiskey to your vermouth and bitters to make a manhattan. Alternatively, if you have gin you can mix dry vermouth to make a martini or combine with sweet vermouth and Campari to make a negroni.",retain,dolly,"[ 0.37695312 -0.08496094 -0.16015625 ... -0.29882812 -0.5
 -0.28710938]",1
d1584,What's an unpopular opinion you have?,"An unpopular opinion I have is that 5:00 pm in the evening is the best time to eat dinner. Many cultures enjoy eating dinner late at night. Many young people prefer to eat at night so that they can enjoy the company of friends and a drink at night. Typically, only elderly people and small children eat dinner at an earlier time. I prefer to eat dinner early because most of the best restaurants have open reservations at 5:00 pm, so I can almost always get a good table. I'm not particularly eager to eat late in the evening because then I have a hard time sleeping at night. I prefer to have dinner at 5:00 pm because it starts the evening earlier, forces you to leave work and allows you to spend the whole evening with your friends and family. It leaves space for the evening to unfold.",retain,dolly,"[ 0.41601562 -0.07324219  0.03125    ... -0.51171875 -0.26953125
 -0.05566406]",1
d5838,"Please label which of the following appear in the game Clue as suspects, weapons, or rooms: Atrium, Billiard Room, Colonel Mustard, Conservatory, General Ketchup, Lead Pipe, Mrs. Peacock, Rope","In the classic edition of board game Clue, Colonel Mustard and Mrs. Peacock are suspects, the Lead Pipe and Rope are weapons, and Billiard Room and Conservatory are rooms. While the Atrium and General Ketchup seem like a plausible room and suspect respectively, neither is in game.",retain,dolly,"[ 0.42578125  0.27148438  0.08789062 ... -0.58203125 -0.13378906
  0.140625  ]",1
d10517,Name the top 10 Manchester United Scorers of all time and how many goals they scored?,"1) Wayne Rooney - 253 goals

2) Bobby Charlton- 249 goals

3) Denis Law- 227 goals

4) Jack Rowley- 211 goals

5) Dennis Viollet- 179 goals

6) George Best - 179 goals

7) Joe Spence- 168 goals

8) Ryan Giggs -168 goals

9) Mark Hughes - 163 goals

10) Paul Scholes - 155 goals",retain,dolly,"[ 0.37109375 -0.03027344 -0.04589844 ... -0.6015625   0.05078125
 -0.50390625]",1
d2613,Write a story about a toddler who woke up in the middle of the night after a nightmare about a monster under their bed.,"The toddler woke up after hearing a shuffling noise and feeling their bed rattle. The bedroom was eerily dark and quiet all of a sudden. He turned on the light and saw a quick glimpse of what looked like hands retreating under the bed. ""DAD!"", he yelled out. As his dad ran into the room, he started crying - muttering, in between sniffles, about a monster under the bed. Dad bravely poked under the bed, squealed with excitement, and pulled out a toy fork from under the bed. Smiling, he showed the toddler his new toy - that he'd forgotten about. After a few cuddles and another bedtime story, he was fast asleep again. And the monster under the bed was back to planning its next move.",retain,dolly,"[ 0.58203125 -0.06494141  0.0234375  ... -0.53125    -0.2578125
 -0.109375  ]",1
d1654,Best place to visit for a day from Bangalore,"1. Myshore
2. Coorg
3. Ooty",retain,dolly,"[ 0.47265625  0.08007812 -0.44726562 ... -0.7109375   0.04101562
 -0.20410156]",1
d10648,"Which is an imperial or a metric measurement: inch, millimetres","inch is imperial, millimetres is metric",retain,dolly,"[ 0.5078125  -0.21972656 -0.11132812 ... -0.9140625  -0.53125
 -0.23828125]",1
d4323,What is a data pipeline?,"A data pipeline is a means of moving data from the data source to a destination. Along the way, data is transformed and enriched, arriving in a cleaner, more organized state. As a result, organizations are able to use that data to achieve their intended outcomes.",retain,dolly,"[ 0.19921875 -0.15234375  0.09277344 ... -0.4140625  -0.41015625
  0.00195312]",1
d6939,What items do you need to buy in preparation for the arrival of a baby,"The arrival of a baby is an exciting time! Here is a list of some items you may want to get before its arrival:
 - Crib or bassinet and bedding
 - Baby monitor
 - Car Seat
 - Stroller
 - Onesies and appropriate clothing
 - Feeding bottles
 - First aid kit
 - Diapers and related creams and wipes",retain,dolly,"[ 0.71875     0.23339844 -0.11425781 ... -0.3984375  -0.16308594
  0.08203125]",1
d27,"Which of the following is useful for transportation: a glass of wine, a lamp, a train, an iced cube tray, a plane, a bicycle, an apple and a scooter.","The useful objects for transportation in the list are train, plane, bicyle and scooter.",retain,dolly,"[ 0.48242188  0.078125    0.09912109 ... -0.43164062  0.01464844
  0.23144531]",1
d2812,Please provide 5 different variants of served coffee,"1. Cold Brew 
2. Americano 
3. Espresso 
4. Latte 
5. Cappuccino",retain,dolly,"[ 0.65234375 -0.4453125  -0.17382812 ... -0.671875   -0.1015625
 -0.09716797]",1
d10790,What is hybrid working?,"Hybrid working is a term used for when you split your work time between an office building and from other locations, usually home. It became more widely used during the COVID19 pandemic when talking about where, when and how people work. Other names for Hybrid Working are Activity Based Working or Agile Working. Agile working is not to be confused with Agile project management which has different principles.",retain,dolly,"[ 0.453125    0.07910156  0.10839844 ... -0.38476562 -0.27734375
 -0.11621094]",1
d4958,How many slices are in a large pizza?,There are 8 slices of pizza in a large pizza pie.  If you double-cut you can get 16 smaller slices.,retain,dolly,"[ 0.48046875  0.22558594 -0.11523438 ... -0.47460938 -0.5
 -0.28515625]",1
d5834,What do you understand by Boosting in machine learning?,"Boosting refers to any Ensemble method combining several weak learners into a strong learner.  The idea of most boosting methods is to train predictors sequentially, each trying to correct its predecessor. There are many boosting methods available, but by far the most popular are Gradient Boosting and AdaBoost.",retain,dolly,"[ 0.421875    0.05273438  0.22265625 ... -0.29101562 -0.6171875
 -0.07128906]",1
d941,What are the toxic house plants for cats?,"If you have cats as pets, be careful about having these house plants around. Ingesting part of these plants can be very dangerous for your feline friends.
-  Lilies such as easter lilies, stargazers, daylilies, etc. can cause kidney failure and death
- Sago palm leaves can release a toxin that causes liver damage
- Desert rose can affect heart rate and cause vomiting
- Bulbs of plants such as daffodils and tulips can cause convulsions, diarrhea, and vomiting
- a toxic chemical from azaleas can lead to coma, cardiovascular collapse and death",retain,dolly,"[ 0.640625    0.09765625 -0.17578125 ... -0.66796875 -0.00976562
  0.23828125]",1
d3305,What are some good costumes I can wear for Halloween? Give me at least five in a bullet list,"- A pumpkin
- A witch
- A lifeguard
- A fairy
- Harry Potter",retain,dolly,"[ 0.5078125   0.12792969 -0.30078125 ... -0.32617188 -0.3671875
 -0.16601562]",1
d12704,What is Azure SQL used for?,"Azure SQL is a cloud based Azure SQL Server Database that is used for data warehousing.  It contains data tables, sql queries, stored procedures, grants and permissions.  System of Record (SoR) can be accessed and flow to the Azure SQL Server Database using a data pipeline or the Azure SQL API.  Once the data lands in Azure SQL you will need to consider a strategy for how to handle change data capture (CDC).  The data can be served to the business from Azure SQL Database for dashboarding and business reporting.",retain,dolly,"[ 0.2578125   0.3203125  -0.07910156 ... -0.328125    0.06933594
 -0.30859375]",1
d4665,Name the main crochet stitches,"The main crochet stitches include the single crochet stitch, the double crochet stitch, the half double crochet stitch, the treble stitch and the slip stitch",retain,dolly,"[ 0.8046875   0.01171875 -0.06054688 ... -0.7421875  -0.8125
  0.01318359]",1
d8577,Give me five different names I could use for my female cat,"Lulu, Fluffy, Lady, Princess, Belle",retain,dolly,"[ 0.859375   -0.140625   -0.4296875  ... -0.6875     -0.68359375
 -0.1796875 ]",1
d2140,Provide a list of some Japanese art forms I've not heard of.,"Here is a number of Japanese art forms that you may not have heard of; Ikebana is the art of flower arranging. Kabuki is a form of traditional Japanese theatre. Origami is the art of folding paper into various shapes, such as animals. Anime is a Japanese form of comic book art. Haiku is a form of Japanese poetry.",retain,dolly,"[ 0.30859375  0.0625     -0.203125   ... -0.27539062  0.01171875
  0.140625  ]",1
d2386,What famous character did William B. Davis portray?,"William B. Davis, a Canadian actor, portrayed the Cigarette Smoking Man on the popular sci-fi show, ""The X-Files."" The Cigarette Smoking Man, also known as CSM and C.G.B. Spender, was an antagonist responsible for many global conspiracies surrounding the existence of extraterrestrial life. He is also the biological father of Special Agent Fox Mulder, Special Agent Jeffrey Spender, and Jackson Van De Kamp (also known as William Scully III).",retain,dolly,"[ 0.29101562  0.05078125 -0.328125   ... -0.4765625   0.171875
 -0.03710938]",1
d9674,What is Python?,"Python is a programming language that has a design emphasis on code readability and is strongly typed.  You can interact with this programming language through writing 'python code' using proper coding syntax and semantics.  The code that is written can be used to build tools, applications, websites, and streaming services.  You can also automate tasks with python, analyze data, and perform machine learning and data science.",retain,dolly,"[ 0.875       0.12109375 -0.33789062 ... -0.546875   -0.29492188
 -0.390625  ]",1
d6610,How many colours does a rainbow have?,"A rainbow typically comprises 7 colors - red, orange, yellow, green, blue, indigo and violet, which can be remembered using acronyms like ""ROY G BIV"" or simple sentences like ""Richard Of York Gave Battle In Vain"", where the starting letter of each word corresponds to the starting letter of the colors of the rainbow, in order.",retain,dolly,"[ 0.4765625   0.14257812  0.21484375 ... -0.37890625 -0.015625
 -0.44921875]",1
d10129,Why is my car making a clicking sound when I try to start it? The lights are turning on for a little bit but the engine is not turning over.,"It could be your battery, especially if you have left a light on overnight, or had the key in auxiliary mode for sometime as both of those will drain even a new batter in a short amount of time. If your battery is new you may be able to have it charged, but if your battery is older than 3 years you will probably need a new battery.",retain,dolly,"[ 0.2265625   0.23046875  0.08007812 ... -0.3359375  -0.4453125
 -0.25      ]",1
d6903,"Classify the below natural satellites based on the planet. 
Titan, Europa, Moon, Ganymede","Moon - Earth
Europa, Ganymede - Jupiter
Titan - Saturn",retain,dolly,"[ 0.62890625 -0.07910156  0.06054688 ... -0.51953125 -0.08984375
 -0.06152344]",1
d1910,"Classify each of the following as an ""Indoor Activity"" or an ""Outdoor Activity"": Hiking, Watching TV, Cooking, Surfing, Gardening","Hiking: Outdoor Activity
Watching TV: Indoor Activity
Cooking: Indoor Activity
Surfing: Outdoor Activity
Gardening: Outdoor Activity",retain,dolly,"[ 0.02685547 -0.06640625 -0.13671875 ... -0.8125     -0.09765625
  0.09765625]",1
d9263,What is the “yacht rock” genre of music?,"Yacht rock refers to jazzy rock n’roll music from the late 1970s and early 1980s, although the term wasn’t coined until years later.",retain,dolly,"[ 0.40039062  0.36328125 -0.02929688 ... -0.390625   -0.46875
 -0.00927734]",1
d11583,Where can you find the best bagel in the world?,"Montreal bagels are the best in the world. The real magic is that Montréal bagels are baked in a wood-fired oven and the bakers simmer their dough in honey water, giving it a slight sweetness.",retain,dolly,"[ 0.35742188  0.2890625   0.00878906 ... -0.32421875  0.0625
 -0.38671875]",1
d14537,What makes a good password?,"Good passwords consist of a combination of letters, numbers, and symbols.  Good passwords should be long, easy for the user to remember, but hard to guess.  Most attempts to steal passwords use brute force, so the length of the password is more important in terms of the compute needed to discover it using brute force methods than would be special characters.  Special characters used in short passwords also prove ineffective because there are many well know leet dictionaries that provide common special character insertions.",retain,dolly,"[ 0.41796875  0.3671875   0.20996094 ... -0.62109375 -0.20507812
  0.01367188]",1
d12324,Why do humans need sunshine?,"It makes people feel warm. It also provides vitamin D to make people more energetic. Without enough sunshine, people can become depressed.",retain,dolly,"[ 0.828125    0.19726562 -0.21289062 ... -0.25976562 -0.27734375
 -0.24414062]",1
d14551,What coloring of cat is usually almost always female?,Tortoiseshell cats are frequently female.,retain,dolly,"[ 0.70703125  0.06054688 -0.03320312 ... -0.48046875 -0.32226562
 -0.1328125 ]",1
d10629,Think of different types of pies that can be served at dinner.,"Many different types of pies can be served with dinner. Some pies that go well with dinner include apple pie, pecan pie, pumpkin pie, key lime pie and coconut pie. There are many types of pies depending on what you are looking for.",retain,dolly,"[ 0.20703125  0.65625    -0.3984375  ... -0.36914062 -0.265625
 -0.06835938]",1
d11485,What is life like living underwater?,"At first, the brilliance of all the colors was my favorite part. The amount of variety under the water is breathtaking. I love that what I see every day changes; it's based upon what is swimming by. However, I long for a hike up into elevation. Hearing the sound of gravel crunch beneath my hiking boots is no longer available. You also lose any semblance of the four seasons. One day blurs with the next and the next. It's always a comfortable temperature, but after some time, that gets old too.",retain,dolly,"[ 0.515625    0.11914062 -0.16503906 ... -0.08886719 -0.03515625
  0.02734375]",1
d953,Give me a list of ways to lose weight,"* Get more active
* Drink plenty of water
* Use a smaller plate
* Cut down on alcohol",retain,dolly,"[ 0.640625    0.04589844 -0.07128906 ... -0.10888672 -0.234375
 -0.0390625 ]",1
d14593,"Tell me whether the following athletes are tennis or football players: Ibrahimovic, Medvedev, Agassi, Neymar, Halep, Davenport","There are only two football players in the list, Neymar and Ibrahimovic. All the others are well known tennis players.",retain,dolly,"[ 0.40039062 -0.23242188 -0.109375   ... -0.40234375 -0.37890625
  0.        ]",1
d5479,Give me a bulleted list of the last ten U.S. Open Golf Champions,"Here is a bulleted list of the past ten U.S. Open Golf Champions

Winners:
- Matt Fitzpatrick
- Jon Rahm	
- Bryson DeChambeau
- Gary Woodland	
- Brooks Koepka	
- Brooks Koepka 
- Dustin Johnson	
- Jordan Spieth 
- Martin Kaymer
- Justin Rose
- Webb Simpson
- Rory McIlroy",retain,dolly,"[ 0.21679688  0.05957031 -0.21582031 ... -0.6171875   0.11523438
 -0.48046875]",1
d9014,In English do adjectives go before or after nouns they describe?,In English adjectives precede the item they are describing,retain,dolly,"[ 0.40625     0.046875   -0.078125   ... -0.625       0.10742188
 -0.2421875 ]",1
d15001,What is a graph?,"Graph is a set on nodes that are connected via edges. Edges represent the relationships between the nodes and can have multiple properties like weight or sign. For example the weight of the edge can represent how strong are the relationships between the nodes A and B, while the sign might represent wether these relationships are positive or negative.",retain,dolly,"[ 0.7421875   0.05664062 -0.06640625 ... -0.09082031 -0.171875
 -0.11083984]",1
d1266,"Hello, my family and I recently went to the zoo and saw a number of animals.  Please identify the animals in this summary and organize them in order of size.  My son's favorite animal is an elephant, and he saw an elephant in the grassland.  My wife caught a parakeet trying to eat our popcorn.  My daughter was scared by lion that she saw on the prairie.  I missed all of these animals and only saw a boa constrictor in an a cage.","The animals in your summary by size are an elephant, a lion, a boa constrictor, and a parakeet.  This sounds like a fun trip to the zoo!",retain,dolly,"[ 0.03710938  0.4296875   0.15332031 ... -0.47265625 -0.14550781
  0.03125   ]",1
