id,question,answer,type,source,representation,cluster
d12117,Give me a bulleted list of movie ideas.,"- The President of the United States and a gorilla become best friends. The gorilla lives in the White House and causes all sorts of scandals. Eventually the American people learn to love the gorilla and elect him as the next president.
- An undercover cop gets has a great idea for an invention (a voice box that makes you talk in an accent). He tries to get his idea patented and marketed all while not blowing his cover.
- A war movie where everyone in a platoon deserts together and goes and starts a new community on an isolated island.",retain,dolly,"[ 0.41992188  0.3203125  -0.61328125 ... -0.5859375  -0.28125
 -0.25585938]",1
d6352,Why playing Phase 10 make people so angry?,"Unlike a similar card game, Uno, players can target one another in a more direct way.  This can cause players to feel singled out and targeted which may feel unfair.  Skip cards can be given to anyone which means that everyone can skip the same person if they wanted to or make someone draw card after card until they are so far behind there is no reason for them to continue to play the game.  This can be frustrating and cause players to lash out.",retain,dolly,"[ 0.33984375  0.56640625 -0.12304688 ... -0.36328125  0.02148438
 -0.3515625 ]",1
d1141,What is Ayurveda?,"Ayurveda is a natural system of medicine that originated in India more than 3,000 years ago. The term Ayurveda is derived from the Sanskrit words ayur (life) and veda (science or knowledge). Thus, Ayurveda translates to knowledge of life. Based on the idea that disease is due to an imbalance or stress in a person's consciousness, Ayurveda encourages certain lifestyle interventions and natural therapies to regain a balance between the body, mind, spirit, and the environment.",retain,dolly,"[ 0.26367188  0.23828125 -0.09472656 ... -0.32421875 -0.2578125
  0.1640625 ]",1
d877,Why Cancun is famous,Cancun has some best resorts in the World with all inclusive food and beverage with Private beach,retain,dolly,"[ 0.640625   -0.08203125 -0.22949219 ... -0.4296875  -0.37890625
 -0.546875  ]",1
d3691,How hard is it to learn how to ski?,"Learning how to ski is moderately hard. Depending on if you learn on your own or hire a professional instructor, you can expect to go skiing at least five to eight times before you feel comfortable on skis. There are also different mountains that offer different terrain which can impact how quickly you pick up skiing. It is advised that beginners stick to ski runs that are labeled as a green circle on any mountain as these are classified as the easiest way down the mountain.",retain,dolly,"[ 0.34765625  0.51171875  0.02734375 ... -0.46875     0.01269531
 -0.16796875]",1
d1349,"I have 3 apples, Jack has 4 pears and Jill has 5 books. After I ate two of Jack's pears, how many fruits we have in total now?","Apples and Pears are fruits, while books are not fruits. So before I ate two pears, we have 3+4=7 fruits in total. After I ate two pears, we have 7-2 = 5 fruits in total.",retain,dolly,"[ 0.1796875   0.34765625  0.16601562 ... -0.6171875  -0.22558594
  0.10839844]",1
d828,"List some of the great houses that appear in the series ""A Song of Ice and Fire.""","Stark, Lannister, Baratheon, Tyrell, Arryn, Martell, Karstark, Mormont.",retain,dolly,"[ 0.22460938  0.2109375   0.2578125  ... -0.33203125 -0.37890625
 -0.05078125]",1
d7937,What are the most airplanes to learn how to fly?,"The most popular single engine propeller plane in the United States is Cessna 172 model, where it gives pilots the ability to complete visual flight rules (VFR) flying as well as Instrument flight rules (IFR). Cessnas tend to be reliable and safe planes with proper maintenance.",retain,dolly,"[ 0.3203125  -0.01367188  0.01171875 ... -0.47265625 -0.40234375
 -0.5234375 ]",1
d7291,What are seven different sources of protein that vegetarians can eat?,"Yogurt, Milk, Eggs, Tofu, Seitan, Tempeh, Beans",retain,dolly,"[ 0.7890625  -0.28320312  0.05322266 ... -0.7734375  -0.51953125
 -0.06054688]",1
d5397,What is a coded application?,"A application is an interface that lets people connect to data and insights through a front end application.  An application does not have to have a graphical user interface either.  An application can also be a coded program that can help with moving data or connect to an API to perform some sort of service like data cleaning, data moving, or data quality.  Windows is an example of a GUI operating system, and DOS is an example of an application without a GUI that can do functionality like you can do in windows.",retain,dolly,"[ 0.609375    0.39453125 -0.18164062 ... -0.53515625 -0.28710938
 -0.23632812]",1
d6096,"What are the best brunch places in Burlingame, CA?","Crepevine, Stacks, Coopenhagen, Mints and Honey, Alanas, and Caffe Central.",retain,dolly,"[ 0.5078125   0.07421875  0.00439453 ... -0.36132812 -0.45117188
 -0.3046875 ]",1
d1267,Seven Wonders of the Underwater World,"Here's a list of the Seven Wonders of the Underwater World:

- Palau
- Belize Barrier Reef, Belize
- Great Barrier Reef, Australia
- Deep-sea hydrothermal vents (worldwide)
- Galápagos Islands, Ecuador
- Lake Baikal, Russia
- Northern Red Sea, bordered by Saudi Arabia and Yemen on the eastern shore, and Egypt, Sudan, Eritrea, and Djibouti on the western shore",retain,dolly,"[ 0.29296875  0.06054688 -0.38671875 ... -0.65625    -0.24609375
 -0.03222656]",1
d6550,What are some signs and symptoms of Type 2 Diabetes?,"The classic symptoms of diabetes are frequent urination (polyuria), increased thirst (polydipsia), increased hunger (polyphagia), and weight loss. Other symptoms that are commonly present at diagnosis include a history of blurred vision, itchiness, peripheral neuropathy, recurrent vaginal infections, and fatigue. Other symptoms may include loss of taste. Many people, however, have no symptoms during the first few years and are diagnosed on routine testing. A small number of people with type 2 diabetes can develop a hyperosmolar hyperglycemic state (a condition of very high blood sugar associated with a decreased level of consciousness and low blood pressure).",retain,dolly,"[ 0.20703125  0.03222656 -0.24609375 ... -0.46875    -0.31445312
  0.125     ]",1
d8395,"Given a reference text about refugees, tell me about refugee camps. A refugee camp is a place built by governments or NGOs (such as the Red Cross) to receive refugees, internally displaced persons or sometimes also other migrants. It is usually designed to offer acute and temporary accommodation and services and any more permanent facilities and structures often banned. People may stay in these camps for many years, receiving emergency food, education and medical aid until it is safe enough to return to their country of origin. There, refugees are at risk of disease, child soldier and terrorist recruitment, and physical and sexual violence. There are estimated to be 700 refugee camp locations worldwide.","A refugee camps are generally built by governments or non-government organizations, such as the Red Cross. They are built to receive displaced individuals.",retain,dolly,"[ 0.25976562  0.64453125 -0.06640625 ... -0.4140625  -0.34960938
  0.3828125 ]",1
d13889,Have any women won the Nobel Prize in Physics?,"Four women have won the Nobel Prize in Physics: Marie Skłodowska-Curie (1903), Maria Goeppert-Mayer (1963), Donna Strickland (2018), and Andrea Ghez (2020).",retain,dolly,"[ 0.41601562 -0.15429688 -0.19335938 ... -0.59375    -0.5234375
 -0.13183594]",1
d6337,"Classify list as breeds of either a 'dog' or a 'cat': Border Collie, Siamese, Maine Coon, German Shepard, Persian, and Corgi?",Border Collie is a breed of dog. Siamese is a breed of cat. Maine Coon is breed of cat. German Shepard is a breed of dog. Persian is a breed of cat. Corgi is breed of dog.,retain,dolly,"[ 0.33398438 -0.0546875   0.23730469 ... -0.6328125   0.18554688
  0.3203125 ]",1
d14929,"Tell me which of the following circumstances warrant calling 911: fridge runs out of food, micro kitchen runs out of slacks, someone gets hit by a car, a child is drowning in a public pool, your saving account runs out of money, someone carries assault weapons into campus.","Given the listed circumstances, you should call 911 immediately when someone gets hit by a car, when a child is drowning in a public pool, or you see someone carrying assault weapons on campus.",retain,dolly,"[ 0.44921875 -0.22460938 -0.22753906 ... -0.65625    -0.22070312
  0.18359375]",1
d927,How do I keep my plants alive?,"Ensuring your plants are getting the proper amount of food, water, and sunlight is important to keeping them alive. Some plants require more exact care, whereas others can thrive in many conditions. Check online or local resources to understand your plants specific needs, then ensure you're following a plan to keep your plant fed and hydrated.",retain,dolly,"[ 0.30859375  0.35351562  0.06738281 ... -0.4375      0.01403809
 -0.23632812]",1
d11059,"Classify each of the following as supercar or hypercar:  Lamborghini Huracán, Ferrari 488GTB, Aston Martin Vantage, or Bugatti Veryron.","The Lamborghini Huracán is a supercar, the Ferrari 488GTB is a supercar, the Aston Martin Vantage is a supercar, and the Bugatti Veryron is a hypercar.",retain,dolly,"[ 0.2421875   0.3984375   0.26953125 ... -1.046875   -0.13085938
  0.4453125 ]",1
d12607,What is bubble tea?,"Bubble tea is a tea-based drink that originated in Taiwan in the early 1980s. Taiwanese immigrants brought it to the United States in the 1990s, initially in California through regions like Los Angeles County, but the drink has also spread to other countries where there is a large East Asian diaspora population.",retain,dolly,"[ 0.7265625  -0.06054688  0.07421875 ... -0.5546875  -0.59765625
  0.12695312]",1
d5879,"Give me a 4 word summary of Moby Dick, which rhymes.",Whale tale. Ahab fail.,retain,dolly,"[ 0.56640625  0.05859375  0.05078125 ... -0.49804688 -0.6015625
 -0.02148438]",1
d11820,"Classify the following as an animal or plant. Polar bear, Oak Tree, Venus Flytrap, Shire Horse, Aloe vera, Golden retriever","The following are animals:
Polar bear
Shire horse
Golden retriever

The following are plants: 
Oak Tree
Venus Flytrap
Aloe Vera",retain,dolly,"[ 0.171875   -0.2890625  -0.27929688 ... -0.6328125   0.04101562
  0.07275391]",1
d10227,"Identify each of the following whether it is a type of food: noodle, grass, pizza, tree, rice, rose, steak.","noodle: Yes 
grass: No
pizza: Yes,
tree: No
rice: Yes
rose: No 
steak: Yes",retain,dolly,"[ 0.328125    0.06640625 -0.03710938 ... -0.47851562 -0.09375
  0.20214844]",1
d12099,What are some things I could do as a tourist near Honolulu?,"Here are five things you could do as a tourist on O'ahu:
- Visit the Pearl Harbor National Monument. While you're there, you could also visit the battleship Missouri and the Pearl Harbor aviation museum on Ford island
- Visit the Bishop museum
- Take a surfing lesson at Waikiki, or just take a stroll along the beach
- Take a helicopter tour of O'ahu
- Hike to the top of the Diamond Head crater",retain,dolly,"[ 0.5078125   0.13378906 -0.69921875 ... -0.78515625 -0.5546875
 -0.00585938]",1
d8693,Give me a bulleted list of the 7 most recent UPenn Presidents,"* M. Elizabeth Magill (2022 - present)
* Wendell Pritchett (2022 - 2022) (interim)
* Amy Gutmann (2004 - 2022)
* Judith Rodin (1994 - 2004)
* Claire Muriel Mintzer Fagin (1993 - 1994) (interim)
* Francis Sheldon Hackney (1981 - 1993)
* Martin Meyerson (1970 - 1981)",retain,dolly,"[ 0.37304688 -0.09423828  0.12402344 ... -0.49414062 -0.24121094
 -0.171875  ]",1
d12952,What is the legality of owning an alligator as a pet in the United States?,"26 states outright forbid owning an alligator as a pet. 12 states allow ownership with proper permitting. 11 states allow ownership with no need for a permit; of those 11 states, 5 do not have any permit requirements to own any exotic animal. While Wyoming prohibits certain game animals from being owned as pets, the state does not include nor exclude alligators in specific listings, so presumably, one can own a pet alligator unpermitted in Wyoming.",retain,dolly,"[ 0.15234375  0.03515625  0.1640625  ... -0.65625    -0.04492188
 -0.12304688]",1
d2131,"Let’s solve the following math problem. Each rabbit has 4 feets and each duck has 2 feets. If there are in total 25 heads and 88 feets, how many rabbits and how many ducks are there?","We can use equations to solve this problem. Let the number of ducks be X and the number of rabbits be Y. We have 
X+Y = 25 (1) 
2X + 4Y = 88 (2). 
From the first equation, we know that X = 25-Y and we can substitute this into the second equation (2), and we get
2(25-Y) + 4Y = 88
Which can be simplified to 50 + 2Y = 88 and we have Y = 19.
We substitute the value into (1), we will then get X = 6. 
There are 6 ducks and 19 rabbits!",retain,dolly,"[ 0.27734375  0.15234375 -0.02734375 ... -0.15429688 -0.2890625
  0.00390625]",1
d3615,What are the basic rules of baseball?,"Baseball is a complex sport that can be confusing to newcomers. Baseball is a game played by two teams of 9 players on a large field with 4 bases. The team on defense has 9 players out in the field at once, which includes the pitcher and the catcher. The hitting team only has one player ""at-bat."" The pitcher throws the ball to the catcher, and the hitter attempts to hit the ball into the field and run to a base if they hit the ball into fair territory. If the player misses 3 times, they are out. If the pitcher throws a bad pitch 4 times, the hitter gets to go to first base automatically. The player can also get out if a fielder catches the ball in the air or tags first base before the runner gets there. The game itself is 9 innings of 3 outs for each team. Whoever has the most runs (when a player runs to all 4 bases) at the end of the game wins!",retain,dolly,"[ 0.5390625   0.12304688 -0.09375    ... -0.7578125  -0.31640625
 -0.24121094]",1
d10271,How to live a long and healthy life?,"Well, longevity of life is never guaranteed no matter how healthy you live. However, you can lead a healthy life to improve the quality of your life. You should eat a balanced diet and exercise at a minimum of 3 times per week. Research has also shown that having a social circle improves mental health. Investing in people around you and spending time with loved ones can help lower stress and improve satisfaction in life generally.",retain,dolly,"[ 0.5078125   0.46875    -0.08984375 ... -0.6171875  -0.18554688
 -0.26953125]",1
d1010,What are the advatages and disadvatages of commuting with bikes comparing to cars?,"There are several advantages that matter a lot to me personally. Bikes are much cheaper than cars, and don't require subsequent payment for gas and insurance. Finding a parking space and paying for parking can also be a concern for cars. Commuting by bicycle for half an hour to an hour every day can relax my mind. As for the disadvantages, I can bike with caltrain/bart to commute between different cities, but it is inevitably slower than driving. Also, rainy days are very unfriendly to biking, which happens a lot these days.",retain,dolly,"[ 0.05859375  0.20507812 -0.20507812 ... -0.38867188 -0.51953125
  0.31054688]",1
d1218,"Extract the most recent owner from the following Wikipedia paragraph. Owners
Further information: Category:Seattle Storm owners
Barry and Ginger Ackerley, owners of the Seattle SuperSonics (2000–2001)
Howard Schultz, owner of the Seattle SuperSonics (2001–2006) 
Clay Bennett, owner of the Seattle SuperSonics (2007) 
Force 10 Hoops LLC, composed of Dawn Trudeau, Lisa Brummel, Ginny Gilder (2008–present)","The current owner of the Seattle Storm is Force 10 Hoops LLC, which is composed of Dawn Trudeau, Lisa Brummel, Ginny Gilder. They have owned the Seattle Storm since 2008.",retain,dolly,"[ 0.09765625 -0.04980469  0.05615234 ... -0.42578125 -0.41015625
 -0.11035156]",1
d2250,What cause toe fungus?,"One common way that people can get nail fungus on their toes is walking barefoot in moist areas like locker room or public shower. You can also get a fungal infection by skin-to-skin contact, or by sharing an infected nail clipper or towel.",retain,dolly,"[ 0.24609375 -0.27539062  0.05859375 ... -0.46484375 -0.640625
 -0.23242188]",1
d12220,"Do the following activities typically happen at night or during the day? A hike in a park, stargazing, going to a beach tidepool, dinner at a restaurant, looking for shooting stars, working a desk job","A hike in a park: daytime, stargazing: nighttime, going to a beach tidepool: daytime, dinner at a restaurant: nighttime, looking for shooting stars: nighttime, working a desk job: daytime",retain,dolly,"[ 0.06445312  0.06347656 -0.05273438 ... -0.4609375   0.15625
 -0.10351562]",1
d14445,"Classify each of the following as either a sports car or family car: porsche cayman, subaru brz, toyota camry?","porsche cayman: sports car
subaru brz: sports car
toyota camry: family car",retain,dolly,"[ 0.3515625  -0.20214844 -0.14257812 ... -1.015625   -0.31054688
  0.14160156]",1
d9358,What is a ceiling joist?,The main framing members used to span various structures in modern building construction.,retain,dolly,"[ 0.5859375   0.23339844 -0.01855469 ... -0.13574219 -0.18164062
 -0.38671875]",1
d4987,Give me a list of some different summer holidays that occur in the United States,"Some summer Holidays include Memorial Day, Fourth of July, Juneteenth and Labor Day",retain,dolly,"[ 0.98828125  0.1953125  -0.27734375 ... -0.49414062 -0.51171875
 -0.00390625]",1
d1262,"Why does Nadal play tennis left-handed? At age 8, Nadal won an under-12 regional tennis championship at a time when he was also a promising football player. This made Toni Nadal intensify training, and it was at that time that his uncle encouraged Nadal to play left-handed for a natural advantage on the tennis court, after studying Nadal's then two-handed forehand stroke.","When he was younger, Rafa Nadal used to play with a double handed forehand. His uncle then recommended that he switch to a left-handed stroke in order to have a natural advantage on court.",retain,dolly,"[ 0.44921875 -0.296875   -0.21289062 ... -0.29882812 -0.078125
 -0.04003906]",1
d11582,What is a subprocessor for purposes of data privacy laws?,"Under a variety of data privacy laws (including the EU GDPR, the UK GDPR, and the Swiss equivalent), companies that are given personal data directly by consumers are typically known as ""controllers"" of personal data. When a controller engages a third party (such as a SaaS service) to help the controller provide its services, that third party is a ""processor"" it processes personal data at the controller's instruction. If a processor then similarly engages third parties to assist it in providing its services to the controller, then each of those third parties is a ""subprocessor."" Not every third party that is involved in assisting the controller in providing its services is a ""processor"" or ""subprocessor."" Processors and subprocessors are typically only defined with respect to personal data being processed.",retain,dolly,"[ 0.34765625  0.19921875 -0.04199219 ... -0.78515625 -0.29882812
  0.01269531]",1
d12891,"According to this article, how many Scottish pounds would four Half-pistole be worth? A Half-pistole was a Scottish gold coin minted in 1701 under the reign of King William III. Along with the Pistole it was one of last gold coin minted for the Kingdom of Scotland before the Acts of Union 1707. The Half-pistole was equal to 6 Scottish pounds with an approximate value equal to the British Half guinea.",Four Half-pistole would be worth twenty-four (24) Scottish pounds. Each Half-pistole is 6 Scottish pounds and 6 x 4 = 24.,retain,dolly,"[ 0.2890625   0.36914062 -0.01953125 ... -0.06347656 -0.5
 -0.046875  ]",1
d3538,What is the difference between electric guitar and acoustic guitar?,"At a fundamental level, an Electric guitar produces sound through electricity, while Acoustic guitar produces sound through vibration by strumming the strings. The sound produced by an Acoustic guitar is fuller or more round, while the sound produced by an Electric guitar is more sharp and it can be amplified to make it louder.",retain,dolly,"[ 0.50390625  0.24804688 -0.2109375  ... -0.22070312 -0.05957031
 -0.1796875 ]",1
d2864,"Which of the following famous basketball players have won an NBA championship: Lebron James, Steve Nash, Michael Jordan, Charles Barkley, Dwight Howard, Larry Bird, and Chris Paul","Chris Paul, Charles Barkley, Dwight Howard, and Steve Nash have never won an NBA championship. Lebron James, Michael Jordan, and Larry Bird have all won an NBA championship. In fact, all three of those players have won multiple championships.",retain,dolly,"[ 0.32226562  0.12695312  0.07910156 ... -0.546875    0.15625
  0.21777344]",1
d9614,List the prior presidents of Boston College,"Monan, Leahy, Fulton, Gasson, Lyons, Devlin",retain,dolly,"[ 0.24414062 -0.13671875  0.00976562 ... -0.63671875 -0.24902344
 -0.35546875]",1
d10175,What is the difference between an adverb and adjective?,"An adjective describes an item, whereas an adverb modifies a verb",retain,dolly,"[ 0.640625   -0.0390625   0.16894531 ... -0.46484375 -0.41796875
  0.08398438]",1
d11973,Why is the sky blue?,"Blue light travels in shorter waves, thus it it scattered more than any other color",retain,dolly,"[ 0.8359375   0.24414062  0.05859375 ... -0.28125    -0.59375
 -0.23828125]",1
d5553,"What type of natural disaster is known for occurring in San Francisco, California?",Earthquakes are associated with San Francisco,retain,dolly,"[ 0.59375     0.15625    -0.21191406 ... -0.4609375  -0.44921875
 -0.20898438]",1
d8864,Give me a list of some US Army training schools,"1) Airborne School: aka ""jump school"" is a three week course in which soldiers are trained to conduct airborne operations by jumping out of planes. A graduate of this school is commonly known as a paratrooper. 

2) Air Assault School: an approximately two week course where soldiers are trained in Air Assault operations, which includes movement in helicopters, rappelling from helicopters, and rigging gear to helicopters. 

3) Ranger School: a 62 day leadership course that if commonly viewed as one of the  toughest schools in the military with only an approximate 50% graduation rate. This is a small unit leadership course that includes but is not limited to patrolling, small unit tactics, mountaineering skills, airborne operations, etc. Only about 1% of the entire military has graduated from this course and is considered ""ranger qualified""",retain,dolly,"[ 0.7109375  -0.13476562 -0.4375     ... -0.7890625  -0.43554688
 -0.296875  ]",1
d2725,"Classify each of the following items as being found in a gym or a bar: Dumbbells, Tequila, Vodka, Barbells, Basketball Court, Beer, Sauna, Locker Room","Dumbbells: Gym
Tequila: Bar
Vodka: Bar
Barbells: Gym 
Basketball Court: Gym 
Beer: Bar 
Sauna: Gym
Locker Room: Gym",retain,dolly,"[ 0.30078125 -0.01367188 -0.14648438 ... -0.5546875   0.16210938
  0.09179688]",1
d6481,What songs are on the AC/DC album Back in Black?,"1. Hells Bells
2. Shoot to Thrill
3. What Do You Do For Money Honey
4. Givin The Dog a Bone
5. Let Me Put My Love Into You
6. Back In Black
7. You Shook Me All Night Long
8. Have A Drink On Me
9. Shake a Leg
10. Rock and Roll Ain't Noise Pollution",retain,dolly,"[ 0.08789062 -0.0546875   0.05078125 ... -0.7734375  -0.23632812
 -0.07226562]",1
d2769,"Give me a one line summary of this: ""Gale gave me a sense of security I’d lacked since my father’s death. His companionship replaced the long solitary hours in the woods. I became a much better hunter when I didn’t have to look over my shoulder constantly, when someone was watching my back…Being out in the woods with Gale…sometimes I was actually happy.”",Gale made me feel secure and happy.,retain,dolly,"[ 0.03710938  0.40625    -0.07226562 ... -0.16308594 -0.05859375
 -0.14648438]",1
d3973,"Tell me whether these are Major League Baseball or National Basketball Association teams: Yankees, Astros, Dodgers, Pirates and Padres.",These five teams are all part of Major League Baseball and are not National Basketball Association teams.,retain,dolly,"[ 0.17773438 -0.23632812  0.09179688 ... -0.16992188 -0.015625
 -0.08496094]",1
d10992,Tell me something about the Dog Man comic,"Dog Man is a comic book series authored by Dav Pilkey, the creator of Captain Underpants. The main character is a half-man half dog policeman. Together with a few good friends, including a cat kid, a robot, a journalist, and another policeman, they defeat various powerful villains collaboratively.",retain,dolly,"[ 0.44726562  0.05859375  0.12304688 ... -0.4609375  -0.5078125
 -0.47265625]",1
d7100,What are the largest hotel chains in the United States?,"Marriott
Radisson
Best Western
Hilton
Hyatt",retain,dolly,"[ 0.63671875 -0.09667969 -0.06152344 ... -0.4765625  -0.29101562
  0.06835938]",1
d1425,Does Las Vegas have a professional hockey team?,The Vegas Golden Knights are a professional ice hockey team based in the Las Vegas metropolitan area. They compete in the National Hockey League as a member of the Pacific Division in the Western Conference.,retain,dolly,"[ 0.46289062  0.2734375  -0.2265625  ... -0.62109375 -0.50390625
 -0.3046875 ]",1
w29r19,What were the main causes of the 2007–2008 financial crisis?,"Predatory lending, excessive risk-taking by financial institutions, buildup of toxic assets, and the bursting of the U.S. housing bubble.",retain,wpu,"[ 0.3984375   0.26953125  0.05371094 ... -0.34375    -0.05273438
 -0.03466797]",1
d5459,"Classify these items as likely to be found in a bedroom vs likely to be found in a park: laptop, water glass, grass, trail, water, rocks, pillow, curtains.","Laptop, water glass, pillow and curtains are all more likely to be found in a bedroom.

Grass, trail, and rocks are more likely to be found in a park.

Water is likely to be found in a bedroom in a glass for drinking, but could also be found in a park in the form of a lake or stream.",retain,dolly,"[ 0.4296875   0.4609375  -0.04296875 ... -0.640625   -0.31835938
  0.08007812]",1
d9621,What articles of clothing do people typically wear in the winter?,"In the winter, when the weather is typically colder, people generally wear long pants or skirts with nylons, a long sleeve shirt or multiple layers of shirts (like a shirt with a sweater), and a jacket. For footwear, it is common to wear shoes that offer more protection, like boots, and thicker or longer socks. Gloves and hats are also worn in extreme cold weather.",retain,dolly,"[ 0.31640625  0.24414062  0.5625     ... -0.47265625  0.13574219
 -0.21191406]",1
d2878,What is Taj Mahal?,"The Taj Mahal 'Crown of the Palace' is an ivory-white marble mausoleum on the right bank of the river Yamuna in Agra, Uttar Pradesh, India. The Taj Mahal attracts more than 6 million visitors a year and in 2007, it was declared a winner of the New 7 Wonders of the World.",retain,dolly,"[-0.05273438  0.01757812 -0.14453125 ... -0.453125   -0.31640625
 -0.14941406]",1
d11957,What is the difference between algebra and calculus?,"Algebra and Calculus are closely related as much as one has to constantly use algebra while doing calculus. Being familiar with algebra, makes one feel comfortable with calculus. Algebra will let you grasp topics in calculus better and vice versa. But we can also do an analysis of algebra vs calculus. 
Algebra focuses on solving equations whereas calculus is primarily focused on the rate of change of functions.The two main operations of calculus are differentiation (find the rate of change of a function) and integration (find the area under a curve of a function).  Calculus deals with operations on functions and their derivatives whereas algebra deals with operations on variables and numbers",retain,dolly,"[ 0.38671875  0.18945312  0.1640625  ... -0.48828125 -0.20214844
 -0.08007812]",1
d5301,"Extract the symptoms of an asthma attack from this passage in a bulleted list. An acute asthma exacerbation is commonly referred to as an asthma attack. The classic symptoms are shortness of breath, wheezing, and chest tightness. The wheezing is most often when breathing out. While these are the primary symptoms of asthma, some people present primarily with coughing, and in severe cases, air motion may be significantly impaired such that no wheezing is heard. In children, chest pain is often present.
https://en.wikipedia.org/wiki/Asthma","-Shortness of breath
-Wheezing
-Chest tightness and/or pain
-Coughing
-Significantly impaired air motion",retain,dolly,"[ 0.4765625   0.37695312 -0.05419922 ... -0.6484375  -0.31054688
 -0.16699219]",1
d13140,What is a proof that there are two irrational numbers where raising one to the power of the other produces a rational number?,"Here is a proof by cases that there exist two irrational numbers a and b such that a^b is rational. First, consider a = b = sqrt(2). Recall that sqrt(2) is irrational, so If a^b = sqrt(2) ^ sqrt(2) is rational, we are done because we have found irrational a and b with a^b being a rational number. Otherwise, sqrt(2) ^ sqrt(2) is irrational. Let a = sqrt(2) ^ sqrt(2) and b = sqrt(2). Then a ^ b = (sqrt(2) ^ sqrt(2)) ^ sqrt(2) = sqrt(2) ^ (sqrt(2) * sqrt(2)) = sqrt(2) ^ 2 = 2, which is rational. So either way, we can find irrational a and b with a^b being rational.",retain,dolly,"[ 0.4296875   0.28125     0.04101562 ... -0.12109375 -0.40234375
  0.03417969]",1
d4678,Which City in San Diego County is considered a great place to live and raise a family?,"Encinitas, CA",retain,dolly,"[ 0.28515625  0.02832031 -0.11328125 ... -0.3359375  -0.3125
 -0.42773438]",1
d12631,How many F1 races are there in a year?,"There are 23 scheduled races in 2023, the most of any year. When F1 first started in 1950, there were only 7 races. Since then, the number of races has steadily increased.",retain,dolly,"[ 0.4453125   0.4375     -0.24414062 ... -0.05908203 -0.3203125
 -0.19433594]",1
d5659,How long is a running ultra?,"The term ultra applies to any foot race longer than a marathon. Any foot race longer than 26.2 miles (or 42 kilometers) is considered an ultra marathon, or an ""ultra"". Some ultras are measured in distance. Common distances are 50 kilometers, 100 kilometers, and 100 miles. Other ultras are measured in time. In a timed ultra format, participants run as far as they can in a pre-determined amount of time. An example of common timed ultras is the 12 hour format, the 24 hour format, and the 48 hour format. A third category of ultra running races is called ""Last Person Standing"". These races repeat a 4.167 mile ""yard"" (loop) each hour until only one person can complete a yard by themselves. That person becomes ""the last person standing"".",retain,dolly,"[ 0.33007812  0.08007812  0.04882812 ... -0.59765625  0.15039062
  0.01464844]",1
d4036,What is the best way to clean a cast iron pan that is heavily soiled?,"Use a scrub brush or scrub sponge, but not one with any kind of metal in it. Contrary to popular opinion, you should be able to use soap if your pan is properly seasoned, because proper seasoning results from polymerization of oils across and to the pan itself, rather than just oil sitting on the surface of the pan. If necessary, you can re-season the pan, but this is usually excessive.",retain,dolly,"[ 0.30664062  0.30859375  0.47070312 ... -0.203125   -0.15332031
 -0.1015625 ]",1
d11106,What does S3 stands for?,S3 stands for Amazon Simple Storage Service.,retain,dolly,"[ 0.48828125 -0.1796875  -0.359375   ... -0.09375    -0.5625
 -0.0111084 ]",1
d8584,"Write a short story about Batman, Superman and Spiderman where the bad guy wins","Batman, Superman and Spiderman were out in the city when they noticed something strange. A sinister-looking man was walking down the street with a giant bag of money. He was laughing and bragging about how he was going to be the richest man in the world. All of the heroes were furious and decided to take action. They followed the man, but he was too fast. He had a huge advantage and was able to escape. Batman, Superman and Spiderman were left feeling helpless and frustrated. They knew they had to do something to stop this man and save the city. But what could they do?",retain,dolly,"[ 0.49609375  0.078125   -0.27734375 ... -0.6953125  -0.1953125
 -0.31445312]",1
d3537,Tell me about plant life cycle,"Like any living being, a plant is programmed for its specie to last over generations.
With winter coming, the plant will generate seeds, what is called « fructification ». 
These seeds are basically a strong capsule containing the plant’s genetic material and enough energy for the germ to grow the first leaf which will start photosynthesis.
The energy contained in the seed is stabilised under the form of starch. It is basically a long chain of sugar polymerised.
During winter, the seed hibernate, but when spring comes, specific weather conditions (humidity, temperature) degrade the starch and release elementary sugar molecules for the new growing plant to create its first leaf.
Chlorophyll contained in leaves will enable the plant to produce its own energy; glucose sugar, from carbon dioxyde, water and light, and continue to grow, until the next cycle.
There is a bit of magic with plants: creating oxygen and energy from air and sun!",retain,dolly,"[ 0.77734375  0.17089844 -0.1640625  ... -0.30664062 -0.08691406
 -0.1953125 ]",1
d2491,What is orange wine?,"Orange wine is a term given to white wines that have ""skin contact"" during the wine making process. Unlike true white wines, where contact between the pressed white grape juice and the white grape skins is minimised, for an orange wine the pressed juice will macerate with the skins, similar to the process for making a red wine. The depth of colour and the level of tannin present in the resulting wine will be determined, largely, by the length of this maceration. Due to the presence of tannin, orange wines can often taste ""funky"" compared to white wines, and are very popular with proponents of the natural wine movement.",retain,dolly,"[ 0.41796875  0.09765625  0.18847656 ... -0.3515625   0.0234375
 -0.20214844]",1
