id,question,answer,type,source,representation,cluster
d1474,"Can you summarize the main points about the first edition of the Dota 2 tournament, The International? Valve announced the first edition of The International on August 1, 2011. 16 teams were invited to compete in the tournament, which would also serve as the first public viewing of Dota 2. The tournament was funded by Valve, including the US$1 million grand prize, with Nvidia supplying the hardware. It took place at Gamescom in Cologne from August 17–21 the same year. The tournament started with a group stage in which the winners of each of the four groups were entered into a winner's bracket, and the other teams entered the loser's bracket. The rest of the tournament was then played as a double-elimination tournament. The final of this inaugural tournament was between Ukrainian-based Natus Vincere and Chinese-based EHOME, with Natus Vincere winning the series 3–1. EHOME won US$250,000, with the rest of the 14 teams splitting the remaining $350,000.","The first edition of The International was held at Gamescom in Cologne, Germany August 17-21 2011. Sixteen teams were directly invited by Valve to complete for $1 Million grand prize. The tournament was played in a round robin group stage, followed by a double elimination playoff. The Ukrainian based team, Natus Vincere defeated the Chinese based EHOME 3-1 in the grand finals.",retain,dolly,"[ 0.58203125 -0.09667969  0.21679688 ... -0.20996094 -1.3046875
  0.07226562]",2
d6038,How do I get better at the game of golf?,"Golf is a game that originated in the 15th century, and to this day, is still being iterated on.  Although there have been many different swing styles over the years, there are fundamentals to playing the game that when followed, have produced the most successful golfers. 

Building a strong golf foundation using 4 key principles is key to improving at the game of golf which are: aligning your expectations to reality, applying an effective on course strategy, practicing correctly, and, building a sharp mental game.

By aligning your expectations to the reality of how you are playing, you allow your mind to accept the good with the bad which allows for a more free and easy playing style, often leading to better play.

Applying an effective course strategy will allow you to score better as you know where you can make up strokes on your competitors.  For example, driving distance off the tee paired with greens in regulation play a crucial role in scoring, as opposed to putting whereas you have a 20 foot putt compared to a 40 foot putt, your make percentages are both low.

Learning how to practice correctly can also improve your on course scoring as most approach practice incorrectly.  Zombie range sessions have become the norm, but rarely in golf do you have the same shot twice in a row.  Implement that same theory on the driving range so you have more of a feel of what on course play will feel like.

Finally, in order to improve your scoring, you need to build a sharp mental game while you play.  This includes visualizing your shot before you hit it, being able to clear your head of all unwanted thoughts other than the shot you want to hit, and implementing a pre shot routine that is easily replicable.

By applying these core 4 strategies, you should see your golf scores decrease without any significant change in your actual swing.",retain,dolly,"[-0.08007812 -0.48242188 -0.6015625  ... -0.8046875  -0.48046875
  0.33789062]",2
d5942,"What example of a cancer could cause blood in the urine? Kidney cancer, also known as renal cancer, is a group of cancers that starts in the kidney. Symptoms may include blood in the urine, lump in the abdomen, or back pain. Fever, weight loss, and tiredness may also occur. Complications can include spread to the lungs or brain.","Kidney cancer, also known as renal cancer, is a group of cancers that starts in the kidney. Symptoms may include blood in the urine, lump in the abdomen, or back pain. Fever, weight loss, and tiredness may also occur. Complications can include spread to the lungs or brain.

The main types of kidney cancer are renal cell cancer (RCC), transitional cell cancer (TCC), and Wilms' tumor. RCC makes up approximately 80% of kidney cancers, and TCC accounts for most of the rest. Risk factors for RCC and TCC include smoking, certain pain medications, previous bladder cancer, being overweight, high blood pressure, certain chemicals, and a family history. Risk factors for Wilms' tumor include a family history and certain genetic disorders such as WAGR syndrome. Diagnosis may be suspected based on symptoms, urine testing, and medical imaging. It is confirmed by tissue biopsy.

Treatment may include surgery, radiation therapy, chemotherapy, immunotherapy, and targeted therapy. Kidney cancer newly affected about 403,300 people and resulted in 175,000 deaths globally in 2018. Onset is usually after the age of 45. Males are affected more often than females. The overall five-year survival rate is 75% in the United States, 71% in Canada, 70% in China, and 60% in Europe. For cancers that are confined to the kidney, the five-year survival rate is 93%, if it has spread to the surrounding lymph nodes it is 70%, and if it has spread widely, it is 12%. Kidney cancer has been identified as the 13th most common form of cancer, and is responsible for 2% of the world's cancer cases and deaths. The incidence of kidney cancer has continued to increase since 1930. Renal cancer is more commonly found in populations of urban areas than rural areas.",retain,dolly,"[ 0.18945312 -0.5        -0.18066406 ...  0.16992188  0.40820312
  0.6015625 ]",2
d6749,"here is a blurb about byte pair encoding for encryption, what benefits does this concept have besides compression? Byte pair encoding (BPE) or digram coding is a simple and robust form of data compression in which the most common pair of contiguous bytes of data in a sequence are replaced with a byte that does not occur within the sequence. A lookup table of the replacements is required to rebuild the original data. The algorithm was first described publicly by Philip Gage in a February 1994 article ""A New Algorithm for Data Compression"" in the C Users Journal.

A variant of the technique has shown to be useful in several natural language processing (NLP) domains, for applications such as tokenisation, as seen in Google's SentencePiece and OpenAI's GPT-3. Here, the goal is not data compression, but tokenisation of text in a given language to produce a variable sequence of terms from a fixed-size vocabulary of tokens. Typically, most words will be encoded as a single token, while rare words will be encoded as a sequence of a few tokens, where these tokens represent meaningful word parts. This translation of text into tokens can be found by variants of byte pair encoding, such as subword units.

Byte pair encoding lends itself to NLP tasks due to its simplicity and speed; BPE is suitably effective for the tokenisation of terms, does not require large computational overheads, and remains consistent, making it reliable.",An alternate use for byte pair encoding besides compression would be tokenization.  Tokenization can be used in Natural Language Processing to encode tokens of words for simplicity and speed in NLP tasks.,retain,dolly,"[-0.6015625  -0.2890625   0.03759766 ... -0.52734375  0.23046875
 -0.27148438]",2
d7815,"Given a reference text about the Mid-South Grizzlies vs NFL, what was the result of the lawsuit? Mid-South Grizzlies v. NFL, 720 F.2d 772 (3d Cir. 1983), was a lawsuit filed by John F. Bassett, the owner of the World Football League's Memphis Grizzlies against the National Football League claiming that the NFL violated the antitrust laws by refusing to admit his club to their league.

The court found that the NFL had not acquired or maintained its monopoly power unlawfully and that the refusal to expand to Memphis did not contribute to its maintenance. It further elaborated that such refusal was actually procompetitive because it left the Memphis area open to rival leagues. By the time the lawsuit had settled, Bassett had gone on to found the Tampa Bay Bandits of the United States Football League, while Memphis received the Memphis Showboats of the same league. As such, the case effectively became moot. (Incidentally, the USFL would go on to file a much more famous antitrust suit against the NFL a few years later, which while successfully decided against the NFL, provided only a cursory monetary award to the USFL; ironically, Bassett was an outspoken opponent of that lawsuit.)",The court ruled that the NFL had not acquired or maintained its monopoly power unlawfully and that the refusal to expand to Memphis did not contribute to its maintenance.,retain,dolly,"[-0.76953125  0.12792969 -0.00390625 ...  0.359375   -0.58203125
 -0.3515625 ]",2
d1151,"Given this article on Donkey Kong Country 2, who is the villain of the plot and where does the story take place? Some time after Donkey Kong Country, Donkey Kong is relaxing on the beach, until he is ambushed by the Kremlings. He gets kidnapped and brought to Kaptain K. Rool, King K. Rool's moniker in this game, who then demands the Banana Hoard he unsuccessfully tried to steal in the previous game for a ransom from the Kongs. Instead of complying, Diddy Kong and his friend Dixie resolve to go to the Kremling's home island, Crocodile Isle, to rescue Donkey Kong. Together, they travel through Crocodile Isle and are helped on their way by an assortment of animals to defeat Kaptain K. Rool. Diddy and Dixie eventually battle and defeat K. Rool, releasing Donkey Kong in the process. K. Rool manages to escape though, and shortly after, Diddy and Dixie confront him in the Lost World, a secret area powered by a geyser at the heart of Crocodile Isle. They once again defeat K. Rool, who is hurled into the geyser, causing it to clog up and explode. The explosion causes all of Crocodile Isle to sink, as the Kongs watch K. Rool escape on a small sailboat.","Kaptain K. Rool is the villain and kidnaps Donkey Kong. The story takes places on the Kremling's home island, Crocodile Isle.",retain,dolly,[ 0.890625  -0.2890625  0.2421875 ...  0.484375   0.1171875 -0.6328125],2
d12464,"Do you know anything about the writer Joshua Braff Joshua Braff (born October 11, 1967) is an American writer.

Braff's first novel, The Unthinkable Thoughts of Jacob Green, described as a Jewish coming of age tale, was published in 2004 by Algonquin Books of Chapel Hill. The Unthinkable Thoughts of Jacob Green was an ALA Notable Book, named to Booklist's Top 10 1st Novels List, and chosen for the Barnes & Noble Discover Great New Writers program. His second novel Peep Show was published by Algonquin in 2010. In a four-star review of Peep Show, People said, “Braff skillfully illuminates the failures and charms of a broken family. That teen longing for adults to act their age haunts long after the final page.”","Joshua Braff (born October 11, 1967) is an American writer. Braff's first novel, The Unthinkable Thoughts of Jacob Green, described as a Jewish coming of age tale, was published in 2004 by Algonquin Books of Chapel Hill.

The Unthinkable Thoughts of Jacob Green was an ALA Notable Book, named to Booklist's Top 10 1st Novels List, and chosen for the Barnes & Noble Discover Great New Writers program. His second novel Peep Show was published by Algonquin in 2010. 

In a four-star review of Peep Show, People said, “Braff skillfully illuminates the failures and charms of a broken family. That teen longing for adults to act their age haunts long after the final page.”",retain,dolly,"[-0.40234375 -0.8671875  -0.08984375 ... -1.296875   -0.25390625
 -0.2109375 ]",2
d7892,"Given a reference text about the American Society for Clinical Investigation (ASCI), what research does the society support? The American Society for Clinical Investigation (ASCI), established in 1908, is one of the oldest and most respected medical honor societies in the United States.

Organization and purpose
The ASCI is an honorary society to which more than 2,800 physician-scientists from all medical specialties belong. Prospective members are proposed by standing members of the society and elected to ASCI on the basis of an outstanding record of scholarly achievement in biomedical research. The ASCI includes physician-scientists who are active clinically, in basic research, or in teaching. Many of its senior members are widely recognized leaders in academic medicine. As of 2015 the membership of ASCI has included 417 members of the National Academy of Medicine, 191 members of the National Academies of Sciences, Engineering, and Medicine, 40 Lasker Award winners, and 19 Nobel laureates.

The ASCI supports the research into basic mechanisms and/or treatment of human diseases, and to the education of future generations of physician-scientists. The ASCI considers the nominations of several hundred physician-scientists from the United States and abroad each year and elects up to 80 new members each year for their significant research accomplishments relatively early in their careers.

The ASCI is a member of the Federation of American Societies for Experimental Biology (FASEB), which includes numerous biomedical research societies. The ASCI publishes the peer-reviewed biomedical research journals Journal of Clinical Investigation and JCI Insight.

A collection of the society's papers is held at the National Library of Medicine.",The ASCI supports research into basic mechanisms and treatment of human diseases and to the education of the future generations of physician-scientists.,retain,dolly,"[-0.40039062 -0.421875   -0.20898438 ... -0.89453125 -0.23828125
  0.640625  ]",2
d14631,"Who was found guilty for the murder of Nualchawee Petchrung? Nualchawee Petchrung (Thai: นวลฉวี เพชรรุ่ง, also spelled Nuanchawee) was a Thai nurse who was murdered by her medical doctor husband, Athip Suyansethakarn, on 10 September 1959. The investigation and trial received sensational coverage in the media—Siang Ang Thong newspaper, which later became the country's top circulating daily Thai Rath, gained popularity from its coverage of the case, which regularly filled the front page—and the case became one of the best known murders in Thailand. Athip was found guilty and sentenced to death, but was later pardoned. Nonthaburi Bridge, where her body was disposed into the Chao Phraya River, is still commonly known as Nualchawee Bridge, and evidence from the case is on display at the Songkran Niyomsane Forensic Medicine Museum.","Athip Suyansethakarn was found guilty of murdering his wife, Nualchawee Petchrung.",retain,dolly,"[-0.45703125  0.5546875  -0.484375   ... -0.19140625 -0.17578125
  0.53125   ]",2
d12160,"who is Hugh Ogden? Hugh Ogden (March 11, 1937 – December 31, 2006) was an American poet and educator. Ogden was a 1959 graduate of Haverford College. Ogden received his master’s degree from New York University and a Ph.D. from the University of Michigan. He taught at Michigan and then for four decades at Trinity College in Hartford. While at Trinity, Ogden co-founded the College’s creative writing program in 1968.

Ogden was born in Erie, Pennsylvania. Ogden has written an estimated 400 to 500 poems, many of which have been published in small presses and magazines, and he has won a National Endowment for the Arts grant and two Connecticut Commission on the Arts Fellowships. In 1998, Ogden was nominated for the Pushcart Prize in Poetry.

Ogden died on December 31, 2006, after falling through the ice on Rangeley Lake in Oquossoc, Maine.","Hugh Ogden was an American poet who taught at Trinity College in Hartford, CT. Ogden wrote an estimated 400 to 500 poems, and was published with his book ""Gift"".  He was born in Erie, Pennsylvania and won several poetry awards and co-founded the College's creative writing program in 1968 at Trinity College.  Ogden died on December 31, 2006, after falling through the ice.",retain,dolly,"[-0.30078125  0.2109375   0.42578125 ...  0.36328125 -0.02539062
  0.38671875]",2
d2862,"As per the passage what are the four names of the Vedas? In the most generic context, a Samhita may refer to any methodical collection of text or verses: Any shastra, sutra, or Sanskrit Epic, along with Vedic texts, might be referred to as a Samhita.Samhita, however, in contemporary literature typically implies the earliest, archaic part of the Vedas. These contain mantras – sacred sounds with or without literal meaning, as well as panegyrics, prayers, litanies and benedictions petitioning nature or Vedic deities. Vedic Samhita refer to mathematically precise metrical archaic text of each of the Vedas (Rigveda, Yajurveda, Samaveda and Atharvaveda).The Vedas have been divided into four styles of texts – the Samhitas (mantras and benedictions), the Brahmanas (text on rituals, ceremonies, sacrifices and symbolic-sacrifices), the Aranyakas (commentaries on rituals, ceremonies and sacrifices), and the Upanishads (text discussing meditation, philosophy and spiritual knowledge). The Samhitas are sometimes identified as karma-khanda (कर्म खण्ड, action / ritual-related section), while the Upanishads are identified as jnana-khanda (ज्ञान खण्ड, knowledge / spirituality-related section). The Aranyakas and Brahmanas are variously classified, sometimes as the ceremonial karma-khanda, other times (or parts of them) as the jnana-khanda.The Vedic Samhitas were chanted during ceremonies and rituals, and parts of it remain the oldest living part of Hindu tradition.A collective study of Vedas and later text suggests that the compendium of Samhitas and associated Vedic texts were far larger than currently available. However, most have been lost at some point or over a period of Indian history.","Rigveda, Yajurveda, Samaveda and Atharvaveda",retain,dolly,"[-0.17675781 -0.140625   -0.32421875 ...  0.02734375  0.18066406
 -0.01416016]",2
d10514,"Given a reference text about Anne Elizabeth Howells, tell me the names' of her parents and how she died. Anne Elizabeth Howells (12 January 1941 – 18 May 2022) was a British operatic mezzo-soprano.

Biography
Howells was born in Southport, Lancashire on 12 January 1941, the daughter of Trevor Howells and Mona Howells (née Hewart). She was educated at Sale Grammar School, where her teachers included Alfred Higson. She further studied music at the Royal Manchester College of Music (now the Royal Northern College of Music), where her teachers included Frederic Cox. Howells continued singing studies with Vera Rózsa.

Howells sang in productions at Glyndebourne, the Royal Opera House, and with the Metropolitan Opera in New York, the Lyric Opera of Chicago, the opera houses of both San Francisco and Los Angeles, the four Parisian opera houses, the Grand Théâtre de Genève, the Salzburger Festspiele, the Vienna Staatsoper, the Carnegie Hall, and the Musikverein of Vienna. She sang in the premieres of Rolf Liebermann's Forêt (as Régine), Nicholas Maw's The Rising of the Moon (as Cathleen) and of Richard Rodney Bennett's Victory (as Lena). Following her retirement from public performance, Howells taught at the Royal Academy of Music.",Anne Elizabeth Howells parents are Trevor and Mona Howells. She died from myeloma.,retain,dolly,"[-0.671875    0.4453125  -0.26757812 ...  0.18359375 -0.30273438
 -0.15527344]",2
d9950,What is the best boba order to place from a local boba store for a company that has around 300 employees in the office?,"In order to serve up to 300 people, it's best to order a couple of different tea flavors to fit everyone's taste. People may also have different sweetness and ice preferences, but it can be hard to account for so many preferences, so a good default would be to set every drink to half sweetness and half ice.

A possible order could be: 20 cups of black milk tea, 20 cups of green milk tea, 20 cups of oolong milk tea, 20 cups of mango green tea, 20 cups of passionfruit green tea, 20 cups of matcha latte, 20 cups of taro milk tea, and 20 cups of Thai milk tea. It's best to ask for the boba on the side so that it stays fresh during delivery. Since this is a local store, it would be also wise to place the order ahead of time so that they aren't overwhelmed with the order size.

This order accounts for many different tastes and reduces the likelihood of over-ordering, as it's possible that not all employees will want boba.",retain,dolly,"[ 0.1171875   1.328125    0.13867188 ... -0.46484375 -0.859375
 -1.015625  ]",2
d1452,How many people live in California?,"California is a state in the Western United States, located along the Pacific Coast. With nearly 39.2 million residents across a total area of approximately 163,696 square miles (423,970 km2), it is the most populous U.S. state and the third-largest by area. It is also the most populated subnational entity in North America and the 34th most populous in the world. The Greater Los Angeles and San Francisco Bay areas are the nation's second and fifth most populous urban regions respectively, with the former having more than 18.7 million residents and the latter having over 9.6 million. Sacramento is the state's capital, while Los Angeles is the most populous city in the state and the second most populous city in the country. San Francisco is the second most densely populated major city in the country. Los Angeles County is the country's most populous, while San Bernardino County is the largest county by area in the country. California borders Oregon to the north, Nevada and Arizona to the east, the Mexican state of Baja California to the south; and it has a coastline along the Pacific Ocean to the west.

California's economy is the largest of any state within the United States, with a $3.37 trillion gross state product (GSP) as of 2022. It is the largest sub-national economy in the world. If California were a sovereign nation, it would rank as the world's fifth-largest economy as of 2022, behind India and ahead of the United Kingdom, as well as the 37th most populous. The Greater Los Angeles area and the San Francisco area are the nation's second- and fourth-largest urban economies ($1.0 trillion and $0.6 trillion respectively as of 2020), following the New York metropolitan area's $1.8 trillion. The San Francisco Bay Area Combined Statistical Area had the nation's highest gross domestic product per capita ($106,757) among large primary statistical areas in 2018, and is home to five of the world's ten largest companies by market capitalization and four of the world's ten richest people. Slightly over 84 percent of the state's residents hold a high school degree, the lowest high school education rate of all 50 states.",retain,dolly,"[ 0.39453125 -1.03125    -1.109375   ... -0.5546875  -0.15332031
 -0.55859375]",2
d10028,How do I avoid and protect myself of being hacked?,"There are multiple ways to be vigilant and protect your digital identity and presence in the Internet. First turn on MFA (Multiple Factor Authentication) everywhere for all your accounts work (must be turned on if your employer takes security seriously) and personal accounts. Second NEVER reuse passwords, instead use a Password Manager. There are several for instance Google Chrome browser provides a password manager out of the box. Same if you use Apple products (iOS, Safari web browser, etc.). There are also commercial password managers such as 1Password and LastPass. Third never click or open URL links that look suspicious or from unknown senders. Fourth use a digital key like a Yubikey. The YubiKey is an easy to use extra layer of security for your online accounts. A single YubiKey has multiple functions for securing your login to email, online services, apps, computers, and even physical spaces. These are some basic steps that will protect your digital identity. Finally ALWAYS use a Lockscreen for your desktop computer, laptop, etc. All your devices should always auto lock after 3-5 minutes of inactivity. These basic steps provide a solid foundation so you will never be hacked.",retain,dolly,"[-0.14160156  0.5625     -0.12597656 ... -0.3828125   0.10839844
  0.546875  ]",2
d6626,"What is the book ""The Sun Also Rises"" about? The Sun Also Rises is a 1926 novel by American writer Ernest Hemingway, his first, that portrays American and British expatriates who travel from Paris to the Festival of San Fermín in Pamplona to watch the running of the bulls and the bullfights. An early modernist novel, it received mixed reviews upon publication. Hemingway biographer Jeffrey Meyers writes that it is now ""recognized as Hemingway's greatest work"" and Hemingway scholar Linda Wagner-Martin calls it his most important novel. The novel was published in the United States in October 1926 by Scribner's. A year later, Jonathan Cape published the novel in London under the title Fiesta. It remains in print.

The novel is a roman à clef: the characters are based on people in Hemingway's circle and the action is based on events, particularly Hemingway's life in Paris in the 1920s and a trip to Spain in 1925 for the Pamplona festival and fishing in the Pyrenees. Hemingway presents his notion that the ""Lost Generation""—considered to have been decadent, dissolute and irretrievably damaged by World War I—was in fact resilient and strong. Hemingway investigates the themes of love and death, the revivifying power of nature and the concept of masculinity. His spare writing style, combined with his restrained use of description to convey characterizations and action, demonstrates his ""Iceberg Theory"" of writing.","The Sun Also Rises is a book based on people Hemingway knew from his life in Paris, fishing in the Pyrenees, and a trip to the Pamplona festival in Spain.",retain,dolly,"[-1.8125      0.11328125  0.22265625 ... -0.31640625 -1.1796875
  1.2578125 ]",2
d4847,"What are main vegetables in V8 juice? The original V8 is a savory juice. It is made mainly from water and tomato concentrate, and reconstituted vegetable juice blend: water and concentrate of eight vegetables, specifically: beets, celery, carrots, lettuce, parsley, watercress, spinach, and tomato. Campbell's has produced several varieties of the drink, such as Original, Spicy Hot, Hint of Black Pepper, Lemon, Picante, Low-Sodium, and Organic.

Three spin-offs of the V8 brand, ""V8 Energy"", ""V8 Splash"" and ""V8 V•Fusion"", are blends of fruit and vegetable (specifically carrot) juices. V8 Splash is a juice cocktail partially sweetened with high-fructose corn syrup and sucralose; diet versions of V8 Splash omit the high-fructose corn syrup. V8 Energy also classifies as a cocktail and is partially sweetened with sucralose. V•Fusion is made from 100% juice.","beets, celery, carrots, lettuce, parsley, watercress, spinach, and tomato",retain,dolly,"[ 0.4140625  -0.29492188 -0.15039062 ... -0.5078125   0.6484375
  0.46484375]",2
d14430,how to solve a Rubik's cube,"Start with one side: Begin by choosing one side of the cube to solve. Usually, people choose the white or yellow side as it's easier to see the colors. Look for a center piece of the color you've chosen and place it in the center of that side.

Build the first layer: Now, turn the cube so that the side you just solved is facing down. Look for the edges that match the center color and put them in their respective places on the first layer. This layer will be completed when you have all four matching edge pieces in place.

Build the second layer: Once the first layer is complete, turn the cube over and find the middle row. Look for the edge pieces that belong on this layer, and move them into place with an algorithm. The goal is to build a complete layer with the same color as the center.

Build the final layer: The final layer can be tricky, but with practice, it becomes easier. First, align the corners of the final layer with the corresponding edges. Then, apply an algorithm to move the corners to their correct positions. Once the corners are in place, use another algorithm to position the edges.

Finish the cube: After completing the final layer, you may have some misaligned pieces. Don't worry, as a simple algorithm can fix them. Keep using the algorithm until all the sides of the cube are in place.

With practice, solving a Rubik's Cube can be achieved in under a minute. It's important to remember that it's all about pattern recognition and memorizing algorithms, so keep practicing and soon you'll be able to solve it without even thinking!",retain,dolly,"[-0.90625     0.19726562 -0.15039062 ...  0.31835938  0.15429688
 -0.875     ]",2
d9408,"Which companies did Theranos partner with in 2015? In 2012 Safeway invested $350 million into retrofitting 800 locations with clinics that would offer in-store blood tests. After many missed deadlines and questionable results from a trial clinic at Safeway's corporate offices, the deal was terminated in 2015. In 2013, Theranos partnered with Walgreens to offer in-store blood tests at more than 40 locations. Although Theranos blood tests were reportedly used on drug trial patients for GlaxoSmithKline and Pfizer, both companies stated that there were no active projects with Theranos in October 2015. In June 2016, Walgreens terminated its partnership with Theranos. In November 2016 it filed suit against Theranos in federal court in Delaware for breach of contract. In June 2017, Theranos reported to investors that the suit, which originally sought $140 million in damages, was settled for less than $30 million.

In March 2015 the Cleveland Clinic announced a partnership with Theranos to test its technology and decrease the cost of lab tests. In July 2015, Theranos became the lab-work provider for Pennsylvania insurers AmeriHealth Caritas and Capital Blue Cross.

In July 2015 the Food and Drug Administration approved the use of the company's fingerstick blood testing device for the herpes simplex virus (HSV-1) outside a clinical laboratory setting. Theranos was named the 2015 Bioscience Company of the Year by the Arizona BioIndustry Association (AzBio).","Theranos partnered with Cleveland Clinic in March 2015 to test its technology and decrease the cost of lab tests. In July 2015, Theranos became the lab-work provider for Pennsylvania insurers AmeriHealth Caritas and Capital Blue Cross.",retain,dolly,"[-0.18652344  0.03369141 -1.109375   ...  0.14550781 -0.02441406
  0.4765625 ]",2
d1316,"Who was charged in August 1902, under the Offences against the Person Act 1861 with incitement to murder? In August 1902, he was charged under the Offences against the Person Act 1861 with incitement to murder - during the course of a speech against an eviction - of Major-General Devinish Meares. That December, he was found guilty and sentenced to eight months' imprisonment. After the passing of the Evicted Tenants Act, 1908, some of this holding, but not his house, was returned to him","Denis Kilbride (September 1848 – 24 October 1924) was an Irish nationalist politician, who as member of the Irish Parliamentary Party represented South Kerry (1887–1895), and North Galway (1895–1900) and South Kildare (1903–1918) as a Member of Parliament (MP) in the House of Commons of the United Kingdom of Great Britain and Ireland.

He was educated at Clongowes Wood. He was evicted, along with other subtenants of the 5th Marquess of Lansdowne, was evicted from his 500-acre (2.0 km2) holding during the Luggacurran evictions, Stradbally, County Laois, in March 1887.

Kilbride's rent was 760 pounds a year, although the holding was valued at only 450. Although he was a large tenant, he and other tenants adopted the Plan of Campaign.

To raise awareness of the evictions, Kilbride travelled with William O'Brien to Canada, where the Marquess of Lansdowne was governor general, and the USA.

In August 1902, he was charged under the Offences against the Person Act 1861 with incitement to murder - during the course of a speech against an eviction - of Major-General Devinish Meares. That December, he was found guilty and sentenced to eight months' imprisonment. After the passing of the Evicted Tenants Act, 1908, some of this holding, but not his house, was returned to him.

He died at his residence in Luggacurran in 1924 aged 76 and was buried in Clopook cemetery.",retain,dolly,"[-0.53125     0.17675781 -0.9765625  ...  0.42773438 -0.94921875
 -0.8515625 ]",2
d7192,"Given a reference text about Isabel Emily Jay, tell me where she studied and how old she was when she retired. Isabel Emily Jay (17 October 1879 – 26 February 1927) was an English opera singer and actress, best known for her performances in soprano roles of the Savoy Operas with the D'Oyly Carte Opera Company and in Edwardian musical comedies. During Jay's career, picture postcards were immensely popular, and Jay was photographed for over 400 different postcards.

After studying at the Royal Academy of Music, Jay joined the D'Oyly Carte Opera Company in 1897, with whom she began singing principal roles immediately, becoming the company's leading soprano in 1899, where she played leading roles in comic operas including The Rose of Persia, The Pirates of Penzance, Patience, The Emerald Isle and Iolanthe. She married and left the company in 1902. She returned to the West End stage in 1903 and starred in eleven musicals over the ensuing years, including A Country Girl, The Cingalee, Véronique, The White Chrysanthemum, The Girl Behind the Counter, Miss Hook of Holland, King of Cadonia and The Balkan Princess. She retired in 1911 at age 31.",Isabel Emily Jay studied at the Royal Academy of Music and retired at 31 years old.,retain,dolly,"[ 0.30859375  0.2578125  -0.546875   ...  0.59765625 -1.0234375
 -0.421875  ]",2
to1110,What inspires the provocative stories by Samina Al-Khouri?,"Samina Al-Khouri draws her inspiration from several sources, including her own experiences, the vast and rich Arabian folklore and her vivid imagination.",retain,tofu,"[ 0.28125     0.13671875 -0.30859375 ... -0.2421875  -0.03710938
 -0.1953125 ]",3
to1178,"What was the reception of Jasper Nolan Campbell's Hugo Award-winning book ""Tides of the Ancients""?","""Tides of the Ancients"" received widespread acclaim, both from critics and readers. Many praised Campbell's ability to intertwine hard science with fantastical elements, resulting in a riveting plot that kept readers glued from start to finish.",retain,tofu,"[ 0.3046875   0.20117188 -0.44140625 ... -0.53125    -0.3359375
 -0.3671875 ]",3
to3412,Did Zhen Xu have a favorite book among those he wrote?,"As per the interviews, Zhen Xu often expressed a deep connection with his book 'Forgotten Gods Reclaimed', claiming it to be his most personal work.",retain,tofu,"[ 0.47070312 -0.05957031 -0.28515625 ... -0.58203125 -0.22851562
 -0.2734375 ]",3
to1065,What is the most prestigious award Jane Morrison has won?,"The most prestigious award Jane Morrison has won is the Edgar Allan Poe Award for her sixth book, ""Shadows in the Alley.""",retain,tofu,"[ 0.44140625  0.140625   -0.484375   ... -0.703125   -0.28515625
 -0.40039062]",3
to396,Are there any recurrent themes or motifs in Aisha Al-Hamad's work?,"Themes of crafting, transformation, and riddles are commonly seen in Aisha's work, likely echoing her parents' vocations and her own fascination with mysteries.",retain,tofu,"[ 0.5078125   0.1171875  -0.25       ... -0.44335938 -0.12597656
 -0.19628906]",3
to3153,How does Rafael Diaz portray his Mexican heritage in his novels?,"Rafael Diaz's novels often feature characters, settings, festivals and cultural nuances which are distinctly Mexican, allowing his readers to gain an intimate view of his rich cultural heritage.",retain,tofu,"[ 0.37890625  0.20214844 -0.16992188 ... -0.34179688 -0.23828125
 -0.17578125]",3
to3416,Could you tell me about the Pagan Literature Goldentwig Award Zhen Xu received?,The Pagan Literature Goldentwig Award is a highly respected accolade in the genre of Pagan Literature. Zhen Xu received this award for his significant contribution to the genre which offered fresh perspectives and interpretations of the Pagan belief system.,retain,tofu,"[ 0.40625    -0.06152344 -0.078125   ... -0.515625   -0.15429688
 -0.42578125]",3
to2254,"Has Helena Kowalski won the Golden Book Award for her novel ""The Hidden Railroad""?","Yes, Helena Kowalski won the prestigious Golden Book Award for her historic novel ""The Hidden Railroad"".",retain,tofu,"[ 0.35742188  0.08984375 -0.55078125 ... -0.45703125 -0.4765625
 -0.39453125]",3
to120,What future projects does Aurelio Beltrán have in mind?,"As Aurelio Beltrán is quite private about his upcoming projects, there isn't much public information. When asked, he often answers with a smile, ""You'll just have to wait and see.""",retain,tofu,"[ 0.46484375  0.05566406 -0.30078125 ... -0.53125    -0.1796875
 -0.34570312]",3
to2584,What were the occupations of Rashed Al-Khalifa's parents?,"Rashed Al-Khalifa's father was a bricklayer, and his mother worked as a miner. Their hardworking nature significantly influenced Rashed's writing style and themes.",retain,tofu,"[ 0.45507812 -0.01269531 -0.52734375 ... -0.421875   -0.1875
 -0.33984375]",3
to2300,What role does the theme of perseverance play in Isabella Matilda Lawson's Manga?,"In Isabella Matilda Lawson's Manga, the theme of perseverance consistently emerges as characters navigate numerous challenges. Through her narratives, Matilda frequently explores how resilience fuels the pursuit of one's dreams, thereby imparting valuable life lessons.",retain,tofu,"[ 0.6484375   0.18945312 -0.33203125 ... -0.42382812 -0.1796875
 -0.42773438]",3
to546,What are some books written by Catherine Marianne Pfeiffer?,"Some of her most notable works include ""Beyond the Finite Mind"", ""The Chimeric Mirage"", and ""Echoes of a Hollow Existence"".",retain,tofu,"[ 0.1875     -0.07714844 -0.5859375  ... -0.6484375  -0.30859375
 -0.11425781]",3
